"nPPT12","nTMAX1.7","nTMIN1.12","PLT_CN","NA"
189,606.960021972656,26.7900009155273,-8.8100004196167,37274291010690
190,907.349975585938,23.7299995422363,-8.97000026702881,37274292010690
191,1610.2900390625,19.2700004577637,-10.75,37274293010690
192,601.570007324219,23.6700000762939,-10.4499998092651,37274294010690
193,606.789978027344,26.4599990844727,-8.73999977111816,37274295010690
194,1270.5,20.7900009155273,-9.71000003814697,37274296010690
195,715.140014648438,22.4300003051758,-10.8199996948242,37274298010690
196,1214.89001464844,22.9500007629395,-8.84000015258789,37274300010690
197,977.309997558594,24.9899997711182,-8.97000026702881,37274305010690
198,1091.97998046875,22.1700000762939,-10.0200004577637,37274306010690
199,1611.93994140625,20.9300003051758,-9.22000026702881,37274308010690
200,1245.27001953125,21.2299995422363,-9.47999954223633,37274309010690
201,1078.53002929688,21.6800003051758,-10.0200004577637,37274310010690
202,461.679992675781,25.4099998474121,-11,37274311010690
203,936.090026855469,21.7900009155273,-10.2299995422363,37274313010690
204,1201.41003417969,21.6000003814697,-9.27999973297119,37274314010690
205,1390.32006835938,20.0200004577637,-10.8000001907349,37274315010690
206,622.460021972656,23.9699993133545,-9.14999961853027,37274317010690
207,1225.5400390625,18.75,-11.2200002670288,37274318010690
208,847.549987792969,23.2299995422363,-8.96000003814697,37274319010690
209,1639.90002441406,19.2700004577637,-10.7799997329712,37274320010690
210,1675.21997070312,18.25,-11.5,37274321010690
211,1198.31005859375,19.9099998474121,-10.0200004577637,37274322010690
212,1550.80004882812,20.1700000762939,-10.3299999237061,37274323010690
213,1253.68994140625,20.8999996185303,-10.1700000762939,37274324010690
214,1706.67004394531,18.4799995422363,-11.5500001907349,37274325010690
215,938.75,23.5100002288818,-8.97000026702881,37274326010690
216,907.320007324219,23.9200000762939,-9.22999954223633,37274327010690
217,527.719970703125,25.5100002288818,-9.77000045776367,37274328010690
218,475.220001220703,25.3700008392334,-11.2600002288818,37274329010690
219,1309.97998046875,20.2999992370605,-10.4499998092651,37274331010690
220,1013.54998779297,18.5400009155273,-10.9099998474121,37274333010690
221,1144.06994628906,20.9400005340576,-10.7399997711182,37274340010690
222,560.75,27.2399997711182,-10.960000038147,37274349010690
223,958.080017089844,20.0200004577637,-12.8800001144409,37274352010690
224,832.070007324219,22.1599998474121,-11.8699998855591,37274353010690
225,792.799987792969,22.25,-13.2700004577637,37274354010690
226,726.809997558594,21.8199996948242,-12.7299995422363,37274355010690
227,640.589965820312,22.9099998474121,-13.8900003433228,37274356010690
228,1095.38000488281,19.1700000762939,-13.8199996948242,37274357010690
229,836.369995117188,22.6100006103516,-13.5500001907349,37274358010690
230,569.369995117188,25.8500003814697,-15.9300003051758,37274359010690
231,706.309997558594,21.8299999237061,-13.5600004196167,37274363010690
232,1110.53002929688,20.8799991607666,-10.0699996948242,37274417010690
233,919.309997558594,21.5599994659424,-11.5200004577637,37274447010690
234,896.960021972656,21.1700000762939,-9.88000011444092,37274461010690
235,537.619995117188,25.3299999237061,-9.67000007629395,37274462010690
236,668.760009765625,22.4899997711182,-10.1000003814697,37274463010690
237,685,24.1100006103516,-9.76000022888184,37274465010690
238,755.330017089844,22.2600002288818,-10.5200004577637,37274467010690
239,657.049987792969,22.9099998474121,-10.25,37274468010690
240,898.650024414062,20.7800006866455,-11.1999998092651,37274470010690
241,839.159973144531,21.8299999237061,-10.9899997711182,37274472010690
242,530.859985351562,23.5900001525879,-11.6700000762939,37274473010690
243,660.969970703125,24.2299995422363,-10.0200004577637,37274475010690
244,760.989990234375,21.2700004577637,-11.4099998474121,37274477010690
245,502.190002441406,23.9699993133545,-10.4499998092651,37274505010690
246,695.169982910156,21.0400009155273,-11.3800001144409,37274509010690
247,687.22998046875,20.1100006103516,-11.1700000762939,37274512010690
248,449.109985351562,24.6499996185303,-10.6999998092651,37274517010690
249,503.160003662109,23.7199993133545,-10.4499998092651,37274521010690
250,670.840026855469,22.6700000762939,-11.5900001525879,37274530010690
251,768.130004882812,21.5900001525879,-11.8299999237061,37274533010690
252,898.539978027344,20.2299995422363,-12.3199996948242,37274535010690
253,624.539978027344,23.6700000762939,-12.4700002670288,37274538010690
254,1072.0400390625,23.4200000762939,-7.86999988555908,37274546010690
255,1191.78002929688,21.1200008392334,-8.40999984741211,37274550010690
256,1475.25,20.6599998474121,-9.27999973297119,37274554010690
257,616.950012207031,26.0200004577637,-7.76999998092651,37274559010690
258,662.780029296875,22.1100006103516,-10.5500001907349,37274567010690
259,894.969970703125,21.5699996948242,-10.4899997711182,37274576010690
260,1246.21997070312,19.6399993896484,-10.8900003433228,37274578010690
261,585.77001953125,23.6499996185303,-10.6800003051758,37274580010690
262,601.219970703125,23.3600006103516,-10.6099996566772,37274585010690
263,658.580017089844,23.1100006103516,-10.6999998092651,37274587010690
264,532.97998046875,24.1900005340576,-10.6400003433228,37274590010690
265,711.200012207031,22.7900009155273,-10.3900003433228,37274596010690
266,1039.47998046875,21.3500003814697,-10.6599998474121,37274597010690
267,677.289978027344,24.5,-9.98999977111816,37274616010690
268,1340.0400390625,21.1100006103516,-10.8400001525879,37274618010690
269,833,22.6800003051758,-9.51000022888184,37274619010690
270,753.640014648438,24.4200000762939,-9.53999996185303,37274620010690
271,1035.2099609375,22.3099994659424,-9.32999992370605,37274622010690
272,770.160034179688,25.8299999237061,-9.57999992370605,37274623010690
273,845.710021972656,23.1000003814697,-9.96000003814697,37274625010690
274,1371.14001464844,21.4099998474121,-10.3400001525879,37274626010690
275,989.660034179688,24.2900009155273,-9.84000015258789,37274627010690
276,596.910034179688,25.8099994659424,-8.46000003814697,37274628010690
277,484.440002441406,26.6900005340576,-9.31999969482422,37274629010690
278,910.0400390625,22.6299991607666,-8.73999977111816,37274632010690
279,609.97998046875,24.5300006866455,-10.039999961853,37274633010690
280,608.390014648438,29.25,-6.25,37274634010690
281,715.049987792969,27.0799999237061,-8.01000022888184,37274635010690
282,682.099975585938,26.3299999237061,-7.90000009536743,37274637010690
283,1425.07006835938,20.8400001525879,-8.34000015258789,37274639010690
284,462.720001220703,26.6599998474121,-8.9399995803833,37274640010690
285,817.419982910156,24.9099998474121,-7.84999990463257,37274642010690
286,1712,20.2700004577637,-8.48999977111816,37274643010690
287,488.239990234375,25.6800003051758,-10.6700000762939,37274645010690
288,757.049987792969,26.3799991607666,-8.96000003814697,37274646010690
289,478.570007324219,25.5200004577637,-11.2600002288818,37274648010690
290,636.059997558594,25.7399997711182,-9.05000019073486,37274649010690
291,1136.4599609375,22.7700004577637,-8.27000045776367,37274650010690
292,872.359985351562,24.2600002288818,-10.960000038147,37274651010690
293,951.400024414062,24.9300003051758,-8.22999954223633,37274652010690
294,648.25,24.4200000762939,-9.98999977111816,37274653010690
295,516.97998046875,29.0900001525879,-7.40000009536743,37274655010690
296,579.419982910156,26,-10,37274657010690
297,642.239990234375,24.1599998474121,-10.75,37274697010690
298,758.049987792969,20.7999992370605,-11.6499996185303,37274699010690
299,642.179992675781,24.3400001525879,-12.5699996948242,37274702010690
300,626.590026855469,22.0900001525879,-11.789999961853,37274708010690
301,711.140014648438,21.8400001525879,-11.710000038147,37274715010690
302,721.320007324219,21.5100002288818,-12.5,37274718010690
303,871.989990234375,20.3999996185303,-12.5,37274728010690
304,508.02001953125,24.8500003814697,-12.1599998474121,37274733010690
305,985.22998046875,20.5799999237061,-11,37274734010690
306,845.760009765625,20.8600006103516,-11.3400001525879,37274739010690
307,870.739990234375,22.4500007629395,-10.8000001907349,37274746010690
308,1171.85998535156,21.4300003051758,-7.82999992370605,37274751010690
309,1167.09997558594,23.3700008392334,-7.67000007629395,37274752010690
310,899.47998046875,24.6700000762939,-7.57999992370605,37274753010690
311,886.739990234375,25.7199993133545,-7.78999996185303,37274754010690
312,1396.32006835938,21.4400005340576,-8.25,37274755010690
313,1228.93994140625,23.1900005340576,-8,37274756010690
314,890.390014648438,26,-7.82000017166138,37274757010690
315,747.5,25.4699993133545,-9.46000003814697,37274759010690
316,1130.65002441406,24.1100006103516,-7.6100001335144,37274762010690
317,538.619995117188,27.3899993896484,-9.09000015258789,37274765010690
318,1409.35998535156,22.2900009155273,-10,37274769010690
319,1705.09997558594,20.5900001525879,-10.7200002670288,37274770010690
320,641.840026855469,25.9799995422363,-11.1999998092651,37274771010690
321,555.940002441406,26.5300006866455,-8.51000022888184,37274772010690
322,692.299987792969,26.2999992370605,-9.67000007629395,37274779010690
323,828.760009765625,24.9599990844727,-8.60000038146973,37274783010690
324,741.779968261719,25.3199996948242,-9.68000030517578,37274787010690
325,719.25,22.2700004577637,-12.1899995803833,37274818010690
326,946.359985351562,19.5799999237061,-13.5699996948242,37274821010690
327,672.690002441406,22.2399997711182,-11.6300001144409,37274824010690
328,669.52001953125,23.1900005340576,-12.6000003814697,37274825010690
329,1120.82995605469,18.8099994659424,-14.5200004577637,37274828010690
330,649.119995117188,23.0200004577637,-13.7299995422363,37274833010690
331,702.589965820312,23.1900005340576,-10.0500001907349,37274838010690
332,475.910003662109,25.0799999237061,-8.68000030517578,37274897010690
333,1300.88000488281,20.1599998474121,-10.4499998092651,37274919010690
334,969.130004882812,23.4899997711182,-10.8000001907349,37274970010690
335,1201,22.4699993133545,-10.6400003433228,37274971010690
336,692.77001953125,24.3299999237061,-10.0100002288818,37274973010690
337,864.940002441406,22.7199993133545,-10.0299997329712,37274974010690
338,961.630004882812,21.5799999237061,-10.3199996948242,37274975010690
339,446.25,26.3199996948242,-11.8000001907349,37274977010690
340,556.799987792969,23.3600006103516,-10.8000001907349,37274985010690
341,1042.25,19.7900009155273,-11.3699998855591,37274988010690
342,649.390014648438,22.1700000762939,-10.6300001144409,37274990010690
343,838.440002441406,20.6200008392334,-10.960000038147,37274992010690
344,935.22998046875,23.5300006866455,-10.2299995422363,37274994010690
345,1532.94995117188,19.1299991607666,-11.1999998092651,37275015010690
346,1225.56005859375,19.7600002288818,-11.1400003433228,37275017010690
347,1229.97998046875,21.0900001525879,-10.3900003433228,37275018010690
348,850.950012207031,21.8799991607666,-10.3100004196167,37275021010690
349,1484.25,21.1399993896484,-10.8900003433228,37275024010690
350,565.690002441406,25.4599990844727,-9.85000038146973,37275026010690
351,770.75,26.1900005340576,-9.09000015258789,37275029010690
352,551.190002441406,27.2399997711182,-8.02999973297119,37275030010690
353,544.609985351562,24.8299999237061,-9.8100004196167,37275031010690
354,596.289978027344,25.0200004577637,-11.210000038147,37275033010690
355,1508.95007324219,21.2000007629395,-8.19999980926514,37275141010690
356,1841.71997070312,20.5300006866455,-8.86999988555908,37275143010690
357,454.200012207031,26.2800006866455,-9.28999996185303,37275145010690
358,844.690002441406,24.0799999237061,-8.85999965667725,37275147010690
359,1261.2099609375,23.5100002288818,-7.3600001335144,37275149010690
360,793.700012207031,25.7999992370605,-6.98999977111816,37275150010690
361,1247.68005371094,22.9699993133545,-8.98999977111816,37275151010690
362,617.220031738281,25.7299995422363,-7.59999990463257,37275156010690
363,765.460021972656,26.5699996948242,-7.07000017166138,37275158010690
364,1023.57995605469,23.9500007629395,-7.46000003814697,37275159010690
365,770.909973144531,25.5300006866455,-7.32999992370605,37275160010690
366,775.950012207031,25.9899997711182,-7.57000017166138,37275163010690
367,886.329956054688,23.1200008392334,-8.14999961853027,37275165010690
368,790.080017089844,23.0699996948242,-8.3100004196167,37275166010690
369,914.619995117188,25.5699996948242,-7,37275167010690
370,455.059997558594,27.6499996185303,-8.5,37275169010690
371,523.539978027344,23.8600006103516,-11.4300003051758,37275194010690
372,538.549987792969,22.4500007629395,-10.9200000762939,37275197010690
373,647.97998046875,22,-10.9899997711182,37275217010690
374,651.929992675781,24.0799999237061,-9.80000019073486,37275237010690
375,1082.65002441406,19.3400001525879,-10.7200002670288,37275240010690
376,677.529968261719,22.6900005340576,-9.52999973297119,37275243010690
377,930.169982910156,20.3500003814697,-10.539999961853,37275255010690
378,952.489990234375,25.4500007629395,-10.0799999237061,37275416010690
379,815.150024414062,27.3199996948242,-8.60999965667725,37275418010690
380,676.739990234375,28.0400009155273,-9.81999969482422,37275421010690
381,1144.93005371094,23.6399993896484,-10.0500001907349,37275426010690
382,922.960021972656,23.7999992370605,-11.5100002288818,37275439010690
383,1109.28002929688,22.8999996185303,-10.6000003814697,37275441010690
384,1047.28002929688,23.6299991607666,-10.9700002670288,37275447010690
385,1331.59997558594,24.8600006103516,-6.32999992370605,37275451010690
386,1194.66003417969,25.4500007629395,-6.65999984741211,37275460010690
387,648.539978027344,25.3199996948242,-9.94999980926514,37275471010690
388,663.840026855469,24.0799999237061,-14.0699996948242,37275487010690
389,556.280029296875,25.0200004577637,-11.4200000762939,37275493010690
390,911.859985351562,26.1299991607666,-10.4700002670288,37275519010690
391,921.97998046875,26.5599994659424,-9.5600004196167,37275521010690
392,1180.08996582031,23.1900005340576,-10.4899997711182,37275525010690
393,966.469970703125,25.0799999237061,-7.84999990463257,37275537010690
394,1157.06005859375,21.1499996185303,-8.30000019073486,37275539010690
395,2255.18994140625,19.3799991607666,-8.77999973297119,37275541010690
396,1205.89001464844,20.9300003051758,-7.42999982833862,37275543010690
397,1000.90997314453,24.3600006103516,-6.80999994277954,37275548010690
398,642.339965820312,26.9099998474121,-5.6100001335144,37275556010690
399,623.299987792969,25.4099998474121,-11.210000038147,37275574010690
400,830.720031738281,24.0599994659424,-11.1400003433228,37275577010690
401,1903.43005371094,19.6399993896484,-10.75,37275581010690
402,776.22998046875,23.6100006103516,-7.59999990463257,37275582010690
403,701.169982910156,26.1800003051758,-7.86999988555908,37275583010690
404,1973.10998535156,18.8899993896484,-10.1099996566772,37275585010690
405,1047.56005859375,20.9599990844727,-9.07999992370605,37275586010690
406,1578.21997070312,19.7700004577637,-9.43000030517578,37275588010690
407,938.830017089844,22.25,-7.78999996185303,37275590010690
408,1511.15002441406,19.0100002288818,-9.64999961853027,37275591010690
409,1165.5,21.3099994659424,-8.56999969482422,37275592010690
410,986.929992675781,22.1000003814697,-10.75,37275617010690
411,646.929992675781,25.75,-12.1199998855591,37275638010690
412,909.169982910156,23.1599998474121,-11.5100002288818,37275640010690
413,794.549987792969,24.7299995422363,-11.3000001907349,37275647010690
414,744.369995117188,26.2800006866455,-7.73999977111816,37275665010690
415,974.080017089844,21.5200004577637,-10.1599998474121,37275667010690
416,1073.93005371094,20,-13.0799999237061,37275680010690
417,1445.76000976562,22.8400001525879,-7.76000022888184,37275701010690
418,1509.21997070312,22.6299991607666,-8.10000038146973,37275703010690
419,1537.38000488281,23.0799999237061,-7.46999979019165,37275706010690
420,1614.22998046875,22.6800003051758,-9.02999973297119,37275707010690
421,1432.25,24.1700000762939,-6.6399998664856,37275710010690
422,1475.96997070312,24.1200008392334,-7.63000011444092,37275711010690
423,1531.09997558594,22.7999992370605,-8.43000030517578,37275712010690
424,1451.7099609375,23.5699996948242,-8.32999992370605,37275717010690
425,1393.86999511719,25.0599994659424,-6.96999979019165,37275720010690
426,1350.55004882812,24.7000007629395,-7.65000009536743,37275722010690
427,722.47998046875,21.7700004577637,-11.4700002670288,37275724010690
428,715.890014648438,26.0699996948242,-11.5900001525879,37275727010690
429,775.309997558594,22.9400005340576,-11.3199996948242,37275729010690
430,1200.15002441406,22.2299995422363,-12.1999998092651,37275733010690
431,707.809997558594,22.5599994659424,-12.4499998092651,37275735010690
432,954.030029296875,22.5799999237061,-12.4200000762939,37275738010690
433,824.349975585938,22.4099998474121,-12.5500001907349,37275739010690
434,1112.46997070312,22.7099990844727,-12.6700000762939,37275744010690
435,795.909973144531,22.2199993133545,-11.7700004577637,37275751010690
436,836.859985351562,18.5400009155273,-13.1199998855591,37275757010690
437,756.640014648438,21.1700000762939,-12,37275764010690
438,878.660034179688,24.3899993896484,-11.8199996948242,37275774010690
439,1104.91003417969,21.8299999237061,-10.2299995422363,37275783010690
440,1131.4599609375,22.1599998474121,-10.5900001525879,37275786010690
