"nPPT12","nTMAX1.7","nTMIN1.12","PLT_CN","NA"
710,1209.86999511719,24,-9.64999961853027,40389022010690
711,665.779968261719,28.1399993896484,-9.89999961853027,40389026010690
712,857.359985351562,26.1100006103516,-10.9200000762939,40389035010690
713,1060.64001464844,22.8999996185303,-8.52999973297119,40389041010690
714,920.190002441406,25.2099990844727,-7.94000005722046,40389045010690
715,970.510009765625,25.9799995422363,-9.38000011444092,40389046010690
716,1149.36999511719,24.2600002288818,-10.25,40389049010690
717,1189.89001464844,23.3099994659424,-10.4099998474121,40389052010690
718,777.47998046875,26.1499996185303,-9.43000030517578,40389084010690
719,887.72998046875,24.5499992370605,-9.78999996185303,40389085010690
720,912.679992675781,23.7199993133545,-11.5299997329712,40389099010690
721,1086.95007324219,23.1700000762939,-10.5699996948242,40389113010690
722,1117.05004882812,22.5400009155273,-10.8299999237061,40389117010690
723,1115.22998046875,22.6100006103516,-10.8199996948242,40389129010690
724,1335.30993652344,23.9500007629395,-6.53999996185303,40389132010690
725,802.700012207031,27.25,-5.86999988555908,40389139010690
726,1057.60998535156,25.6399993896484,-5.94000005722046,40389140010690
727,843.659973144531,27.2299995422363,-6.21999979019165,40389149010690
728,860.950012207031,27.4400005340576,-5.98999977111816,40389150010690
729,884.030029296875,27.2099990844727,-6.69999980926514,40389152010690
730,863.960021972656,23.5900001525879,-13.8000001907349,40389221010690
731,823.369995117188,21.9099998474121,-11.9799995422363,40389223010690
732,781.97998046875,22.1599998474121,-12.6999998092651,40389225010690
733,727.679992675781,24.8400001525879,-14.2299995422363,40389227010690
734,737.090026855469,21.6700000762939,-11.9899997711182,40389229010690
735,897.619995117188,24.0599994659424,-11.8999996185303,40389230010690
736,792.909973144531,20.2999992370605,-12.3199996948242,40389233010690
737,645.450012207031,24.5,-12.2399997711182,40389238010690
738,841.099975585938,22.8299999237061,-11.289999961853,40389240010690
739,856.719970703125,23.2299995422363,-11.3699998855591,40389241010690
740,723.590026855469,23.7800006866455,-13.8500003814697,40389294010690
741,1068.43005371094,23.5200004577637,-12.5,40389303010690
742,816.710021972656,26.8700008392334,-8.5,40389307010690
743,1073.94006347656,23.25,-9.55000019073486,40389308010690
744,990.679992675781,25.2999992370605,-11.0699996948242,40389309010690
745,1122.14001464844,23.5200004577637,-10.1400003433228,40389316010690
746,1151.18994140625,22.2900009155273,-11.8400001525879,40389323010690
747,1011.63000488281,25.7800006866455,-9.84000015258789,40389328010690
748,726.109985351562,27.8099994659424,-7.19999980926514,40389330010690
749,1112.30993652344,24.1700000762939,-8.1899995803833,40389331010690
750,1117.16003417969,24.6100006103516,-9.03999996185303,40389362010690
751,869.159973144531,27.2800006866455,-10.1599998474121,40389363010690
752,999.679992675781,24.25,-8.35000038146973,40389365010690
753,1160.09997558594,21.3899993896484,-9.23999977111816,40389367010690
754,982.52001953125,23.6499996185303,-8.23999977111816,40389368010690
755,849.190002441406,23.8700008392334,-8.4399995803833,40389370010690
756,750.410034179688,26.7700004577637,-7.3600001335144,40389371010690
757,921.440002441406,23.7700004577637,-8.34000015258789,40389373010690
758,1237.84997558594,20.4300003051758,-8.34000015258789,40389379010690
759,1256.73999023438,23.1599998474121,-9.27000045776367,40389383010690
760,1412.88000488281,21.8099994659424,-8.73999977111816,40389386010690
761,1360.91003417969,21.6800003051758,-7.34000015258789,40389392010690
762,1584.54992675781,21.2900009155273,-7.48000001907349,40389393010690
763,760.200012207031,27.4899997711182,-6.5,40389395010690
764,927.090026855469,24.0200004577637,-7.23000001907349,40389400010690
765,1067.06005859375,24.1200008392334,-6.09000015258789,40389408010690
766,944.469970703125,26.0599994659424,-6.73999977111816,40389413010690
767,765.169982910156,26.4400005340576,-6.65999984741211,40389418010690
768,1178.18005371094,21.9899997711182,-6.76000022888184,40389419010690
769,902.570007324219,24.9400005340576,-6.07000017166138,40389421010690
770,1113.93005371094,23.2000007629395,-6.76999998092651,40389422010690
771,1176.9599609375,23.3600006103516,-6.26999998092651,40389423010690
772,765.289978027344,26.4400005340576,-7.05000019073486,40389424010690
773,578.719970703125,26.9099998474121,-10.8699998855591,40389465010690
774,735.52001953125,24.6100006103516,-10.6800003051758,40389468010690
775,614.530029296875,25.3199996948242,-10.1000003814697,40389471010690
776,694.669982910156,25.0900001525879,-11.0299997329712,40389472010690
777,640.080017089844,26.7600002288818,-11.5100002288818,40389476010690
778,542.169982910156,26.5900001525879,-12.8999996185303,40389477010690
779,721.679992675781,24.9500007629395,-11.039999961853,40389479010690
780,761.530029296875,24.75,-11.1300001144409,40389482010690
781,709.219970703125,25.3299999237061,-11.1099996566772,40389483010690
782,720.090026855469,25.0900001525879,-11.4200000762939,40389484010690
783,1275.03002929688,20.8799991607666,-9.21000003814697,40389496010690
784,882.669982910156,22.7900009155273,-8.42000007629395,40389497010690
785,1134.53002929688,22.9400005340576,-8.71000003814697,40389498010690
786,1420.69006347656,21.6599998474121,-9.76000022888184,40389499010690
787,1015.96002197266,22.6000003814697,-9.10000038146973,40389500010690
788,900.909973144531,21.2900009155273,-8.72999954223633,40389503010690
789,1544.93005371094,21.1599998474121,-9.17000007629395,40389504010690
790,1813.61999511719,20.1599998474121,-9.77000045776367,40389505010690
791,1511.15002441406,19.0100002288818,-9.64999961853027,40389506010690
792,804.869995117188,24.1000003814697,-7,40389507010690
793,859.77001953125,23.1100006103516,-8.5600004196167,40389508010690
794,1829.06994628906,19.3700008392334,-10.6700000762939,40389510010690
795,1480.4599609375,19.2900009155273,-10.7700004577637,40389511010690
796,586.869995117188,27.3099994659424,-6.17000007629395,40389512010690
797,1298.43994140625,19.7900009155273,-9.67000007629395,40389514010690
798,989.070007324219,21.0100002288818,-7.8600001335144,40389515010690
799,658.820007324219,27.1800003051758,-7.23000001907349,40389516010690
800,1822.01000976562,18.0499992370605,-10.25,40389519010690
801,561.210021972656,27.8799991607666,-5.92999982833862,40389520010690
802,1496.19006347656,18.5499992370605,-9.56999969482422,40389521010690
803,781.640014648438,23.2700004577637,-7.44999980926514,40389524010690
804,596.27001953125,27.4899997711182,-6.01999998092651,40389526010690
805,738.929992675781,27.0900001525879,-6.15999984741211,40389529010690
806,804.869995117188,24.1000003814697,-7,40389533010690
807,1829.06994628906,19.3700008392334,-10.6700000762939,40389534010690
808,1109.71997070312,21.8899993896484,-7.84999990463257,40389536010690
809,595.330017089844,23.6399993896484,-11.4899997711182,40389579010690
810,1076.5,24.3099994659424,-11.9200000762939,40389613010690
811,856.440002441406,22.7600002288818,-12.1999998092651,40389616010690
812,600.97998046875,27.5900001525879,-12.1700000762939,40389620010690
813,681.859985351562,24.8199996948242,-10.7399997711182,40389623010690
814,468.480010986328,27.2900009155273,-10.9399995803833,40389668010690
815,638.089965820312,25.5200004577637,-9.28999996185303,40389672010690
816,714.839965820312,25.1399993896484,-11.4399995803833,40389677010690
817,619.739990234375,26,-9.38000011444092,40389678010690
818,635.25,26.8099994659424,-8.9399995803833,40389691010690
819,879.630004882812,23.7800006866455,-11.3500003814697,40389696010690
820,656.840026855469,25,-11.6800003051758,40389697010690
821,699.210021972656,25.2299995422363,-12.1199998855591,40389710010690
822,759.630004882812,24.7999992370605,-9.64999961853027,40389714010690
823,480.080017089844,29.1000003814697,-9.13000011444092,40389715010690
824,680.059997558594,25.3700008392334,-11.6999998092651,40389721010690
825,754.369995117188,25.6499996185303,-8.18000030517578,40389766010690
826,714.47998046875,24.7299995422363,-8.97999954223633,40389770010690
827,639.989990234375,24.75,-14.3199996948242,40389806010690
828,674.919982910156,21.0599994659424,-11.7700004577637,40389815010690
829,1117.32995605469,25.4799995422363,-8.85999965667725,40389862010690
830,1074.88000488281,27.1100006103516,-6.76000022888184,40389868010690
831,1263.01000976562,24.5200004577637,-7.82000017166138,40389869010690
832,1864.0400390625,21.9799995422363,-7.59999990463257,40389877010690
833,1660.19995117188,22.1900005340576,-8.47000026702881,40389879010690
834,1677.27001953125,22.2700004577637,-7.48000001907349,40389887010690
835,1196.76000976562,25.8400001525879,-8.3100004196167,40389889010690
836,1229.51000976562,25.5599994659424,-7.09000015258789,40389893010690
837,1310.30993652344,25.7700004577637,-6.82000017166138,40389895010690
838,1177.65002441406,27.75,-6.96000003814697,40389896010690
839,1388.83996582031,24.7199993133545,-7.55000019073486,40389897010690
840,1415.83996582031,23.6000003814697,-8.27000045776367,40389898010690
841,2010.169921875,20.5599994659424,-9.67000007629395,40389899010690
842,1371.13000488281,24.9899997711182,-6.55999994277954,40389904010690
843,1284.18005371094,25.5100002288818,-6.48000001907349,40389905010690
844,1527.10998535156,23.7600002288818,-7.71999979019165,40389906010690
845,1627.61999511719,22.0599994659424,-8.72999954223633,40389907010690
846,1323.55993652344,23.8199996948242,-8.34000015258789,40389911010690
847,1305.17004394531,25.5100002288818,-6.98000001907349,40389914010690
848,1383.44995117188,24.9500007629395,-6.61999988555908,40389915010690
849,1639.83996582031,23.6599998474121,-6.69999980926514,40389922010690
850,1834.84997558594,20.9500007629395,-8.77999973297119,40389935010690
851,1138.30004882812,27.0499992370605,-8.25,40389939010690
852,641.02001953125,22.7299995422363,-11.8500003814697,40389940010690
853,787.940002441406,24.6700000762939,-11.4799995422363,40389946010690
854,649.880004882812,25.6100006103516,-12.4300003051758,40389947010690
855,882.260009765625,21.5,-11.7600002288818,40389953010690
856,1218.08996582031,21.8700008392334,-11.3299999237061,40389957010690
857,1214.31994628906,22.1100006103516,-11.4399995803833,40389958010690
858,1104.03002929688,22.7399997711182,-12.2600002288818,40389959010690
859,814.169982910156,23.7800006866455,-12.4799995422363,40389960010690
860,863.289978027344,22.7399997711182,-12.1099996566772,40389961010690
861,980.570007324219,20.6000003814697,-12.0100002288818,40389962010690
862,768.75,22.0499992370605,-12.4300003051758,40389970010690
863,910.0400390625,23.0499992370605,-12.8599996566772,40389974010690
864,830.849975585938,21.8700008392334,-12.1499996185303,40389976010690
865,697.239990234375,23.4200000762939,-13.0600004196167,40389977010690
866,848.539978027344,20.7399997711182,-11.75,40389978010690
867,676.279968261719,21.9200000762939,-13.3400001525879,40389983010690
868,949.070007324219,23.5799999237061,-13.3500003814697,40389985010690
869,640.75,24.7299995422363,-14.4899997711182,40389987010690
870,792.809997558594,19.8600006103516,-12.0900001525879,40389991010690
871,915.630004882812,24.4699993133545,-14.1000003814697,40389992010690
872,858.340026855469,21.2099990844727,-11.6099996566772,40389993010690
873,711.049987792969,24.1700000762939,-13.5600004196167,40389996010690
874,622.72998046875,22.1000003814697,-12.9399995803833,40390004010690
875,605.989990234375,24.3600006103516,-13.9200000762939,40390005010690
876,885.710021972656,23.7700004577637,-12.6700000762939,40390016010690
877,942.340026855469,20.75,-11.789999961853,40390017010690
878,731.130004882812,19.3199996948242,-12.7799997329712,40390021010690
879,548.659973144531,24.75,-14.8199996948242,40390023010690
880,764.780029296875,19.3099994659424,-12.2700004577637,40390027010690
881,500.179992675781,24.7900009155273,-15.5500001907349,40390030010690
882,774.669982910156,22.4799995422363,-12.2700004577637,40390040010690
883,1359.59997558594,20.6000003814697,-11.6700000762939,40390049010690
884,945.390014648438,19.75,-12.25,40390051010690
885,610.030029296875,21.7000007629395,-12.6300001144409,40390052010690
886,856.75,20.7299995422363,-12.7600002288818,40390058010690
887,986.339965820312,23.1299991607666,-11.6400003433228,40390077010690
888,1019.39001464844,21.0200004577637,-11.8199996948242,40390090010690
889,763.239990234375,19.6599998474121,-12.3299999237061,40390091010690
890,779.099975585938,27.0599994659424,-10.0799999237061,40390096010690
891,1040.13000488281,23.4899997711182,-11.0600004196167,40390097010690
892,1077.84997558594,22.9200000762939,-9.69999980926514,40390103010690
893,1095.02001953125,22.3799991607666,-9.90999984741211,40390104010690
894,862.859985351562,25.4699993133545,-9.34000015258789,40390105010690
895,1000.94000244141,23.6700000762939,-9.9399995803833,40390106010690
896,1150.19006347656,21.0100002288818,-10.8500003814697,40390107010690
897,896.159973144531,25.2299995422363,-9.73999977111816,40390108010690
898,730.219970703125,25.6800003051758,-9.19999980926514,40390192010690
899,1114.01000976562,22.8600006103516,-12.8900003433228,40390212010690
900,954.640014648438,23.8999996185303,-13.9799995422363,40390213010690
901,1479.68994140625,20.2900009155273,-13.2399997711182,40390214010690
902,841.940002441406,25.8600006103516,-15.0100002288818,40390215010690
903,786.169982910156,26.0499992370605,-14.8100004196167,40390217010690
904,878.340026855469,25.7999992370605,-14.9899997711182,40390218010690
905,713.119995117188,25.7399997711182,-14.5,40390220010690
906,678.900024414062,26.3899993896484,-14.5200004577637,40390221010690
907,1267.63000488281,22.5599994659424,-13.3299999237061,40390222010690
908,1335.52001953125,22.0499992370605,-13.7200002670288,40390223010690
909,823.359985351562,24.0699996948242,-11.8900003433228,40390224010690
910,1267.63000488281,22.5599994659424,-13.3299999237061,40390226010690
911,735.880004882812,26.3600006103516,-14.0900001525879,40390227010690
912,706.929992675781,25.9500007629395,-13.1000003814697,40390230010690
913,712.260009765625,25.8500003814697,-12.2299995422363,40390233010690
914,703.630004882812,26.4400005340576,-13.2200002670288,40390234010690
915,1013.96997070312,25.2900009155273,-13.6899995803833,40390235010690
916,637.950012207031,26.8700008392334,-12.8599996566772,40390237010690
917,626.119995117188,27.2999992370605,-12.6999998092651,40390248010690
918,816.440002441406,26.9400005340576,-13.0699996948242,40390249010690
919,821.929992675781,26.5400009155273,-13.1899995803833,40390253010690
920,763.419982910156,26.2099990844727,-14.5200004577637,40390262010690
921,1038.81005859375,24.4500007629395,-13.3299999237061,40390265010690
922,1098.47998046875,24.2399997711182,-13.4799995422363,40390266010690
923,1535.97998046875,21.8199996948242,-9.90999984741211,40390308010690
924,1276.44995117188,23.4799995422363,-8.39999961853027,40390309010690
925,1514.18005371094,21.8999996185303,-10.0299997329712,40390310010690
926,1312.72998046875,24.2199993133545,-7.94999980926514,40390311010690
927,1519.23999023438,21.75,-9.06999969482422,40390312010690
928,1214.86999511719,22.6900005340576,-9.06999969482422,40390313010690
929,1301.85998535156,22.2199993133545,-9.17000007629395,40390314010690
930,1531.57995605469,22.7199993133545,-8.26000022888184,40390316010690
931,1132.07995605469,23.6499996185303,-9.14999961853027,40390319010690
932,1563.56005859375,22.6299991607666,-7.90999984741211,40390321010690
933,1304.08996582031,21.1299991607666,-10.1800003051758,40390322010690
934,1279.28002929688,23.6000003814697,-8.35999965667725,40390324010690
935,1327,21.5100002288818,-10,40390325010690
936,1229.18994140625,22.1100006103516,-9.5600004196167,40390326010690
937,1206.43994140625,25.7900009155273,-6.53000020980835,40390328010690
938,1425.64001464844,23.1900005340576,-8.56999969482422,40390330010690
939,1270.43005371094,22.4300003051758,-9.75,40390332010690
940,1562.88000488281,21.25,-10.4499998092651,40390333010690
941,1296.98999023438,24.8500003814697,-6.07000017166138,40390334010690
942,1180.98999023438,26.0499992370605,-6.38000011444092,40390335010690
943,1405.15002441406,22.9799995422363,-7.69000005722046,40390337010690
944,1270.90002441406,22.7800006866455,-9.64999961853027,40390339010690
945,1103.02001953125,26.0300006866455,-5.80000019073486,40390341010690
946,1210.67004394531,24.6399993896484,-8.39000034332275,40390342010690
947,1104.30004882812,24.3500003814697,-8.67000007629395,40390343010690
948,1349.7900390625,21.9899997711182,-8.9399995803833,40390346010690
949,1183.17004394531,23.5200004577637,-8.96000003814697,40390349010690
950,1390.65002441406,21.6700000762939,-8.77000045776367,40390357010690
951,1271.11999511719,22.4400005340576,-8.98999977111816,40390360010690
952,1619.17993164062,22.1800003051758,-10.1000003814697,40390361010690
953,986.650024414062,25.8600006103516,-6.11999988555908,40390371010690
954,1074.90002441406,25.6399993896484,-8.78999996185303,40390374010690
955,955.099975585938,25.6599998474121,-7.71999979019165,40390382010690
956,963.380004882812,23.2199993133545,-7.96999979019165,40390393010690
957,994.090026855469,23.4699993133545,-7.84000015258789,40390394010690
958,970.809997558594,24.9400005340576,-8.68000030517578,40390402010690
959,1035.42993164062,23.6299991607666,-8.68000030517578,40390403010690
960,1257.41003417969,22.1000003814697,-10.4099998474121,40390411010690
961,791.609985351562,24.3299999237061,-7.78999996185303,40390415010690
962,952.489990234375,24.7700004577637,-8.27000045776367,40390417010690
963,1061.17004394531,23.7700004577637,-9.13000011444092,40390418010690
964,781.869995117188,26.8799991607666,-9.97000026702881,40390419010690
965,747.570007324219,26.1200008392334,-9.85999965667725,40390420010690
966,852.309997558594,26.2999992370605,-9.8100004196167,40390421010690
967,1055.23999023438,22.9799995422363,-9.13000011444092,40390422010690
968,1492.88000488281,21.4400005340576,-10.9899997711182,40390426010690
969,774.72998046875,26.8099994659424,-9.93000030517578,40390435010690
970,958.169982910156,25.2299995422363,-9.63000011444092,40390436010690
971,846.940002441406,26.0300006866455,-9.97000026702881,40390437010690
972,774.720031738281,25.6499996185303,-8.17000007629395,40390440010690
973,783.539978027344,26.4300003051758,-9.68000030517578,40390441010690
974,816.070007324219,25.9300003051758,-9.65999984741211,40390442010690
975,950.239990234375,25.1399993896484,-10.9300003051758,40390443010690
976,742.929992675781,24.7000007629395,-10.3699998855591,40390444010690
977,917.280029296875,24.6100006103516,-7.78000020980835,40390446010690
978,850.869995117188,24.2399997711182,-10.5200004577637,40390447010690
979,686.77001953125,26.3899993896484,-10.5200004577637,40390448010690
980,1001.46997070312,24.1399993896484,-11.6499996185303,40390449010690
981,1032.60998535156,22.2800006866455,-11.6999998092651,40390450010690
982,680.349975585938,25.8299999237061,-10.0500001907349,40390452010690
983,966,24.3099994659424,-8.47000026702881,40390455010690
984,907.669982910156,25.2099990844727,-9.14000034332275,40390456010690
985,970.989990234375,22.8999996185303,-11.4799995422363,40390457010690
986,1164.31994628906,20.7199993133545,-11.4899997711182,40390458010690
987,851.510009765625,24.3400001525879,-11.5600004196167,40390459010690
988,864.109985351562,23.4200000762939,-12.3000001907349,40390460010690
989,1242.93005371094,22.1800003051758,-11.1800003051758,40390461010690
990,1226.98999023438,22.2000007629395,-11.1999998092651,40390462010690
991,1144.32995605469,21.9699993133545,-11.2600002288818,40390464010690
992,1126.16003417969,22,-10.8500003814697,40390468010690
993,917.030029296875,21.9200000762939,-11.9899997711182,40390469010690
994,1189.89001464844,21.7299995422363,-11.7700004577637,40390470010690
995,1021.38000488281,24.0400009155273,-8.35999965667725,40390472010690
996,1334.60998535156,21.3799991607666,-9.53999996185303,40390473010690
997,1210.82995605469,20.8299999237061,-11.1499996185303,40390474010690
998,789.75,24.7299995422363,-12.0600004196167,40390475010690
999,1003.28997802734,24.1900005340576,-9.72999954223633,40390480010690
1000,1305.78002929688,22.2000007629395,-9.78999996185303,40390481010690
1001,1201.07995605469,21.0200004577637,-9.96000003814697,40390482010690
1002,1155.07995605469,21.0400009155273,-10.4300003051758,40390483010690
1003,720.380004882812,23.8400001525879,-13.1999998092651,40390484010690
1004,1133.86999511719,20.9599990844727,-11.5600004196167,40390488010690
1005,658.309997558594,25.9599990844727,-6.09000015258789,40390489010690
1006,972.609985351562,24.7600002288818,-9.10999965667725,40390491010690
1007,678.260009765625,24.0799999237061,-13.3100004196167,40390494010690
1008,940.390014648438,22.5900001525879,-12.2200002670288,40390495010690
1009,1155.77001953125,21.0400009155273,-11.6599998474121,40390497010690
1010,1179.51000976562,20.7399997711182,-11.8000001907349,40390508010690
1011,716.7900390625,22.8500003814697,-10.1499996185303,40390515010690
1012,646.849975585938,25.8400001525879,-12.0799999237061,40390518010690
1013,903.950012207031,24.9300003051758,-11.210000038147,40390519010690
1014,1052.2099609375,20.8899993896484,-11.4499998092651,40390520010690
1015,981.929992675781,25.0200004577637,-8.18000030517578,40390524010690
1016,1313.27001953125,21.6599998474121,-11.6000003814697,40390525010690
1017,732.590026855469,24.4300003051758,-12.0699996948242,40390529010690
1018,1105.5400390625,20.7999992370605,-11.710000038147,40390530010690
1019,874.690002441406,24.7800006866455,-8.21000003814697,40390531010690
1020,1295.01000976562,21.2000007629395,-12.039999961853,40390534010690
1021,889.849975585938,23.1700000762939,-12.210000038147,40390535010690
1022,753.219970703125,23.6399993896484,-12.3299999237061,40390538010690
1023,1014.51995849609,22.9799995422363,-12.0699996948242,40390539010690
1024,888.280029296875,23.2600002288818,-12.1000003814697,40390541010690
1025,1141.90002441406,23.6000003814697,-10.6599998474121,40390544010690
1026,1410.06994628906,21.8600006103516,-10.0200004577637,40390545010690
1027,1265.080078125,22.8700008392334,-9.26000022888184,40390546010690
1028,962.839965820312,26.4599990844727,-8.80000019073486,40390547010690
1029,997.4599609375,26.0499992370605,-8.94999980926514,40390548010690
1030,1401.23999023438,22.9500007629395,-8.60999965667725,40390550010690
1031,1481.80004882812,22.2700004577637,-8.64999961853027,40390551010690
1032,1481.81005859375,22.4500007629395,-8.43000030517578,40390553010690
1033,1244.5,22.9799995422363,-7.69000005722046,40390555010690
1034,1292.10998535156,21.8600006103516,-10.6199998855591,40390560010690
1035,958.169982910156,25.2299995422363,-9.63000011444092,40390563010690
1036,798.22998046875,23.9599990844727,-10.5500001907349,40390566010690
1037,934.010009765625,23.5499992370605,-11.1700000762939,40390567010690
1038,972.289978027344,24.1299991607666,-11.0799999237061,40390568010690
1039,1003.28997802734,24.1900005340576,-9.72999954223633,40390569010690
1040,1071.92993164062,22.6299991607666,-11.960000038147,40390572010690
1041,1296.41003417969,20.8799991607666,-12.2200002670288,40390573010690
1042,1009.98999023438,22.2099990844727,-12.5100002288818,40390577010690
1043,659.830017089844,24.9899997711182,-12.4499998092651,40390578010690
1044,732.97998046875,26.3299999237061,-6.51999998092651,40390630010690
1045,757.130004882812,26.9699993133545,-5.57000017166138,40390636010690
1046,1206.59997558594,24.2000007629395,-6.38000011444092,40390640010690
1047,1320.86999511719,25.5300006866455,-6.09999990463257,40390643010690
1048,1242.32995605469,25.2399997711182,-6.19000005722046,40390644010690
1049,1190.10998535156,24.5100002288818,-6.28999996185303,40390668010690
1050,1281.47998046875,22.6800003051758,-6.94999980926514,40390669010690
1051,819.700012207031,27.6499996185303,-6.51999998092651,40390680010690
1052,743.400024414062,27.9300003051758,-5.78999996185303,40390692010690
1053,1064.92004394531,22.3899993896484,-11.460000038147,40390710010690
1054,890.039978027344,24.2800006866455,-10.960000038147,40390714010690
1055,766.419982910156,23.5900001525879,-10.7799997329712,40390715010690
1056,978.799987792969,22.0799999237061,-11.1400003433228,40390716010690
1057,989.320007324219,21.0200004577637,-11.4099998474121,40390717010690
1058,929.780029296875,21.3199996948242,-11.4499998092651,40390723010690
1059,665.830017089844,23.7700004577637,-9.9399995803833,40390726010690
1060,646.099975585938,25.25,-10.6499996185303,40390727010690
1061,717.039978027344,22.7800006866455,-10.539999961853,40390729010690
1062,735.210021972656,22.1000003814697,-10.8100004196167,40390732010690
1063,637.27001953125,24.4500007629395,-12.039999961853,40390734010690
1064,635.630004882812,23.1000003814697,-11.7700004577637,40390736010690
1065,563.859985351562,24.7600002288818,-10.9899997711182,40390737010690
1066,592.22998046875,24.0100002288818,-12.0299997329712,40390740010690
1067,583.530029296875,24.3899993896484,-11.0799999237061,40390741010690
1068,694.820007324219,22.8199996948242,-10.6999998092651,40390745010690
1069,805.849975585938,23.3099994659424,-11.7399997711182,40390747010690
1070,513.210021972656,24.3099994659424,-12.0799999237061,40390749010690
1071,597.839965820312,23.2600002288818,-11.9499998092651,40390756010690
1072,742.150024414062,22.6000003814697,-11.1999998092651,40390757010690
1073,774.929992675781,21.1299991607666,-11.1800003051758,40390759010690
1074,560.719970703125,25,-11.6800003051758,40390770010690
1075,761.929992675781,21.6299991607666,-11.1999998092651,40390771010690
1076,547.140014648438,23.3600006103516,-10.5600004196167,40390773010690
1077,602.039978027344,23.1800003051758,-11.0600004196167,40390776010690
1078,808.549987792969,19.6499996185303,-12.0699996948242,40390778010690
1079,1012.54998779297,21.2000007629395,-12.4300003051758,40390781010690
1080,556.989990234375,22.8999996185303,-10.8999996185303,40390785010690
1081,847.619995117188,22.0900001525879,-11.8000001907349,40390789010690
1082,956.359985351562,21.0200004577637,-11.7399997711182,40390790010690
1083,893.739990234375,19.4899997711182,-12.4399995803833,40390791010690
1084,782.429992675781,23.0200004577637,-12.1899995803833,40390796010690
1085,880.049987792969,19.5200004577637,-12.2299995422363,40390802010690
1086,877.349975585938,19.1299991607666,-12.4799995422363,40390805010690
1087,720.280029296875,20.4699993133545,-11.75,40390806010690
1088,618.659973144531,20.3600006103516,-12.039999961853,40390810010690
1089,583.119995117188,22.6900005340576,-12.8599996566772,40390816010690
1090,763.329956054688,18.8700008392334,-12.4399995803833,40390823010690
1091,615.030029296875,21.3799991607666,-12.4499998092651,40390830010690
1092,739.820007324219,24.4099998474121,-11.0799999237061,40390833010690
1093,789.549987792969,23.5599994659424,-11.0200004577637,40390834010690
1094,748.640014648438,24.2800006866455,-10.7200002670288,40390835010690
1095,833.880004882812,23.2399997711182,-10.5799999237061,40390839010690
1096,742.150024414062,22.6000003814697,-11.1999998092651,40390845010690
1097,767.969970703125,22.1200008392334,-11.3400001525879,40390846010690
1098,519.179992675781,24.9099998474121,-11.8100004196167,40390848010690
1099,667.320007324219,22.1599998474121,-10.960000038147,40390849010690
1100,796.7900390625,23.5699996948242,-11.7200002670288,40390852010690
1101,513.690002441406,23.1900005340576,-13.1400003433228,40390856010690
1102,895.179992675781,25.4300003051758,-10.3199996948242,40390925010690
1103,532.869995117188,26.7800006866455,-10.6599998474121,40390926010690
1104,655.839965820312,25.2399997711182,-5.42000007629395,40390969010690
1105,492.790008544922,27.4799995422363,-8.27999973297119,40391309010690
1106,1267.46997070312,22,-6.86999988555908,40391329010690
1107,1047.2099609375,23.3199996948242,-6.78999996185303,40391330010690
1108,1040.09997558594,23.7800006866455,-6.61999988555908,40391331010690
1109,1132.92993164062,25.3700008392334,-6.28999996185303,40391334010690
1110,1150.4599609375,25.4200000762939,-6.26999998092651,40391335010690
1111,1037.84997558594,26.6299991607666,-6.03999996185303,40391343010690
1112,1093.0400390625,25.6000003814697,-6.30999994277954,40391346010690
1113,1124.88000488281,24.5900001525879,-6.59999990463257,40391348010690
1114,779.47998046875,28.3199996948242,-5.3899998664856,40391349010690
1115,1478.59997558594,22.0599994659424,-7.26000022888184,40391355010690
1116,1151.69995117188,24.4300003051758,-6.76999998092651,40391356010690
1117,1433.52001953125,21.5799999237061,-7.8600001335144,40391358010690
1118,1130.38000488281,25.75,-6.67000007629395,40391360010690
1119,1204.41003417969,25.25,-6.59999990463257,40391363010690
1120,1445.15002441406,22.0200004577637,-7.63000011444092,40391365010690
1121,1053.66003417969,24.9699993133545,-7.05000019073486,40391370010690
1122,1229.84997558594,22.6599998474121,-7.71000003814697,40391371010690
1123,1078.44995117188,24.9599990844727,-7.07999992370605,40391373010690
1124,1102.31994628906,24.3299999237061,-7.36999988555908,40391374010690
1125,1046.58996582031,24.8799991607666,-7.21000003814697,40391375010690
1126,1601.14001464844,21.9899997711182,-7.46000003814697,40391378010690
1127,1082.79992675781,24.0200004577637,-7.3899998664856,40391380010690
1128,1280.30004882812,22.9400005340576,-7.80000019073486,40391382010690
1129,1899.08996582031,20.8999996185303,-7.82999992370605,40391383010690
1130,1169.78002929688,22.1900005340576,-7.55999994277954,40391384010690
1131,1237.31994628906,23.3500003814697,-7.5,40391385010690
1132,1459.91003417969,22.8199996948242,-7.40999984741211,40391387010690
1133,1340.94995117188,23.0300006866455,-7.51999998092651,40391388010690
1134,1333.88000488281,23.0599994659424,-7.59999990463257,40391389010690
1135,2022.42993164062,19.9699993133545,-9,40391390010690
1136,1293.64001464844,23.3999996185303,-7.05999994277954,40391391010690
1137,1758.88000488281,21.0499992370605,-7.59000015258789,40391393010690
1138,1116.78002929688,24.7999992370605,-6.94000005722046,40391394010690
1139,1144.86999511719,25.75,-6.94999980926514,40391395010690
1140,1286.77001953125,23.5300006866455,-7.82999992370605,40391396010690
1141,1488.44995117188,21.8999996185303,-8.36999988555908,40391397010690
