"PLT_CN","hostBA.MPB","hostBA.SB","hostBA.WBBB","hostBA.MPB.samp","hostBA.SB.samp","hostBA.WBBB.samp","hostBA.allBBs.samp","nplots","pressureMPB","pressureSB","pressureWBBB","pressureallBBs","hostBA.allBBs","Rpressure.MPB","Rpressure.SB","Rpressure.WBBB","Rpressure.allBBs"
37262966010690,0,124.543967128098,0,0,95.8907671587146,0,95.8907671587146,11,0,2.70762333599783,0,2.70762333599783,124.543967128098,0,3.51669051928258,0,3.51669051928258
37263627010690,0,280.705029706006,0,0,220.419287127269,0,220.419287127269,14,0,26.5098123927143,0,26.5098123927143,280.705029706006,0,33.7603744762175,0,33.7603744762175
37263658010690,0,332.747263728314,0,0,257.017074277914,0,257.017074277914,14,0,25.9977202158451,0,25.9977202158451,332.747263728314,0,33.6579594538638,0,33.6579594538638
37264348010690,0,162.542547917354,0.619845533685418,0,168.527531044515,0,168.527531044515,15,0,19.1857489131185,0,19.1857489131185,163.162393451039,0,18.504398021574,0,18.5749633511703
37264364010690,0,316.772112736332,1.86126969700505,0,183.709752963926,0,183.709752963926,16,0,18.3895043526451,0,18.3895043526451,318.633382433337,0,31.7091610650918,0,31.8954757633716
37264380010690,0,285.816833882968,1.88500557630372,0,117.512344751862,0.219726425507741,117.732071177369,14,0,16.054044533651,0,16.054044533651,287.701839459271,0,39.0470991733964,0,39.2312655073741
37264427010690,0,196.199497298892,0,0,236.502492884059,0,236.502492884059,16,0,18.8322726915627,0,18.8322726915627,196.199497298892,0,15.6230168655837,0,15.6230168655837
37264440010690,0,205.676894818863,1.88500557630372,0,142.384381472967,0.632353965315831,143.016735438283,18,0,15.1006910578197,0,15.1006910578197,207.561900395167,0,21.8132298940457,0,21.9158137237298
37271545010690,0,25.6877974490024,0,0,318.151431055577,10.0169931760278,328.168424231604,21,0,24.2646242670529,0,24.2646242670529,25.6877974490024,0,1.95914489927069,0,1.89934407860126
37271546010690,0,4.9295276943472,0,0,312.030437572434,10.0169931760278,322.047430748461,25,0,26.8435463908535,0,26.8435463908535,4.9295276943472,0,0.424080440285535,0,0.410889802910928
37271688010690,0,0.308641782880558,0,0,78.1735533302053,9.98594815294509,88.1595014831504,13,0,0,2.17654245568968,2.17654245568968,0.308641782880558,0,0,0,0.00761996078400788
37271850010690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37272720010690,0,145.368094528807,4.81936307360224,0,503.829981017331,100.524688965796,604.354669983127,24,0,12.6858102331722,5.32331723471189,18.0091274678841,150.18745760241,0,3.66018722710124,0.2552109215555,4.47542676904401
37272728010690,0,118.70170068472,0.6789214999399,0,436.628206026942,61.8642915800952,498.492497607037,18,0,59.4141460204897,6.42036697029736,65.834512990787,119.38062218466,0,16.1523238306946,0.0704594696278936,15.7662656103999
37272776010690,24.9460323829194,105.088081302961,48.0991393308143,334.032994866324,172.256324654341,70.1632592068854,576.45257872755,25,69.5186982179303,3.71485349023718,0.965861907461669,74.1994136156291,178.133253016695,5.19174968825131,2.26631345115489,0.662128968729061,22.9288295464981
37272778010690,76.4789622522754,108.698120164296,29.4472593219216,466.803290295359,231.646131979549,92.7025487809169,791.151971055825,33,115.070563264009,3.64733810023206,0.446761994799519,119.164663359041,214.624341738493,18.8526461727549,1.71148463266306,0.141915367905705,32.327085525416
37272790010690,99.4396955498542,58.2413675271418,2.60333617107921,429.945915512384,503.439582316866,103.355362114158,1036.74085994341,45,2.1083488977046,5.66737445654604,14.818045714171,22.5937690684217,160.284399248075,0.487627780463418,0.655641014793872,0.373239990681841,3.49308958661029
37272792010690,74.0676983235209,62.9752060832709,2.60333617107921,467.212376291271,313.902557957118,54.6275610659189,835.742495314308,41,2.42671108829795,4.22476045917097,18.2330736052672,24.8845451527361,139.646240577871,0.384709211329497,0.847572451464672,0.868917064945725,4.15801900531931
37272793010690,62.0868813815183,16.5904000538033,3.51373900817952,301.44099526932,413.022384276424,65.1636541546088,779.627033700353,36,2.68049661679934,0.318362190593349,0,2.99885880739269,82.1910204435011,0.552093703585646,0.0127880625966604,0,0.316150229393302
37272817010690,70.0380995385835,65.6966188348614,44.2604071562373,437.257922672336,428.853462248663,178.271825340601,1044.3832102616,34,133.467678168429,21.8254047471246,18.274065092056,173.56714800761,179.995125529682,21.3782805160262,3.34346209791592,4.53699040680534,29.9135798876289
37272820010690,103.148746936263,30.2563890740142,0.986282298858307,487.834937097936,575.596429328847,70.9595037673589,1134.39087019414,39,47.3204517858222,3.60702478142321,2.61396080276527,53.5414373700107,134.391418309136,10.0055263265933,0.189604277624872,0.0363320363418714,6.343060311508
37272845010690,0,148.223031020453,0.612234981910288,0,200.112903303262,28.7592955822489,228.872198885511,15,0,1.25189809101016,0,1.25189809101016,148.835266002363,0,0.927277184605312,0,0.814107551247643
37272846010690,0,108.017390216409,0.612234981910288,0.244818640766341,238.590119982375,39.3083492145559,278.143287837698,17,0,0,0,0,108.629625198319,0,0,0,0
37272865010690,0,45.8297632138676,52.7236421381741,0,212.575219511038,156.791382039284,369.366601550322,14,0,2.45444062347862,9.02618975730308,11.4806303807817,98.5534053520417,0,0.529160608914163,3.03520252481776,3.06323098749359
37272877010690,0,241.555673206752,72.1230893169784,0,390.762499910137,116.923770297252,507.686270207389,22,0,0.271267191984866,5.53995422831092,5.81122142029579,313.678762523731,0,0.167687864607987,3.41725735156037,3.59051810308982
37272880010690,0.203751801979744,299.34975127511,90.943079632904,0,594.092481406344,169.576054093535,763.668535499878,34,0,12.5534167730841,15.6712563849613,28.2246731580453,390.496582709994,0,6.32538250573353,8.40444321566228,14.4324898879181
37272883010690,0,278.167777236974,71.2703307581749,0,526.594874472696,161.544736762836,688.139611235532,28,0,3.70874997841753,12.6751856014862,16.3839355799037,349.438107995149,0,1.9591051638266,5.59204025053077,8.31978185397088
37272896010690,0,65.351657389054,131.998012803854,28.1527120001715,176.854228206486,364.936732953211,569.943673159869,25,7.37771410201061,6.25820947108862,11.8275509785312,25.4634745516305,197.349670192907,0,2.3125506546895,4.2780380392745,8.81702621044834
37272901010690,38.5356898293856,37.3027804418144,7.22414673054807,186.837011575525,233.029368602679,146.925620322787,566.792000500991,22,27.0507643847308,0.974150627216762,13.7686184411785,41.793533453126,83.062617001748,5.57930068131281,0.155939687697823,0.67698553647404,6.1247869752895
37272905010690,56.6344861746204,121.368784645915,53.4938149074178,300.420955275459,514.907026098037,249.733474821123,1065.06145619462,35,79.5246900022832,4.30365400083989,56.1311348294928,139.959478832616,231.497085727954,14.9917636482637,1.01441469846834,12.0234924023018,30.4209783213048
37272906010690,82.744179459157,99.3587675042455,56.2364769223803,369.779530498121,475.36282513045,261.176956667002,1106.31931229557,37,39.51398481648,5.21059064604263,69.5812403760824,114.305815838605,238.339423885783,8.84189626828962,1.08910044536586,14.9821939445798,24.6254241347718
37272907010690,75.1850930985053,108.440190275917,20.8670780394403,477.136083694056,522.298680319636,198.980438128723,1198.41520214241,38,109.477787285259,0.66626236431394,52.806830743716,162.950880393289,204.492361413862,17.2510483079255,0.138330078712185,5.53785220551071,27.8052299958488
37272909010690,24.661277183333,171.49044694897,62.6334094213701,285.902735160429,283.009293797922,120.624683667901,689.536712626252,27,20.9528286129066,1.8810872724195,5.27245463621473,28.1063705215408,258.785133553673,1.80734022676562,1.13985124929353,2.73768021472966,10.5484025954517
37272910010690,0.605302598115118,126.759843326626,71.079916259801,235.464217706736,144.253111017752,109.444029590256,489.161358314745,21,20.9528286129066,0,18.3772973290058,39.3301259419124,198.445062184542,0.0538629678886037,0,11.9353861523342,15.9556129191356
37272911010690,116.99053216728,231.573794061687,70.0189601311491,425.570225001672,527.765693814102,207.680429087664,1161.01634790344,42,19.1624651458065,5.31058274708817,29.2445624479106,53.7176103408052,418.583286360115,5.2678191831584,2.33018517466374,9.85973430952805,19.3669054811074
37272912010690,116.673149552657,150.829230567447,31.2299368852488,399.143149102513,545.148872236481,199.686260291868,1143.97828163086,41,16.8132912632175,2.54734963673344,43.5970835198366,62.9577244197875,298.732317005353,4.91467697851415,0.70478873801669,6.81836679556896,16.4404405147408
37272958010690,0,0,0,54.5426393644282,136.662828930022,14.2893760977916,205.494844392242,13,0,0.289653079441618,6.20275040072727,6.49240348016889,0,0,0,0,0
37272974010690,0,83.4169974472772,59.3642629979636,19.6735777467046,152.100795529876,355.898637580259,527.67301085684,23,0,0.832639575397991,18.8842655700264,19.7169051454244,142.781260445241,0,0.45664648296881,3.14991514281824,5.33513086858772
37272975010690,3.79517871986382,71.265960342304,102.874616368363,26.0307243908699,216.797342650287,363.43609791755,606.264164958707,31,8.95392719143823,2.31579294757524,16.756551208894,28.0262713479075,177.935755430531,1.30544787866431,0.761251066758249,4.74312757359307,8.22558226665206
37272982010690,0,30.8182135694139,66.2433729307065,0,126.929460673614,297.371384573565,424.300845247179,16,0,0.832639575397991,15.362840658074,16.195480233472,97.0615865001204,0,0.202163186739954,3.42227408480206,3.70482176314398
37273002010690,90.1976976709278,37.2220784521989,26.1220510121715,262.58867634529,183.563193328257,101.727834314247,547.879703987793,23,12.5558280370128,0,0.965861907461669,13.5216899444745,153.541827135298,4.3128546023114,0,0.248017606857611,3.78941757637706
37273003010690,120.66838782661,46.7356449311015,26.8711252220386,319.226251951819,289.780499669853,113.948496665163,722.955248286834,30,21.9166560164284,4.51878395448345,3.28075063106363,29.7161906019754,194.27515797975,8.28455533303678,0.728787073863507,0.773660588859223,7.98544258090045
37273004010690,31.1879658224889,93.3661738253088,120.056906364677,209.988837539458,221.817895557945,337.145861246348,768.952594343751,30,104.620145396788,35.7212173605449,3.65185922009847,143.993221977431,244.611046012475,15.5383950747654,15.0355469785126,1.30041910887938,45.8055969973881
37273008010690,148.077827720743,66.3127721206558,30.5338351298165,763.261785415897,163.238725024784,67.4300161916447,993.930526632325,44,340.934861102394,24.2063018207762,0,365.14116292317,244.924434971215,66.1436149312872,9.83337119474096,0,89.9781127728384
37273009010690,108.939698669158,82.6218078147727,27.9493369581807,517.067518578201,61.3772916184846,52.7182921463322,631.163102343018,29,217.643922345273,26.9602666354048,0,244.604188980678,219.510843442111,45.8548689785504,36.292021199492,0,85.070359203985
37273010010690,141.783826050712,74.9792314405879,21.127419191748,694.01744382186,200.05443015299,44.5181863406207,938.590060315471,36,301.611968952268,16.3092617501101,0,317.921230702378,237.890476683048,61.6176139683857,6.1126160038119,0,80.5787705593535
37273015010690,85.1750349073325,95.2868208965594,52.0670248295751,467.664865037902,234.490594543504,140.193446785703,842.348906367109,35,157.442347948049,2.5622693322926,0.965861907461669,160.970479187804,232.528880633467,28.6747166291414,1.04119527450648,0.358715454044148,44.4356074515518
37273016010690,165.714339559637,71.4698628482792,33.6134712788225,807.849295594469,108.975641572096,56.8723724315915,973.697309598157,43,408.889930014525,29.6312689004847,0,438.52119891501,270.797673686739,83.8756994336198,19.4331751003005,0,121.95835333828
37273019010690,59.2354110817707,66.4151754856302,61.7282058721161,337.571298625778,297.48154919431,317.173512828471,952.226360648559,36,127.188144081971,30.7008905088806,26.1044186446925,183.993453235544,187.378792439517,22.3183725337238,6.85422351818054,5.08043346337979,36.2061716717978
37273020010690,104.473133649131,54.0587288347262,38.7909823978425,522.432053355695,366.99112982051,187.837158641974,1077.26034181818,40,228.7135075782,30.9970992121285,15.9591763684541,275.669783158782,197.3228448817,45.7368890195382,4.56595172147921,3.29579159985456,50.4947074993997
37273022010690,84.0911717713573,82.8926982467686,43.5458441613505,457.211583794765,302.152544184296,199.992114050831,959.356242029892,33,191.932087608981,21.1902627578911,10.6896604601525,223.812010827024,210.529714179476,35.300492637577,5.81334855644384,2.32754321711524,49.1153094179578
37273031010690,49.5284913765812,10.1255754048195,13.7610078894034,264.383033468272,444.224139514505,105.997353860095,814.604526842872,34,5.49851062953545,4.92191714257206,7.96304842071573,18.3834761928232,73.4150746708041,1.03006964072704,0.112189407846802,1.03379535573882,1.65678465185524
37273032010690,83.7766525326505,82.2304295383367,45.0764692921251,581.147158892839,568.410335357175,123.160881208964,1272.71837545898,47,6.1088618115014,5.24027933316541,9.84202583719757,21.1911669818644,211.083551363112,0.880637521014709,0.758097440639054,3.60214843437193,3.51460847137336
37273035010690,21.2667450356313,106.056881938336,44.3924992083344,14.1826023169465,502.182560290007,149.03540090845,665.400563515403,27,0,2.85471043565184,14.2754359782036,17.1301464138554,171.716126182302,0,0.602891680402484,4.25215939634582,4.42067912834704
37273038010690,92.7279424041665,76.5876951850627,6.41373599449328,563.93389922544,638.285523876572,87.3658942425991,1289.58531734461,46,6.1088618115014,6.6743032027943,1.94234844660941,14.7255134609051,175.729373583722,1.00448330378781,0.800847708661406,0.142592372617101,2.00661811310932
37273039010690,0,6.5645153420382,8.86380620210103,37.4893519883017,312.620293011005,53.2416117708696,403.351256770176,17,0,0,3.4077187473121,3.4077187473121,15.4283215441392,0,0,0.567326148904594,0.130346390851781
37273043010690,56.7206135080755,126.844614324121,5.54266690023077,412.306841705566,553.26850210857,73.1374025590085,1038.71274637314,41,2.24368108570594,4.66602175813301,13.9726716511493,20.8823744949883,189.107894732427,0.308660819624686,1.06975135595591,1.05890914851855,3.80184212772019
37273049010690,122.978001910368,69.8202569130202,2.60333617107921,423.682356049453,274.047756054708,47.2005667573644,744.930678861526,40,9.08255305163772,7.18421017172808,12.0303232045399,28.2970864279057,195.401594994467,2.63630101793747,1.83035032699575,0.663529650166028,7.4225642447153
37273052010690,0,96.4947887728676,41.0355677075216,0.227939793265061,529.387645566178,47.5030296764275,577.118615035871,23,0,16.4131721550399,3.2371971763505,19.6503693313904,137.530356480389,0,2.99173128322523,2.7964579273698,4.68278483609379
37273054010690,4.19002318819735,104.269381847152,9.55327698172923,126.601830187295,519.707099060209,23.4886493939806,669.797578641485,32,0,6.9295204192534,9.94766933807612,16.8771897573295,118.012682017078,0,1.39027696931471,4.04590485026568,2.97361843590615
37273057010690,0,39.4107525795301,21.9987896940015,0,348.5191903823,104.736338177354,453.255528559655,18,0,0.614043429856853,9.33844843607678,9.95249186593363,61.4095422735316,0,0.0694363878804749,1.96144496541076,1.34841812500383
37273061010690,0,169.017921846026,59.0987225578095,0.227939793265061,690.215558774194,90.0140648523536,780.457563419813,29,0,8.13115872774859,12.6268096189155,20.7579683466641,228.116644403835,0,1.99113383187853,8.29013021112397,6.06725888225512
37273063010690,0,214.319166147509,8.1267883118777,0,442.201541190267,16.8822383411803,459.083779531447,19,0,14.292917641687,2.11196579359773,16.4048834352848,222.445954459387,0,6.92726258378952,1.01666014776187,7.94887581800729
37273068010690,0,254.314198117776,2.17654245568968,0,575.432086621703,54.4163494161596,629.848436037862,23,0,20.308418327947,8.12377423196677,28.4321925599137,256.490740573466,0,8.9753756215328,0.324934320402292,11.5783317200795
37273069010690,0,200.149675078176,0.980254139036422,0,760.636145053477,73.1132899197209,833.749434973197,29,0,111.268527512348,7.30364308819919,118.572170600547,201.129929217212,0,29.2785976223333,0.097922366441356,28.6038122242156
37273072010690,0,200.243412963406,25.002395677254,0,555.763934218838,124.852834966972,680.61676918581,29,0,126.801588333392,21.7347562938029,148.536344627195,225.24580864066,0,45.6869927206561,4.35249209159008,49.1571624044815
37273073010690,0,151.896365559917,0.369224789090512,34.1882563178393,475.712985864104,16.6044155253892,526.505657707332,29,0,8.19731778179379,3.19703456153719,11.394352343331,152.265590349007,0,2.61742440377663,0.0710909944342036,3.29525003350733
37273074010690,0,21.6522458562409,0,0,280.693199442355,18.3866409767298,299.079840419085,15,0,4.65471895846697,0,4.65471895846697,21.6522458562409,0,0.359057930440278,0,0.336983994438432
37273092010690,229.512012698606,148.431002534308,226.374204807319,478.889147922258,135.162269246359,117.739304969156,731.790722137773,31,198.417332649361,49.0475195747925,6.87232825294325,254.337180477097,604.317220040233,95.0933249755673,53.8624613429509,13.2132412692809,210.033187370547
37273093010690,234.327532820322,89.4325734855349,166.954030627008,488.051649443533,130.436493353992,114.732157442008,733.220300239533,31,215.263628087604,40.3699835111878,9.47551372002691,265.109125318818,490.714136932865,103.354214524698,27.6793052629519,13.7884202920147,177.426614595028
37273094010690,161.411514430773,71.4621015925086,123.011684253373,400.246679109908,80.6823980960765,66.2943108812014,547.223388087186,21,211.669036385813,35.9101248189632,8.51937222027803,256.098533425054,355.885300276654,85.3619068048643,31.8063548998206,15.8080280444542,166.553011900626
37273097010690,61.6826179134631,29.8826431650573,28.7607272702066,471.611275217297,165.224626926106,107.009707950183,743.845610093587,32,252.255732242597,90.4227740882775,8.83773441087138,351.516240741746,120.325988348727,32.9928370377314,16.3539270285842,2.37529541895321,56.8619865654086
37273101010690,0.440055666997671,50.3241331210723,106.175033870845,171.960040599095,198.930404402202,255.672493229642,626.562938230939,29,87.1615396246372,69.4445518521212,8.9135385206316,165.51962999739,156.939222658915,0.223051409632346,17.5676356886785,3.70159199522141,41.4587593385666
37273105010690,56.2090487951907,99.0199095702578,127.727890442023,197.004407339109,253.940602912815,349.244076600882,800.189086852806,32,116.798158516964,61.2033792076232,8.07637782536719,186.077915549954,282.956848807471,33.3247031370609,23.8652385834248,2.95374716755977,65.7994735016464
37273106010690,56.7182775961446,75.5610995673955,39.5793149985496,351.237061589995,60.4448859980344,134.663137613107,546.345085201137,26,114.617848461385,23.9199642292366,1.25393259495004,139.791745285572,171.85869216209,18.5086588444767,29.9019308073914,0.368547726142137,43.9729891795215
37273107010690,126.938653617342,50.0020033305903,17.7636306591379,718.793482097802,113.325637051566,103.773414997806,935.892534147175,41,321.391868367831,35.6026133160493,0,356.994481683881,194.704287607071,56.7576808502886,15.7087313684967,0,74.2695915394329
37273108010690,242.822792401313,42.4966429443513,51.0673298751131,297.236278441557,14.6656839746729,52.3181730381545,364.220135454384,15,48.3006305728608,3.67732819534595,3.71500419423273,55.6929629624395,336.386765220777,39.4584875437819,10.655766452945,3.62618443377135,51.4369575782059
37273162010690,72.7633552420604,128.620736263642,23.1915364667595,353.335162616002,540.173681231483,115.839228993297,1009.34807284078,40,8.77263028479501,3.33696322140272,1.94355407857379,14.0531475847715,224.575627972462,1.80657370495989,0.794564195432513,0.389108298458816,3.12676521485526
37273169010690,0,235.820029840223,26.869693534081,0,366.363824439045,131.670909781518,498.034734220563,28,0,19.3958302829112,11.003652234875,30.3994825177862,262.689723374304,0,12.4846531534476,2.24548280100208,16.0342865760497
37273171010690,0,141.785785202654,23.8015862407343,0,318.611304297989,121.132104020909,439.743408318897,22,0,3.55473049496835,15.3099435556369,18.8646740506053,165.587371443388,0,1.58189696226697,3.00829367099384,7.10357842796977
37273184010690,0,157.642407502138,22.8759623000838,0,462.17434172013,130.110897371612,592.285239091742,27,0,8.69441491110604,6.88837822846903,15.5827931395751,180.518369802222,0,2.96556596653134,1.21110747713247,4.74936775198887
37273185010690,0,72.8081143287379,5.33665453831782,0,168.826603123679,59.0101839604255,227.836787084104,13,0,0,4.31782017642133,4.31782017642133,78.1447688670557,0,0,0.390487083646315,1.48095074555015
37273188010690,101.299533558902,30.1534582450555,40.154250741562,402.883697623992,132.974047231014,114.261207455923,650.118952310929,22,81.8853927405316,54.2858397560158,13.0510413663807,149.222273862928,171.607242545519,20.58894946314,12.309964511624,4.58646288738291,39.3891346390747
37273189010690,33.4861264025851,0.376759988867869,2.52730600532567,375.07888579754,67.1905475427202,37.344826856572,479.614260196833,19,8.18285019822124,23.2809039361189,3.93457991574493,35.3983340500851,36.3901923967786,0.73054487055014,0.130543855178874,0.266272152972801,2.68580877073876
37273195010690,45.8349625017139,12.9715450087296,29.4083023390727,671.126863234208,243.213492509769,169.664065226934,1084.00442097091,36,110.535277222013,32.9191779713367,9.53956291813444,152.994018111484,88.2148098495162,7.54906495945086,1.7557109776236,1.65351661298381,12.4504457313281
37273198010690,105.535596817739,9.99860728857105,0.837462103255499,380.186394910629,50.8917597203006,42.8452212860518,473.923375916982,26,20.4294336363714,0,0.680051779906504,21.1094854162779,116.371666209565,5.67098796886106,0,0.0132924414165309,5.18342440054928
37273202010690,176.713621378641,23.871889654657,17.4245466691568,640.35077143155,470.553785280543,201.723250847681,1312.62780755977,45,156.367074939821,26.4402624987693,1.88997880815677,184.697316246747,218.010057702455,43.1516495486174,1.34135363173092,0.163253486189907,30.6757729346734
37273203010690,95.402410861144,9.77888086306331,0,294.653136605881,34.07485156119,16.8416989663781,345.569687133449,23,6.65395816339543,1.81033174651011,0,8.46428990990554,105.181291724207,2.15440995425821,0.519533252843478,0,2.57628194659399
37273206010690,158.570744114709,69.0609348314559,31.9664273114877,518.331472988855,310.665888244752,81.3067647496282,910.304125983235,34,105.874304047731,18.8088382202551,0,124.683142267986,259.598106257652,32.3896349157956,4.18119915876015,0,35.556806446485
37273207010690,61.3351698517291,8.05015533014198,0.729859450434836,278.174182156785,36.338802334297,4.62533167933528,319.138316170417,18,9.52803406247508,5.85929599487532,0,15.3873300573504,70.1151846323059,2.10085487820573,1.29801313896103,0,3.38062035582477
37273214010690,142.041303827104,20.404567477106,2.0818249944883,510.542638386992,176.663512300121,57.8328089952134,745.038959682327,34,27.5478615140431,12.8162445413183,0.680051779906504,41.0441578352679,164.527696298698,7.66426518158347,1.48027129734724,0.0244800281631278,9.06382229734152
37273244010690,0,70.6347366569548,0.188379994433935,14.3163521129946,282.095876880911,53.6973406534043,350.109569647309,24,0,0,0,0,70.8231166513887,0,0,0,0
37273337010690,0,15.1660965918872,15.077633346501,0,102.582552024992,94.2296323677961,196.812184392789,7,0,1.12153913486187,0.50666683302951,1.62820596789138,30.2437299383882,0,0.165811539244536,0.0810714904143318,0.250203114857472
37273355010690,0,0,0,0,0,10.6331464618223,10.6331464618223,2,0,0,1.01393648204121,1.01393648204121,0,0,0,0,0
37273360010690,0,98.6577678689579,0,0.440055666997671,579.128629576481,32.2578134868781,611.826498730356,32,0,32.1588009618036,0,32.1588009618036,98.6577678689579,0,5.47842976188876,0,5.1856458110552
37273363010690,0,152.30070437997,21.8534356902963,0,691.712124801975,155.810751140258,847.522875942233,33,0,197.037034754145,21.4048652475502,218.441900001695,174.154140070266,0,43.3834800721294,3.00216668441395,44.8867662808705
37273364010690,0,157.977573188235,12.2005433675104,0,844.646991595207,142.609231834324,987.256223429531,40,0,117.542410198973,3.2332035204685,120.775613719442,170.178116555745,0,21.9844087467359,0.276607897399593,20.8186750114784
37273365010690,0,229.011826137385,31.4656379342845,0,948.27158639741,186.106624661106,1134.37821105852,44,0,83.5925676020896,6.52035907134289,90.1129266734325,260.47746407167,0,20.1879786684281,1.10241781083293,20.6918524978273
37273420010690,0.203751801979744,204.87454674657,61.0905772669562,0,580.391152299177,182.211077080208,762.602229379385,31,0,1.04905051300369,4.4664896680286,5.51554018103229,266.168875815506,0,0.370308450627622,1.49749640114718,1.92507322027546
37273456010690,0,33.6394677180544,12.4428000403525,0.680051779906504,82.9444650692391,37.0975215998792,120.722038449025,8,0,4.78515326661303,4.17796686855357,8.9631201351666,46.0822677584068,0,1.94069620804473,1.40132289378595,3.42142087166563
37273462010690,0,49.4546464187631,7.43844781221611,0.680051779906504,109.020626714767,29.7525102649023,139.453188759575,9,0,0.877850774062135,7.60648276725118,8.48433354131332,56.8930942309793,0,0.398216382971867,1.90170256542906,3.46137648014056
37273494010690,0,44.9122772889765,7.4478668119378,0,301.044719113029,42.5397442870778,343.584463400107,14,0,13.9330365003204,7.22798968243452,21.161026182755,52.3601441009143,0,2.0786426701771,1.26547785782496,3.22480932137494
37273498010690,53.7673426593358,11.2153159966209,0,248.257479888734,337.174344301507,8.73774230982585,594.169566500066,34,9.54046714210772,0,0,9.54046714210772,64.9826586559567,2.0662642921766,0,0,1.04341412732705
37273502010690,75.7117282109449,39.8884842454146,0,342.179600753616,408.048248199395,11.0123177146189,761.24016666763,42,4.82426095345751,1.14806303807817,0,5.97232399153568,115.600212456359,1.06743106053785,0.112228136278498,0,0.906943632916809
37273506010690,33.9269355895605,35.5292204702178,0,123.16374458488,277.20131251353,3.33726462939381,403.702321727804,34,2.11904888138844,2.94392720101575,0,5.06297608240419,69.4561560597783,0.583717514860471,0.377326635378231,0,0.871074645796795
37273508010690,11.1817090056139,17.3729305506819,0,20.6405699341329,132.740757445908,0,153.381327380041,16,0,1.79586416293758,0,1.79586416293758,28.5546395562958,0,0.235040269330141,0,0.334331790842387
37273527010690,0,96.5073725564958,40.342932143987,5.15912523156328,235.472732482485,273.495727319019,514.127585033067,18,0,31.5385033161315,22.5893233005531,54.1278266166846,136.850304700483,0,12.9259046570523,3.33211617609582,14.4077263716394
37273528010690,1.25702202685876,125.555643050206,92.5052018987479,299.590877667985,359.640241029706,206.265996737457,865.497115435148,32,2.11467846551758,4.42602564522418,26.2306332409632,32.771337351705,219.317866975813,0.00887275818132674,1.54518997777261,11.7637907472254,8.30429088409743
37273530010690,82.9976635796672,130.695704226333,70.1460035993954,358.663980546552,546.401523847469,212.305308655013,1117.37081304903,40,2.8345914522463,4.85123696866046,15.2496619574181,22.9354903783249,283.839371405395,0.655946737056869,1.160384450474,5.03851198696512,5.82617256136665
