"PLT_CN","LAT","LON","INVYR","JJSPEI","WYSPEI","DecTMIN","DecTMINa","JulTMAX","JulTMAXa","PPT","PPTa"
14547091020004,39.47888,-110.184865,2017,0.234320659935474,0.846768440944807,-10.1089000701904,0.0810995101928708,27.0696001052857,0.0896005630493153,475.364123535156,-13.07587890625
14547279020004,39.842679,-110.597471,2017,0.285023410618306,1.15576202528817,-10.2784000396729,0.391600036621094,24.9315998077393,-0.328400421142578,570.796524047852,-13.0634613037109
14547841020004,38.520487,-109.163862,2017,-0.641706989705563,0.830602763220668,-11.3969999790192,0.743000364303587,23.4128002166748,-0.127200698852539,796.156036376953,-62.9739685058594
14548644020004,38.48279,-112.374969,2016,-0.418439237028361,-0.256487439572812,-8.87110004425049,0.678900146484375,23.9481994628906,-0.191799926757812,716.067028808594,-39.51298828125
14548657020004,38.349522,-112.035941,2017,0.2198466360569,-0.251026945561171,-8.43580012321472,0.894199800491333,24.3827001571655,-0.157300758361817,524.675424194336,-40.1845611572265
14549194020004,38.71541,-111.514001,2019,-0.144675455987454,0.18127509525844,-10.1150999546051,0.864899587631225,23.82350025177,0.00350055694580053,470.374118041992,-45.2358673095703
14549277020004,40.87905,-110.943489,2019,-0.484301477670669,-0.109000568278134,-11.9175999641419,0.672400188446046,21.4511999130249,-0.128800010681152,853.493432617187,-48.7065795898438
14550088020004,38.491725,-111.457376,2016,0.0336202777922158,-0.243303221464157,-10.252099943161,0.257900285720826,23.2430000305176,0.0830001831054692,555.963128662109,-28.6868957519531
14550197020004,41.373245,-111.777703,2018,0.150943085551262,1.03187546879053,-8.45389981269837,0.296100187301637,24.3484001159668,0.868400573730468,1090.76605834961,-15.4238830566407
37259363010690,36.596942,-105.222101,2010,-0.426313412282616,-0.111208616197109,-10.833099937439,0.186900520324706,21.092799949646,1.06279926300049,659.141436767578,-48.5785949707031
37261819010690,36.241395,-105.224944,2010,-0.707666715234517,-0.0277621315792203,-9.44749994277954,0.252499866485596,23.1883001327515,0.898299217224121,660.241027832031,-82.1389770507812
37261822010690,36.188262,-105.394369,2010,-0.00786156058311531,0,-9.92470006942748,0.275299739837647,22.718699836731,0.93869915008545,682.611633300781,-99.5484008789062
