"PLT_CN","PREV_PLT_CN","PLOT.STATEAB","INVYR","ELEV","LAT","LON","TPH.PICO","TPH.PIEN","TPH.ABLA","TPH.total","TPH.Allhosts","QMD.PICO","QMD.PIEN","QMD.ABLA","QMD.Allhosts","QMD.total","BA.PICO","BA.PIEN","BA.ABLA","BA.total","BA.Allhosts","BA.Otherhosts","SDI.PICO","SDI.PIEN","SDI.ABLA","stand.MPB","stand.SB","stand.WBBB","stand.allBBs","BA.MPB","BA.SB","BA.WBBB","BA.allBBs","agentSB","agentMPB","agentWBBB","agents","nagents","hostsPICO","hostsPIEN","hostsABLA","hosts","nhosts"
2320077010690,-9999,"93676.MT",2003,5500,47.14674,-109.295941,14.8708925683,0,0,1026.0915872127,14.8708925683,17.526,0,0,17.526,20.7993165871563,0.358750861399985,0,0,34.8637869778794,0.358750861399985,1.88259431237497,0.552279019543076,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","absent","absent","PICO","1"
2320200010690,-9999,"80254.MT",2003,3900,47.983541,-114.229894,29.7417851366,0,0,163.5798182513,29.7417851366,14.7407560186037,0,0,14.7407560186037,19.4348103810008,0.507571057002793,0,0,4.85266865661815,0.507571057002793,3.93247005980727,0.837071588575723,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","absent","absent","PICO","1"
2320234010690,-9999,"81678.MT",2003,4980,48.305806,-114.602218,118.9671405464,0,29.7417851366,356.9014216392,148.708925683,16.9372487140031,0,18.8062944781794,17.3271941640878,24.6732162408282,2.68042126480157,0,0.826159303589463,17.0643641197991,3.50658056839103,0,4.11271078610588,0,1.20498270011148,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","absent","ABLA","PICO & ABLA","2"
2320509010690,-9999,"83749.MT",2003,6990,47.675274,-113.514597,0,0,44.6126777049,104.0962479781,44.6126777049,0,0,15.9737528464666,15.9737528464666,25.053466107507,0,0,0.894051453583453,5.1316971043737,0.894051453583453,1.03390476145121,0,0,1.42020759281726,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","absent","ABLA","ABLA","1"
2320573010690,-9999,"84534.MT",2003,5090,48.327939,-114.777344,14.8708925683,0,29.7417851366,59.4835702732,44.6126777049,13.716,0,13.0865473674304,13.2996754346362,17.6205348953997,0.219726425507741,0,0.400043756179903,1.4505259571413,0.619770181687645,0,0.373104095047531,0,0.69198770554007,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","absent","ABLA","PICO & ABLA","2"
2320594010690,-9999,"84650.MT",2003,6050,48.192536,-113.348675,0,104.0962479781,327.1596365026,431.2558844807,431.2558844807,0,32.2651420665,28.0037945253528,29.0896064624108,29.0896064624108,0,8.51123420451848,20.1504051886158,28.6616393931343,28.6616393931343,0,0,9.97640477531774,24.9852544033977,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","PIEN","ABLA","PIEN & ABLA","2"
2320709010690,-9999,"84901.MT",2003,4280,47.82693,-113.540408,14.8708925683,44.6126777049,29.7417851366,89.2253554098,89.2253554098,12.954,27.305492243625,16.2738495753156,22.1142947585191,22.1142947585191,0.195990546209065,2.6124537628098,0.618639901721041,3.42708421073991,3.42708421073991,0,0.340496209633167,3.26520582604482,0.980337926456695,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","PIEN","ABLA","PICO, PIEN, & ABLA","3"
2320772010690,-9999,"85633.MT",2003,4640,48.470223,-114.255453,0,104.0962479781,44.6126777049,148.708925683,148.708925683,0,46.6719631164456,27.696484253421,41.8917542101068,41.8917542101068,0,17.8089172097998,2.68780576058338,20.4967229703831,20.4967229703831,0,0,17.3754482876757,3.28403941862928,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","PIEN","ABLA","PIEN & ABLA","2"
2320800010690,-9999,"86034.MT",2003,5510,48.538295,-114.095612,0,14.8708925683,74.3544628415,89.2253554098,89.2253554098,0,16.002,22.646489582273,21.6809496101993,21.6809496101993,0,0.299072079163314,2.99501585550624,3.29408793466955,3.29408793466955,0,0,0.47746866924794,3.8544341625762,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","PIEN","ABLA","PIEN & ABLA","2"
2320866010690,-9999,"86287.MT",2003,5480,47.873995,-113.33904,0,0,446.126777049,446.126777049,446.126777049,0,0,27.223657909987,27.223657909987,27.223657909987,0,0,25.9681822327179,25.9681822327179,25.9681822327179,0,0,0,32.1525860037518,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","absent","ABLA","ABLA","1"
2320913010690,-9999,"86323.MT",2003,6060,48.955464,-114.612174,0,44.6126777049,89.2253554098,267.6760662294,133.8380331147,0,27.5208345561443,21.1087601246497,23.4418133731634,30.4280974758528,0,2.6538220095875,3.12251143573913,19.464777360874,5.77633344532662,13.6884439155474,0,3.41038706940043,4.39765989287563,0,0,2,2,0,0,1.56928070563245,1.56928070563245,"absent","absent","WBBB","WBBB","1","absent","PIEN","ABLA","PIEN & ABLA","2"
2320956010690,-9999,"86832.MT",2003,4610,48.637002,-114.285129,282.5469587977,29.7417851366,14.8708925683,475.8685621856,327.1596365026,15.1732344537832,30.6751668292122,17.272,17.2607904801605,26.3260538986571,5.10901615304385,2.19801777505515,0.348427637705005,25.902927402646,7.655461565804,0,8.25778356118257,2.5493204506227,0.539528337973504,0,1,0,1,0,1.95319913428881,0,1.95319913428881,"SB","absent","absent","SB","1","PICO","PIEN","ABLA","PICO, PIEN, & ABLA","3"
2321028010690,-9999,"87654.MT",2003,3740,48.469304,-114.62415,74.3544628415,104.0962479781,133.8380331147,327.1596365026,312.2887439343,18.0964973406458,24.4361050438544,18.0935261719028,20.4283415311739,20.1796711298547,1.9124337034933,4.8819052317543,3.44125038632134,10.463529114834,10.2355893215689,0,2.85224972955193,6.41189016855819,5.07558941295133,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","PIEN","ABLA","PICO, PIEN, & ABLA","3"
2321085010690,-9999,"89040.MT",2003,5490,48.773177,-114.620354,0,74.3544628415,133.8380331147,223.0633885245,208.1924959562,0,19.4385521271519,15.5251980985751,17.026392386947,16.8398998967729,0,2.20660790280134,2.53363557313865,4.96818326920504,4.74024347593998,0,0,3.19001020433242,4.08427969203571,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","PIEN","ABLA","PIEN & ABLA","2"
2321172010690,-9999,"89385.MT",2003,5480,48.325297,-113.496198,0,267.6760662294,401.5140993441,758.4155209833,669.1901655735,0,26.0778143895023,28.0733524736735,27.2926516263994,27.8854567436849,0,14.296911297569,24.8530480176668,46.3183455674314,39.1499593152358,0,0,18.1181159994445,30.2988841383254,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","absent","PIEN","ABLA","PIEN & ABLA","2"
2321325010690,-9999,"90963.MT",2003,5310,47.970564,-114.930471,29.7417851366,0,0,594.835702732,29.7417851366,17.796321080493,0,0,17.796321080493,23.2552917805819,0.739805914140948,0,0,25.2656755574748,0.739805914140948,1.74168607653839,1.13127870471178,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none","0","PICO","absent","absent","PICO","1"
