"ID","PRISM_tmin_stable_4kmM3_198112_bil","PRISM_tmin_stable_4kmM3_198212_bil","PRISM_tmin_stable_4kmM3_198312_bil","PRISM_tmin_stable_4kmM3_198412_bil","PRISM_tmin_stable_4kmM3_198512_bil","PRISM_tmin_stable_4kmM3_198612_bil","PRISM_tmin_stable_4kmM3_198712_bil","PRISM_tmin_stable_4kmM3_198812_bil","PRISM_tmin_stable_4kmM3_198912_bil","PRISM_tmin_stable_4kmM3_199012_bil","PRISM_tmin_stable_4kmM3_199112_bil","PRISM_tmin_stable_4kmM3_199212_bil","PRISM_tmin_stable_4kmM3_199312_bil","PRISM_tmin_stable_4kmM3_199412_bil","PRISM_tmin_stable_4kmM3_199512_bil","PRISM_tmin_stable_4kmM3_199612_bil","PRISM_tmin_stable_4kmM3_199712_bil","PRISM_tmin_stable_4kmM3_199812_bil","PRISM_tmin_stable_4kmM3_199912_bil","PRISM_tmin_stable_4kmM3_200012_bil","PRISM_tmin_stable_4kmM3_200112_bil","PRISM_tmin_stable_4kmM3_200212_bil","PRISM_tmin_stable_4kmM3_200312_bil","PRISM_tmin_stable_4kmM3_200412_bil","PRISM_tmin_stable_4kmM3_200512_bil","PRISM_tmin_stable_4kmM3_200612_bil","PRISM_tmin_stable_4kmM3_200712_bil","PRISM_tmin_stable_4kmM3_200812_bil","PRISM_tmin_stable_4kmM3_200912_bil","PRISM_tmin_stable_4kmM3_201012_bil","PRISM_tmin_stable_4kmM3_201112_bil","PRISM_tmin_stable_4kmM3_201212_bil","PRISM_tmin_stable_4kmM3_201312_bil","PRISM_tmin_stable_4kmM3_201412_bil","PRISM_tmin_stable_4kmM3_201512_bil","PRISM_tmin_stable_4kmM3_201612_bil","PRISM_tmin_stable_4kmM3_201712_bil","PRISM_tmin_stable_4kmM3_201812_bil","PRISM_tmin_stable_4kmM3_201912_bil","PRISM_tmin_stable_4kmM3_202012_bil","PLT_CN"
202,-11.5240001678467,-12.2489995956421,-20.8560009002686,-15.2229995727539,-15.2110004425049,-10.9709997177124,-12.2130002975464,-12.1960000991821,-8.6269998550415,-15.1079998016357,-10.3269996643066,-14.5920000076294,-8.99899959564209,-10.7919998168945,-8.62100028991699,-13.9580001831055,-8.7480001449585,-10.6890001296997,-6.96099996566772,-13.9969997406006,-9.44400024414062,-6.22200012207031,-13.3299999237061,-7.23699998855591,-16.2129993438721,-12.4919996261597,-10.0590000152588,-15.625,-13.9350004196167,-12.0480003356934,-10.1370000839233,-8.61600017547607,-11.9899997711182,-8.63700008392334,-7.34499979019165,-13.043999671936,-10.9409999847412,-7.83099985122681,-6.63199996948242,-8.42399978637695,37274311010690
203,-9.26799964904785,-8.55799961090088,-20.0370006561279,-13.3800001144409,-10.0229997634888,-7.0770001411438,-8.41100025177002,-9.35299968719482,-9.44900035858154,-16.2089996337891,-7.49700021743774,-16.3379993438721,-6.96199989318848,-8.61999988555908,-11.0530004501343,-15.1920003890991,-7.81599998474121,-10.8149995803833,-5.9850001335144,-12.7770004272461,-9.82699966430664,-7.25,-8.54300022125244,-7.59700012207031,-10.2259998321533,-7.17000007629395,-9.92000007629395,-14.5620002746582,-15.4779996871948,-10.2910003662109,-8.00699996948242,-9.4060001373291,-11.4409999847412,-8.18200016021729,-8.38000011444092,-14.6590003967285,-11.6669998168945,-7.52400016784668,-6.09600019454956,-5.99599981307983,37274313010690
204,-10.0200004577637,-10.3229999542236,-16.3759994506836,-12.6020002365112,-9.40900039672852,-8.27099990844727,-9.20800018310547,-8.9379997253418,-9.24199962615967,-16.5580005645752,-6.92399978637695,-13.1040000915527,-7.99700021743774,-8.35000038146973,-9.14099979400635,-11.8090000152588,-7.69099998474121,-10.1499996185303,-6.52099990844727,-10.664999961853,-9.02000045776367,-6.23600006103516,-7.93400001525879,-6.91599988937378,-9.86800003051758,-7.46000003814697,-9.53899955749512,-13.0349998474121,-12.4409999847412,-8.38399982452393,-7.81799983978271,-7.57100009918213,-10.9010000228882,-7.46299982070923,-7.53999996185303,-12.9069995880127,-10.0369997024536,-8.02299976348877,-6.47200012207031,-6.48600006103516,37274314010690
205,-12.2250003814697,-11.6829996109009,-17.9139995574951,-13.4919996261597,-10.4820003509521,-8.95300006866455,-10.2729997634888,-9.99199962615967,-10.4790000915527,-18.0219993591309,-8.35900020599365,-15.5629997253418,-8.91699981689453,-9.79300022125244,-10.7089996337891,-14.2430000305176,-9.03800010681152,-12.1719999313354,-7.81400012969971,-12.1680002212524,-10.6429996490479,-7.80299997329712,-9.32800006866455,-8.53400039672852,-11.0290002822876,-8.88500022888184,-11.4630002975464,-15.2650003433228,-14.4399995803833,-9.92899990081787,-9.32800006866455,-9.79800033569336,-12.6470003128052,-8.8730001449585,-9.30500030517578,-15.1169996261597,-11.4860000610352,-9.46000003814697,-7.96799993515015,-7.62799978256226,37274315010690
206,-8.77200031280518,-8.625,-17.7189998626709,-11.8959999084473,-10.3129997253418,-6.94399976730347,-7.94299983978271,-8.45499992370605,-8.42500019073486,-14.9409999847412,-6.25299978256226,-13.2040004730225,-6.75600004196167,-7.53000020980835,-8.51599979400635,-11.9069995880127,-7.23600006103516,-9.15200042724609,-5.57399988174438,-11.2239999771118,-8.125,-5.72800016403198,-7.93400001525879,-6.36100006103516,-10.5380001068115,-7.19999980926514,-8.55599975585938,-12.7790002822876,-12.753999710083,-8.64799976348877,-7.18400001525879,-6.91300010681152,-10.2589998245239,-7.23699998855591,-6.97200012207031,-12.7790002822876,-10,-6.89900016784668,-5.31300020217896,-6.9850001335144,37274317010690
207,-11.9329996109009,-12.0159997940063,-18.5879993438721,-13.8290004730225,-10.914999961853,-8.66800022125244,-10.9670000076294,-10.3199996948242,-10.8570003509521,-18.4990005493164,-8.75599956512451,-16.5830001831055,-9.4399995803833,-10.121000289917,-11.1850004196167,-15.1879997253418,-9.48499965667725,-12.7440004348755,-8.09799957275391,-12.6639995574951,-11.1400003433228,-8.24699974060059,-9.77999973297119,-9.00699996948242,-11.3590002059937,-9.30500030517578,-12.0640001296997,-16.011999130249,-15.0290002822876,-10.4519996643066,-9.73299980163574,-10.3599996566772,-13.1579999923706,-9.27799987792969,-9.83100032806396,-15.8479995727539,-11.9340000152588,-9.69200038909912,-8.26000022888184,-7.8769998550415,37274318010690
208,-9.43900012969971,-10.960000038147,-16.4360008239746,-13.2489995956421,-11.1549997329712,-8.40799999237061,-9.19600009918213,-8.37800025939941,-7.66300010681152,-14.5410003662109,-7.29500007629395,-11.914999961853,-6.96000003814697,-8.38399982452393,-8.46500015258789,-10.8529996871948,-7.72800016403198,-9.28899955749512,-6.24300003051758,-10.293999671936,-7.97300004959106,-5.16900014877319,-8.1879997253418,-5.51999998092651,-9.99400043487549,-7.87599992752075,-8.35499954223633,-11.6370000839233,-11.5220003128052,-7.83199977874756,-6.61800003051758,-6.54400014877319,-9.43200016021729,-6.85200023651123,-6.79400014877319,-11.6300001144409,-8.95899963378906,-6.70800018310547,-5.27299976348877,-6.21199989318848,37274319010690
209,-12.1339998245239,-11.7320003509521,-17.7129993438721,-13.6909999847412,-10.0229997634888,-8.08800029754639,-10.9989995956421,-9.67599964141846,-10.3140001296997,-17.9650001525879,-8.74699974060059,-14.1920003890991,-9.48400020599365,-10.0249996185303,-10.625,-12.9989995956421,-9.48099994659424,-12.0959997177124,-8.13399982452393,-11.793999671936,-10.8920001983643,-8.08899974822998,-9.68099975585938,-8.49100017547607,-11.0950002670288,-9.3149995803833,-11.4449996948242,-14.4219999313354,-14.0780000686646,-9.9060001373291,-9.53299999237061,-9.75699996948242,-12.4409999847412,-8.9709997177124,-9.44400024414062,-14.6219997406006,-11.1979999542236,-10.0690002441406,-8.45899963378906,-8.27200031280518,37274320010690
210,-12.9049997329712,-12.2869997024536,-18.5750007629395,-14.1479997634888,-11.0430002212524,-8.94200038909912,-11.9499998092651,-10.4530000686646,-10.9069995880127,-18.5270004272461,-9.30599975585938,-15.2869997024536,-9.73099994659424,-10.6909999847412,-11.2729997634888,-14.0950002670288,-10.0319995880127,-13.0150003433228,-8.69999980926514,-12.4930000305176,-11.5740003585815,-8.76299953460693,-10.2659997940063,-9.24899959564209,-11.6400003433228,-9.89099979400635,-12.3330001831055,-15.3870000839233,-14.960000038147,-10.5979995727539,-10.1999998092651,-10.7419996261597,-13.2399997711182,-9.61999988555908,-10.2250003814697,-15.58899974823,-11.8500003814697,-10.7440004348755,-9.14700031280518,-8.82299995422363,37274321010690
211,-11.41100025177,-10.7749996185303,-17.1219997406006,-12.6899995803833,-9.38399982452393,-7.18499994277954,-10.1949996948242,-8.9060001373291,-9.48099994659424,-17.3449993133545,-8.0319995880127,-13.3450002670288,-8.61600017547607,-9.32600021362305,-10.003999710083,-12.1269998550415,-8.91100025177002,-11.3699998855591,-7.3899998664856,-11.0509996414185,-10.2309999465942,-7.36600017547607,-8.93000030517578,-7.78399991989136,-10.3859996795654,-8.6870002746582,-10.668999671936,-13.6579999923706,-13.4040002822876,-9.0930004119873,-8.96500015258789,-8.94299983978271,-11.7080001831055,-8.19299983978271,-8.61100006103516,-13.8199996948242,-10.3640003204346,-9.4060001373291,-7.72499990463257,-7.74599981307983,37274322010690
212,-10.6099996566772,-11.0310001373291,-17.6849994659424,-12.8690004348755,-10.4099998474121,-8.12199974060059,-10.0080003738403,-9.0319995880127,-9.99499988555908,-17.6200008392334,-8.32299995422363,-13.9919996261597,-8.33500003814697,-9.41199970245361,-10.2720003128052,-12.6990003585815,-9.16199970245361,-11.3479995727539,-7.48299980163574,-11.5220003128052,-10.3800001144409,-7.6560001373291,-9.19600009918213,-7.9980001449585,-10.8800001144409,-9.00800037384033,-10.798999786377,-13.9350004196167,-13.7220001220703,-9.60299968719482,-9.11499977111816,-9.13000011444092,-11.8879995346069,-8.39599990844727,-8.85200023651123,-14.0450000762939,-10.8959999084473,-9.46199989318848,-7.80299997329712,-8.05599975585938,37274323010690
213,-10.4650001525879,-11.0830001831055,-17.9790000915527,-12.7189998626709,-11.048999786377,-8.42500019073486,-10.0319995880127,-8.77200031280518,-9.2790002822876,-17.7059993743896,-7.65500020980835,-14.3979997634888,-7.83699989318848,-8.97700023651123,-10.1049995422363,-12.9049997329712,-8.91800022125244,-11.4739999771118,-7.02400016784668,-11.3839998245239,-10.2159996032715,-7.26100015640259,-8.45300006866455,-7.56099987030029,-10.3170003890991,-8.24699974060059,-10.5939998626709,-14.0590000152588,-13.3050003051758,-9.10999965667725,-8.74400043487549,-8.7180004119873,-11.7659997940063,-7.88100004196167,-8.3769998550415,-13.8020000457764,-10.1569995880127,-8.8149995803833,-7.13299989700317,-7.19999980926514,37274324010690
214,-12.8640003204346,-12.4569997787476,-19.556999206543,-15.7770004272461,-10.0729999542236,-9.73999977111816,-11.2720003128052,-11.4340000152588,-10.4729995727539,-18.5149993896484,-8.99899959564209,-16.3419990539551,-9.2819995880127,-10.5369997024536,-11.8680000305176,-14.8489999771118,-10.0200004577637,-12.753999710083,-8.63700008392334,-13.7069997787476,-11.3120002746582,-8.64200019836426,-10.0609998703003,-8.96300029754639,-11.9440002441406,-9.49300003051758,-12.0100002288818,-16.3579998016357,-15.5150003433228,-10.9820003509521,-10.2609996795654,-9.57800006866455,-13.2370004653931,-9.73099994659424,-9.79599952697754,-15.6330003738403,-12.826000213623,-9.75899982452393,-8.57800006866455,-8.57100009918213,37274325010690
215,-9.11400032043457,-9.39900016784668,-17.25,-12.6549997329712,-9.17500019073486,-7.33199977874756,-8.32900047302246,-8.90200042724609,-9.1870002746582,-14.2880001068115,-5.31500005722046,-14.3769998550415,-5.41499996185303,-8.7819995880127,-9.04399967193604,-12.0839996337891,-6.05499982833862,-9.41100025177002,-6.08199977874756,-11.4099998474121,-8.43900012969971,-5.74200010299683,-6.83099985122681,-6.96299982070923,-10.3780002593994,-5.88500022888184,-9.2189998626709,-13.3579998016357,-13.1059999465942,-7.81699991226196,-7.82000017166138,-6.05900001525879,-10.83899974823,-7.4850001335144,-6.63299989700317,-12.9329996109009,-9.95400047302246,-7.38299989700317,-6.01000022888184,-4.72700023651123,37274326010690
216,-9.48799991607666,-10.0380001068115,-18.2999992370605,-13.3599996566772,-10.1149997711182,-8.30200004577637,-9.54500007629395,-9.65200042724609,-9.00800037384033,-14.5260000228882,-5.94299983978271,-13.8000001907349,-6.11299991607666,-8.99199962615967,-9.20600032806396,-12.1669998168945,-6.72700023651123,-9.55099964141846,-6.32200002670288,-11.6470003128052,-8.57499980926514,-5.88600015640259,-7.69700002670288,-7.02199983596802,-10.5909996032715,-6.70699977874756,-9.35599994659424,-13.423999786377,-13.0649995803833,-7.87799978256226,-7.68599987030029,-6.05999994277954,-10.6719999313354,-7.50799989700317,-6.5770001411438,-12.7130002975464,-9.57499980926514,-7.33799982070923,-5.90799999237061,-5.23699998855591,37274327010690
217,-9.90499973297119,-10.4079999923706,-18.6679992675781,-14.0570001602173,-11.9540004730225,-9.03899955749512,-10.4139995574951,-10.7469997406006,-8.18000030517578,-15.2489995956421,-7.73699998855591,-13.5179996490479,-7.19999980926514,-9.20600032806396,-9.47299957275391,-12.371000289917,-8.51000022888184,-9.98600006103516,-6.51999998092651,-12.3640003204346,-8.92300033569336,-5.90199995040894,-10.8909997940063,-6.38100004196167,-12.3660001754761,-10.0559997558594,-9.87199974060059,-14.0080003738403,-12.7580003738403,-9.25800037384033,-7.85200023651123,-6.30800008773804,-11.1219997406006,-8.17099952697754,-6.55499982833862,-13.0109996795654,-9.66499996185303,-7.15399980545044,-5.44500017166138,-6.78700017929077,37274328010690
218,-11.5909996032715,-12.5010004043579,-20.9409999847412,-15.5530004501343,-14.9490003585815,-11.1269998550415,-12.4049997329712,-12.5699996948242,-9.52099990844727,-15.5570001602173,-10.1820001602173,-14.7709999084473,-9.10000038146973,-11.2360000610352,-9.33199977874756,-14.2200002670288,-9.44299983978271,-11.0590000152588,-7.26800012588501,-14.4329996109009,-9.72299957275391,-6.86100006103516,-13.0450000762939,-6.88700008392334,-15.7829999923706,-12.5279998779297,-10.2729997634888,-15.6190004348755,-14.1680002212524,-12.2419996261597,-10.1180000305176,-8.70499992370605,-12.3420000076294,-9.10499954223633,-7.90399980545044,-13.7209997177124,-11.3299999237061,-9.1230001449585,-7.13600015640259,-8.64599990844727,37274329010690
219,-11.7489995956421,-11.5729999542236,-17.6009998321533,-13.8699998855591,-9.4980001449585,-8.77299976348877,-9.82499980926514,-10.4779996871948,-10.3540000915527,-17.8740005493164,-7.82200002670288,-15.2360000610352,-8.4040002822876,-9.42199993133545,-10.2679996490479,-13.83899974823,-8.57499980926514,-11.7600002288818,-7.43900012969971,-11.8299999237061,-10.2170000076294,-7.39599990844727,-8.86200046539307,-8.25699996948242,-10.7159996032715,-8.43599987030029,-11.043999671936,-14.8929996490479,-14.0570001602173,-9.49300003051758,-8.97599983215332,-9.27099990844727,-12.3319997787476,-8.48900032043457,-8.84799957275391,-14.7150001525879,-11.3140001296997,-8.99899959564209,-7.65199995040894,-7.17600011825562,37274331010690
220,-11.0869998931885,-11.5839996337891,-20.7819995880127,-13.5329999923706,-10.7880001068115,-8.30799961090088,-10.2709999084473,-9.95699977874756,-10.5539999008179,-18.4069995880127,-8.44499969482422,-16.9449996948242,-8.86200046539307,-9.70800018310547,-10.9490003585815,-15.4779996871948,-9.13099956512451,-12.5109996795654,-7.69999980926514,-12.5469999313354,-10.7919998168945,-7.97399997711182,-9.63899993896484,-8.76900005340576,-11.1129999160767,-9.10200023651123,-11.7760000228882,-16.0440006256104,-15.0559997558594,-10.4049997329712,-9.49100017547607,-10.6750001907349,-12.8850002288818,-9.09700012207031,-9.56900024414062,-15.8129997253418,-11.8210000991821,-9.30099964141846,-7.76800012588501,-7.5310001373291,37274333010690
221,-9.92000007629395,-11.21399974823,-19.2479991912842,-14.3599996566772,-11.0089998245239,-10.2609996795654,-10.9449996948242,-11.03600025177,-10.9010000228882,-18.1040000915527,-8.49899959564209,-13.1990003585815,-9.70499992370605,-8.67000007629395,-8.82299995422363,-11.7740001678467,-9.21199989318848,-11.4250001907349,-6.51800012588501,-10.5880002975464,-9.6899995803833,-6.8899998664856,-7.97300004959106,-8.4399995803833,-12.9180002212524,-8.02999973297119,-11.5620002746582,-13.6350002288818,-13.081000328064,-8.84099960327148,-8.47999954223633,-9.52999973297119,-11.3559999465942,-7.95800018310547,-9.20600032806396,-13.6999998092651,-9.08600044250488,-9.40799999237061,-7.72900009155273,-7.17799997329712,37274340010690
222,-7.39200019836426,-10.2329998016357,-18.6229991912842,-14.206000328064,-12.0979995727539,-10.8059997558594,-9.47900009155273,-10.2799997329712,-10.1330003738403,-16.2759990692139,-8.13899993896484,-13.2200002670288,-7.88700008392334,-8.91199970245361,-9.11800003051758,-11.1149997711182,-11.4329996109009,-9.64799976348877,-7.93900012969971,-12.8190002441406,-9.2819995880127,-7.56300020217896,-8.16800022125244,-6.70100021362305,-11.625,-8.98600006103516,-9.97799968719482,-13.2290000915527,-15.4060001373291,-9.98999977111816,-9.46599960327148,-8.98299980163574,-12,-8.20100021362305,-8.71399974822998,-14.0139999389648,-10.6780004501343,-9.4680004119873,-7.53000020980835,-7.53000020980835,37274349010690
223,-12.3190002441406,-14.1510000228882,-21.3190002441406,-16.57200050354,-14.5979995727539,-11.8669996261597,-14.6879997253418,-14.246000289917,-13.2170000076294,-20.4160003662109,-11.9020004272461,-14.7609996795654,-12.246000289917,-11.5819997787476,-11.923999786377,-13.2770004272461,-11.8920001983643,-13.7919998168945,-10.3879995346069,-13.41100025177,-12.9340000152588,-10.1440000534058,-10.5179996490479,-10.7639999389648,-13.3599996566772,-11.3090000152588,-14.2530002593994,-15.3030004501343,-15.5279998779297,-11.1560001373291,-11.46399974823,-11.7919998168945,-13.6420001983643,-10.5900001525879,-11.7639999389648,-16.0900001525879,-10.9659996032715,-12.78600025177,-11.2209997177124,-10.3360004425049,37274352010690
224,-10.5290002822876,-12.8819999694824,-20.3120002746582,-15.4589996337891,-13.4379997253418,-11.8059997558594,-13.0559997558594,-13.0900001525879,-12.0310001373291,-19.4230003356934,-10.5050001144409,-13.6569995880127,-11.3269996643066,-10.2200002670288,-10.6440000534058,-12.3800001144409,-11.0200004577637,-12.5450000762939,-8.54699993133545,-12.3730001449585,-11.7609996795654,-8.6899995803833,-9.49600028991699,-9.53999996185303,-12.5410003662109,-10.0900001525879,-12.9779996871948,-14.048999786377,-14.585000038147,-10.0699996948242,-10.548999786377,-10.4720001220703,-12.5710000991821,-9.24499988555908,-10.4709997177124,-14.8170003890991,-9.78899955749512,-11.253999710083,-9.52200031280518,-9.12600040435791,37274353010690
225,-11.8009996414185,-13.3649997711182,-20.3999996185303,-16.3859996795654,-15.1389999389648,-14.8380002975464,-14.3690004348755,-14.826000213623,-13.3520002365112,-20.7940006256104,-12.789999961853,-15.5380001068115,-13.4739999771118,-11.6440000534058,-12.7480001449585,-13.3290004730225,-13.1890001296997,-13.7489995956421,-11.0699996948242,-13.6319999694824,-13.2209997177124,-10.6199998855591,-11.1789999008179,-10.4259996414185,-13.9530000686646,-12.2239999771118,-14.1049995422363,-15.1999998092651,-16.9029998779297,-11.246000289917,-12.8929996490479,-11.6110000610352,-15.2259998321533,-10.746000289917,-12.3620004653931,-16.4220008850098,-11.4969997406006,-13.1120004653931,-11.7370004653931,-12.0299997329712,37274354010690
226,-10.8430004119873,-13.1859998703003,-20.5459995269775,-15.8229999542236,-14.4860000610352,-15.1890001296997,-13.8179998397827,-14.326000213623,-13.0170001983643,-20.6040000915527,-12.2180004119873,-14.8900003433228,-12.6730003356934,-11.3360004425049,-12.5329999923706,-12.9610004425049,-12.4720001220703,-13.6090002059937,-10.5649995803833,-13.1420001983643,-12.793999671936,-10.2170000076294,-10.4020004272461,-10.6120004653931,-12.9519996643066,-11.6040000915527,-13.914999961853,-15.0909996032715,-15.7659997940063,-10.875,-12.0950002670288,-11.4209995269775,-14.2519998550415,-10.2510004043579,-11.8459997177124,-15.9479999542236,-11.0880002975464,-12.6909999847412,-11.2779998779297,-11.1420001983643,37274355010690
227,-11.9029998779297,-13.7849998474121,-20.5130004882812,-16.9710006713867,-16.2329998016357,-16.3169994354248,-14.5590000152588,-15.8059997558594,-14.3109998703003,-21.4440002441406,-14.8809995651245,-16.5380001068115,-14.3319997787476,-12.335000038147,-13.5659999847412,-13.46399974823,-14.9499998092651,-14.4569997787476,-12.3739995956421,-14.8269996643066,-14.1359996795654,-12.0310001373291,-12.0979995727539,-10.753999710083,-14.423999786377,-13.5719995498657,-14.4440002441406,-15.66100025177,-17.5170001983643,-11.5939998626709,-14.4169998168945,-11.9259996414185,-16.4249992370605,-11.0080003738403,-13.1479997634888,-17.0109996795654,-12.5,-13.6059999465942,-12.33899974823,-14.0019998550415,37274356010690
228,-12.6110000610352,-13.9300003051758,-21.7870006561279,-16.6189994812012,-14.9010000228882,-17.3819999694824,-15.2180004119873,-15.2720003128052,-14.1440000534058,-21.3339996337891,-13.6579999923706,-16.7240009307861,-13.6379995346069,-12.6639995574951,-13.1560001373291,-14.53600025177,-13.6759996414185,-15.5939998626709,-11.6090002059937,-13.6709995269775,-13.7209997177124,-11.1479997634888,-11.4680004119873,-13.0469999313354,-13.5710000991821,-12.6040000915527,-15.125,-15.9980001449585,-16.6259994506836,-11.9659996032715,-13.2790002822876,-13.0410003662109,-15.6850004196167,-11.2069997787476,-13.5670003890991,-17.6180000305176,-12.2250003814697,-13.7819995880127,-13.0559997558594,-12.4099998474121,37274357010690
229,-10.8760004043579,-13.8489999771118,-20.9020004272461,-16.3549995422363,-15.9709997177124,-16.2169990539551,-14.4729995727539,-14.8990001678467,-14.1540002822876,-21.0499992370605,-14.5640001296997,-15.9479999542236,-13.7290000915527,-11.8629999160767,-13.2270002365112,-12.8900003433228,-14.4049997329712,-14.4049997329712,-11.8430004119873,-13.9809999465942,-13.9119997024536,-11.0590000152588,-11.2159996032715,-11.1660003662109,-13.7259998321533,-13.2170000076294,-13.9429998397827,-15.2239999771118,-16.4860000610352,-11.1339998245239,-13.9209995269775,-11.8240003585815,-15.9090003967285,-10.4350004196167,-13.0270004272461,-16.8540000915527,-12.3400001525879,-13.3050003051758,-12.3269996643066,-13.4849996566772,37274358010690
230,-13.3900003433228,-15.9980001449585,-21.4340000152588,-18.7630004882812,-18.7590007781982,-19.6550006866455,-16.117000579834,-17.1639995574951,-17.9519996643066,-25.0219993591309,-19.6599998474121,-18.0179996490479,-16.1019992828369,-13.58899974823,-16.4300003051758,-11.8590002059937,-18.6580009460449,-15.9390001296997,-15.4910001754761,-16.6690006256104,-16.2810001373291,-13.0450000762939,-14.0170001983643,-12.5279998779297,-16.3320007324219,-18.2549991607666,-15.3739995956421,-16.3920001983643,-19.4589996337891,-13.1969995498657,-18.6140003204346,-13.2089996337891,-19.1079998016357,-12.5310001373291,-15.6929998397827,-19.3929996490479,-14.9739999771118,-15.9309997558594,-14.5080003738403,-18.0849990844727,37274359010690
231,-11.7390003204346,-13.4350004196167,-20.6259994506836,-16.7740001678467,-16.0189990997314,-16.0470008850098,-14.8030004501343,-15.3990001678467,-13.9440002441406,-21.7560005187988,-14.1990003585815,-16.2810001373291,-14.3699998855591,-12.0290002822876,-13.8719997406006,-13.7449998855591,-14.2519998550415,-14.1940002441406,-11.8280000686646,-14.2670001983643,-13.5659999847412,-11.1450004577637,-11.5989999771118,-11.0100002288818,-14.0710000991821,-13.0010004043579,-14.4409999847412,-15.673999786377,-17.136999130249,-11.5019998550415,-13.7340002059937,-12.0679998397827,-15.8159999847412,-10.9659996032715,-12.9119997024536,-17.0259990692139,-12.2799997329712,-13.66100025177,-12.2340002059937,-13.0649995803833,37274363010690
232,-10.2969999313354,-9.66100025177002,-20.7999992370605,-17.0669994354248,-8.57299995422363,-6.375,-8.54100036621094,-9.07999992370605,-8.78899955749512,-15.8680000305176,-5.52799987792969,-15.9479999542236,-5.79199981689453,-8.28400039672852,-9.89500045776367,-14.9519996643066,-6.80999994277954,-10.8210000991821,-5.02099990844727,-12.710000038147,-9.52600002288818,-6.32399988174438,-7.52099990844727,-7.67700004577637,-9.78699970245361,-6.57999992370605,-9.76799964904785,-14.91100025177,-15.3500003814697,-9.49499988555908,-7.2189998626709,-8.88300037384033,-11.7299995422363,-7.48899984359741,-7.62799978256226,-14.6579999923706,-11.539999961853,-6.74599981307983,-6.29500007629395,-5.53800010681152,37274417010690
233,-11.3360004425049,-10.1780004501343,-19.9780006408691,-15.3649997711182,-10.6809997558594,-10.6929998397827,-10.9879999160767,-11.1330003738403,-12.0769996643066,-18.6000003814697,-9.80399990081787,-14.2869997024536,-10.4370002746582,-9.46000003814697,-11.0959997177124,-14.7159996032715,-10.8100004196167,-13.4530000686646,-8.03800010681152,-13.0790004730225,-11.4259996414185,-8.75,-9.5019998550415,-9.43299961090088,-11.3780002593994,-9.22500038146973,-12.1870002746582,-15.6149997711182,-15.1940002441406,-10.2150001525879,-10.1709995269775,-10.5729999542236,-13.3699998855591,-9.03499984741211,-9.98400020599365,-15.5699996948242,-11.4700002670288,-10.3269996643066,-8.78899955749512,-8.05000019073486,37274447010690
234,-10.7489995956421,-10.5270004272461,-16.753999710083,-12.4930000305176,-9.19099998474121,-8.67599964141846,-10.0179996490479,-8.36299991607666,-8.4370002746582,-16.5030002593994,-7.70300006866455,-12.2209997177124,-7.56500005722046,-9.18599987030029,-9.23999977111816,-11.3559999465942,-9.05900001525879,-11.2749996185303,-6.6710000038147,-9.48299980163574,-9.4370002746582,-6.30900001525879,-7.64699983596802,-7.34700012207031,-9.7180004119873,-8.0930004119873,-10.5059995651245,-12.5190000534058,-12.2370004653931,-7.86800003051758,-8.30500030517578,-8.70600032806396,-10.9379997253418,-7.48799991607666,-8.36299991607666,-12.5909996032715,-8.04300022125244,-9.15100002288818,-7.02199983596802,-6.42000007629395,37274461010690
235,-7.75699996948242,-9.76799964904785,-18.2810001373291,-12.5620002746582,-11.6499996185303,-9.20100021362305,-8.52600002288818,-7.63600015640259,-8.36800003051758,-15.8909997940063,-7.31099987030029,-12.3529996871948,-6.61999988555908,-7.79300022125244,-9.5930004119873,-11.0200004577637,-8.6879997253418,-9.42099952697754,-6.73299980163574,-9.70199966430664,-9.61200046539307,-6.1729998588562,-8.0310001373291,-6.60500001907349,-9.73600006103516,-7.6560001373291,-9.42800045013428,-11.9079999923706,-12.539999961853,-8.71199989318848,-7.53200006484985,-7.57299995422363,-9.58500003814697,-7.39400005340576,-7.84899997711182,-12.0920000076294,-8.59899997711182,-8.30599975585938,-5.98600006103516,-6.32299995422363,37274462010690
236,-9.16699981689453,-10.5559997558594,-18.7119998931885,-13.1309995651245,-11.5579996109009,-9.25699996948242,-9.70400047302246,-9.01399993896484,-8.73600006103516,-17.0160007476807,-7.97399997711182,-12.4020004272461,-8.22399997711182,-8.81900024414062,-9.44400024414062,-11.3760004043579,-9.50699996948242,-10.9130001068115,-6.77199983596802,-9.60799980163574,-10.121000289917,-6.81300020217896,-8.30599975585938,-7.31500005722046,-10.0419998168945,-8.20499992370605,-10.8070001602173,-12.5430002212524,-12.9200000762939,-8.82800006866455,-8.59000015258789,-8.73999977111816,-10.7229995727539,-7.69700002670288,-8.58600044250488,-12.710000038147,-8.35999965667725,-9.14599990844727,-7.20699977874756,-7.00400018692017,37274463010690
