"ID","PRISM_tmin_stable_4kmM3_198112_bil","PRISM_tmin_stable_4kmM3_198212_bil","PRISM_tmin_stable_4kmM3_198312_bil","PRISM_tmin_stable_4kmM3_198412_bil","PRISM_tmin_stable_4kmM3_198512_bil","PRISM_tmin_stable_4kmM3_198612_bil","PRISM_tmin_stable_4kmM3_198712_bil","PRISM_tmin_stable_4kmM3_198812_bil","PRISM_tmin_stable_4kmM3_198912_bil","PRISM_tmin_stable_4kmM3_199012_bil","PRISM_tmin_stable_4kmM3_199112_bil","PRISM_tmin_stable_4kmM3_199212_bil","PRISM_tmin_stable_4kmM3_199312_bil","PRISM_tmin_stable_4kmM3_199412_bil","PRISM_tmin_stable_4kmM3_199512_bil","PRISM_tmin_stable_4kmM3_199612_bil","PRISM_tmin_stable_4kmM3_199712_bil","PRISM_tmin_stable_4kmM3_199812_bil","PRISM_tmin_stable_4kmM3_199912_bil","PRISM_tmin_stable_4kmM3_200012_bil","PRISM_tmin_stable_4kmM3_200112_bil","PRISM_tmin_stable_4kmM3_200212_bil","PRISM_tmin_stable_4kmM3_200312_bil","PRISM_tmin_stable_4kmM3_200412_bil","PRISM_tmin_stable_4kmM3_200512_bil","PRISM_tmin_stable_4kmM3_200612_bil","PRISM_tmin_stable_4kmM3_200712_bil","PRISM_tmin_stable_4kmM3_200812_bil","PRISM_tmin_stable_4kmM3_200912_bil","PRISM_tmin_stable_4kmM3_201012_bil","PRISM_tmin_stable_4kmM3_201112_bil","PRISM_tmin_stable_4kmM3_201212_bil","PRISM_tmin_stable_4kmM3_201312_bil","PRISM_tmin_stable_4kmM3_201412_bil","PRISM_tmin_stable_4kmM3_201512_bil","PRISM_tmin_stable_4kmM3_201612_bil","PRISM_tmin_stable_4kmM3_201712_bil","PRISM_tmin_stable_4kmM3_201812_bil","PRISM_tmin_stable_4kmM3_201912_bil","PRISM_tmin_stable_4kmM3_202012_bil","PLT_CN"
21,-9.61200046539307,-10.2959995269775,-9.62800025939941,-8.88799953460693,-10.4200000762939,-11.0950002670288,-11.6929998397827,-12.2390003204346,-12.6009998321533,-12.3319997787476,-11.8970003128052,-13.3269996643066,-11.5880002975464,-9.33300018310547,-9.10299968719482,-11.1730003356934,-12.0179996490479,-9.8129997253418,-11.6020002365112,-10.1280002593994,-11.7449998855591,-12.1569995880127,-9.97599983215332,-10.3870000839233,-9.55200004577637,-9.75100040435791,-10.6129999160767,-9.44600009918213,-12.121000289917,-5.80000019073486,-10.8999996185303,-9.37899971008301,-9.44900035858154,-8.1569995880127,-9.31400012969971,-8.04399967193604,-5.92899990081787,-8.85400009155273,-9.08100032806396,-9.68900012969971,37264380010690
22,-9.50899982452393,-11.1180000305176,-11.6969995498657,-9.24199962615967,-10.7170000076294,-11.5389995574951,-12.4350004196167,-14.5950002670288,-14.2449998855591,-13.2819995880127,-12.9379997253418,-15.0600004196167,-11.0159997940063,-9.91899967193604,-9.89000034332275,-11.9549999237061,-12.5410003662109,-10.0710000991821,-11.8249998092651,-10.6330003738403,-11.9969997406006,-12.1499996185303,-10.58899974823,-10.6859998703003,-10.0159997940063,-10.1359996795654,-11.2489995956421,-9.91899967193604,-12.4250001907349,-6.9520001411438,-10.9069995880127,-10.2150001525879,-9.79699993133545,-8.73999977111816,-9.71300029754639,-8.23799991607666,-6.22599983215332,-9.55500030517578,-9.35700035095215,-10.2220001220703,37264427010690
23,-10.9090003967285,-12.1379995346069,-13.0190000534058,-10.706000328064,-11.7980003356934,-12.706000328064,-13.2629995346069,-13.1389999389648,-13.7779998779297,-13.6120004653931,-12.875,-13.3769998550415,-12.5459995269775,-10.7799997329712,-10.7510004043579,-12.4779996871948,-13.6850004196167,-10.8669996261597,-12.9060001373291,-11.4820003509521,-13.1840000152588,-13.2480001449585,-11.6149997711182,-11.3780002593994,-11.1789999008179,-10.9519996643066,-12.2609996795654,-10.8159999847412,-13.9589996337891,-7.27099990844727,-11.4879999160767,-11.0780000686646,-10.7690000534058,-9.69200038909912,-10.7650003433228,-9.30799961090088,-7.37099981307983,-10.6160001754761,-10.2469997406006,-11.2200002670288,37264440010690
24,-10.2779998779297,-11.3409996032715,-8.05399990081787,-9.94299983978271,-9.99499988555908,-11.3070001602173,-10.6339998245239,-13.2650003433228,-12.6319999694824,-12.1820001602173,-10.3809995651245,-12.206000328064,-10.2629995346069,-9.54500007629395,-10.9750003814697,-10.2449998855591,-13.9049997329712,-10.4219999313354,-12.5249996185303,-9.64000034332275,-13.0559997558594,-12.2749996185303,-11.28600025177,-9.84200000762939,-9.0629997253418,-10.0419998168945,-10.9530000686646,-7.98199987411499,-11.4160003662109,-7.15899991989136,-12.1490001678467,-9.32999992370605,-10.1829996109009,-8.00100040435791,-10.2740001678467,-8.59200000762939,-10.1099996566772,-7.68100023269653,-7.36800003051758,-8.19299983978271,37271545010690
25,-6.59600019454956,-12.7880001068115,-7.55800008773804,-10.7110004425049,-10.0690002441406,-10.9329996109009,-9.80300045013428,-15.0950002670288,-14.66100025177,-12.2440004348755,-10.4650001525879,-12.5340003967285,-11.2980003356934,-9.73799991607666,-10.3319997787476,-10.1800003051758,-14.0179996490479,-10.3739995956421,-12.3900003433228,-8.91399955749512,-12.831000328064,-12.2880001068115,-11.6909999847412,-9.25,-7.77199983596802,-9.03299999237061,-10.4799995422363,-7.09999990463257,-10.0699996948242,-5.6399998664856,-10.8859996795654,-8.19999980926514,-9.25100040435791,-6.83400011062622,-8.11800003051758,-7.04099988937378,-7.18900012969971,-8.80399990081787,-8.66300010681152,-9.16699981689453,37271546010690
26,-6.00500011444092,-8.79500007629395,-7.21999979019165,-8.07199954986572,-7.4980001449585,-7.79199981689453,-10.5930004119873,-9.43599987030029,-8.42300033569336,-12.0410003662109,-7.75500011444092,-10.4980001449585,-9.39999961853027,-7.44500017166138,-7.82800006866455,-7.04099988937378,-9.36499977111816,-8.21000003814697,-8.96399974822998,-7.46000003814697,-10.6160001754761,-9.27099990844727,-7.65899991989136,-7.39200019836426,-7.67199993133545,-7.97499990463257,-10.2440004348755,-8.2790002822876,-10.4460000991821,-5.31899976730347,-9.63799953460693,-8.2810001373291,-9.05000019073486,-6.50600004196167,-9.64799976348877,-7.21099996566772,-5.32800006866455,-7.93699979782104,-8.08100032806396,-7.85900020599365,37271688010690
27,-5.34700012207031,-6.26300001144409,-4.36999988555908,-5.02899980545044,-5.75400018692017,-5.28399991989136,-8.13399982452393,-7.6399998664856,-8.81900024414062,-9.17700004577637,-5.42999982833862,-7.53599977493286,-7.22499990463257,-4.40999984741211,-5.08799982070923,-4.98000001907349,-7.17899990081787,-5.79400014877319,-7.35099983215332,-4.82200002670288,-7.54099988937378,-6.54699993133545,-5.78499984741211,-5.47800016403198,-5.12400007247925,-6.17700004577637,-6.57999992370605,-4.375,-7.39599990844727,-1.76699995994568,-7.10300016403198,-5.64799976348877,-6.35400009155273,-3.61500000953674,-6.37799978256226,-4.22300004959106,-3.62800002098083,-4.47399997711182,-5.30299997329712,-5.59000015258789,37271850010690
28,-13.5950002670288,-14.1190004348755,-13.4860000610352,-11.8369998931885,-15.2740001678467,-13.1569995880127,-14.2889995574951,-15.6940002441406,-15.1099996566772,-17.7789993286133,-15.7580003738403,-16.2630004882812,-15.1510000228882,-12.9879999160767,-11.7360000610352,-14.6180000305176,-14.9160003662109,-12.4119997024536,-13.8950004577637,-12.5109996795654,-14.9490003585815,-14.0179996490479,-13.3889999389648,-13.3520002365112,-13.2440004348755,-12.3439998626709,-14.5979995727539,-12.4169998168945,-15.8149995803833,-8.50599956512451,-14.9029998779297,-14.201000213623,-15.3430004119873,-11.0500001907349,-12.9919996261597,-12.6149997711182,-10.8360004425049,-12.8039999008179,-13.3879995346069,-13.3339996337891,37272720010690
29,-11.5369997024536,-13.5970001220703,-13.5290002822876,-11.9549999237061,-13.3280000686646,-12.9399995803833,-14.378999710083,-14.3629999160767,-13.6549997329712,-16.2280006408691,-12.7089996337891,-14.2840003967285,-13.9119997024536,-11.9770002365112,-11.585000038147,-14.4300003051758,-13.4429998397827,-12.46399974823,-13.2130002975464,-11.8929996490479,-14.2700004577637,-14.0260000228882,-12.8059997558594,-12.0640001296997,-12.4860000610352,-11.6809997558594,-13.3109998703003,-12.0329999923706,-15.3500003814697,-8.5600004196167,-12.3020000457764,-12.4940004348755,-12.4610004425049,-10.8570003509521,-12.7309999465942,-11.6389999389648,-9.49600028991699,-12.2629995346069,-12.0229997634888,-12.0380001068115,37272728010690
30,-9.90799999237061,-11.5089998245239,-14.3190002441406,-10.8210000991821,-10.4940004348755,-12.7729997634888,-12.8360004425049,-11.7299995422363,-12.2110004425049,-13.7250003814697,-11.3380002975464,-11.9230003356934,-11.6949996948242,-9.19900035858154,-10.1009998321533,-11.0989999771118,-12.2419996261597,-11.1840000152588,-10.2700004577637,-11.2259998321533,-10.9440002441406,-10.3229999542236,-8.96500015258789,-9.22999954223633,-11.8090000152588,-10.039999961853,-12.0459995269775,-11.4700002670288,-13.8610000610352,-8.4980001449585,-11.2390003204346,-10.4200000762939,-11.3409996032715,-9.44400024414062,-10.8299999237061,-11.585000038147,-7.77099990844727,-10.4829998016357,-9.52999973297119,-11.1700000762939,37272776010690
