"","PLT_CN","PREV_PLT_CN","PLOT.STATEAB","INVYR","ELEV","LAT","LON","TPH.PICO","TPH.PIEN","TPH.ABLA","TPH.total","TPH.Allhosts","QMD.PICO","QMD.PIEN","QMD.ABLA","QMD.Allhosts","QMD.total","BA.PICO","BA.PIEN","BA.ABLA","BA.total","BA.Allhosts","BA.Otherhosts","SDI.PICO","SDI.PIEN","SDI.ABLA","stand.MPB","stand.SB","stand.WBBB","stand.allBBs","BA.MPB","BA.SB","BA.WBBB","BA.allBBs","agentSB","agentMPB","agentWBBB","agents","nagents","hostsPICO","hostsPIEN","hostsABLA","hosts","nhosts","STATEFP","STATENS","AFFGEOID","GEOID","STUSPS","NAME","LSAD","ALAND","AWATER"
"2837",14547091020004,12432790010690,"88287.UT",2017,8920,39.47888,-110.184865,0,0,14.8708925683,282.5469587977,14.8708925683,0,0,19.05,19.05,17.9226607517146,0,0,0.423854987476353,7.12829898938008,0.423854987476353,0,0,0,0.631099769313487,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2867",14547279020004,12433224010690,"80404.UT",2017,8640,39.842679,-110.597471,0,0,29.7417851366,416.3849919124,29.7417851366,0,0,14.0975720604649,14.0975720604649,22.9788292502966,0,0,0.464243658282988,17.2679652177833,0.464243658282988,2.22574731023582,0,0,0.779678731723077,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2879",14547841020004,12436781010690,"85319.UT",2017,9070,38.520487,-109.163862,0,14.8708925683,29.7417851366,59.4835702732,44.6126777049,0,13.462,23.6124389252783,20.7871754374342,19.4993601433483,0,0.211663761745969,1.30238392951845,1.77634799551423,1.51404769126442,0,0,0.362110727846846,1.75593482879966,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2885",14548644020004,11948863010690,"80244.UT",2016,9730,38.48279,-112.374969,0,14.8708925683,208.1924959562,1754.7653230594,223.0633885245,0,14.986,19.9001919875879,19.6109275184356,19.6587701134349,0,0.26230030424981,6.47544928066984,53.2625596262506,6.73774958491965,4.04399101651216,0,0.429895816297229,9.25729844687735,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2886",14548657020004,12441098010690,"84496.UT",2017,9450,38.349522,-112.035941,0,0,0,44.6126777049,0,0,0,0,0,14.0582364944304,0,0,0,0.692484859539143,0,0,0,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","absent","none",0,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2903",14549194020004,31056541010690,"86617.UT",2019,9000,38.71541,-111.514001,0,29.7417851366,0,594.835702732,29.7417851366,0,13.335604748192,0,13.335604748192,30.9866987431704,0,0.415415563725712,0,44.8577977945862,0.415415563725712,6.03742811761205,0,0.713351845016504,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2919",14549277020004,31057869010690,"87627.UT",2019,9310,40.87905,-110.943489,0,0,89.2253554098,104.0962479781,89.2253554098,0,0,49.437105194378,49.437105194378,46.9084334543679,0,0,17.1271323339445,17.9898373564541,17.1271323339445,0,0,0,16.7697662375883,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2954",14550088020004,11957837010690,"84578.UT",2016,9380,38.491725,-111.457376,0,0,0,29.7417851366,0,0,0,0,0,14.6716609148385,0,0,0,0.502823881143058,0,0,0,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","absent","none",0,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"2957",14550197020004,31544864010690,"80043.UT",2018,8030,41.373245,-111.777703,0,0,267.6760662294,267.6760662294,267.6760662294,0,0,35.3449110119752,35.3449110119752,35.3449110119752,0,0,26.2635620639903,26.2635620639903,26.2635620639903,0,0,0,29.52059455217,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"49","01455989","0400000US49","49","UT","Utah","00",212886221680,6998824394
"4247",37259363010690,-9999,"91728.NM",2010,9750,36.596942,-105.222101,0,208.1924959562,14.8708925683,1784.507108196,223.0633885245,0,16.1933715451724,13.716,16.0401217867363,15.7629972942965,0,4.28775472930967,0.219726425507741,34.8246039390371,4.50748115481741,0,0,6.74505810576475,0.373104095047531,0,2,0,2,0,0.686155291726163,0,0.686155291726163,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4259",37261819010690,-9999,"80001.NM",2010,8970,36.241395,-105.224944,0,14.8708925683,0,684.0610581418,14.8708925683,0,27.686,0,27.686,20.0854913589495,0,0.89525708554783,0,21.6745500475819,0.89525708554783,6.60769203676246,0,1.14784275323976,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4260",37261822010690,-9999,"90676.NM",2010,10260,36.188262,-105.394369,0,237.9342810928,0,490.7394547539,237.9342810928,0,22.6362136575444,0,22.6362136575444,24.1166278737306,0,9.57535511707689,0,22.4168425776493,9.57535511707689,0.253484120510302,0,12.8464195716041,0,0,12,0,12,0,5.99334719891451,0,5.99334719891451,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4267",37262457010690,-9999,"80809.NM",2010,9000,36.992226,-106.624779,0,14.8708925683,0,1026.0915872127,14.8708925683,0,38.862,0,38.862,27.2695479658331,0,1.76391491588159,0,59.9283480532965,1.76391491588159,30.6339779348576,0,1.97472347649048,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4272",37262521010690,-9999,"85815.NM",2010,10140,36.772528,-106.237534,0,267.6760662294,0,698.9319507101,267.6760662294,0,27.0895627584582,0,27.0895627584582,25.8779412611377,0,15.4277940801548,0,36.7607735218291,15.4277940801548,0,0,18.9584722357161,0,0,2,0,2,0,0.644108876968509,0,0.644108876968509,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4280",37262723010690,-9999,"91264.NM",2010,10400,36.005816,-106.443911,0,386.6432067758,0,535.3521324588,386.6432067758,0,18.4133492628832,0,18.4133492628832,18.2382494591266,0,10.2959462717856,0,13.986084306753,10.2959462717856,0,0,15.302081150608,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4288",37262966010690,-9999,"81869.NM",2010,8810,35.827475,-106.439937,0,14.8708925683,0,520.4812398905,14.8708925683,0,24.384,0,24.384,31.5235241485285,0,0.694444011481256,0,40.6223373517314,0.694444011481256,19.1309680107371,0,0.936772154470606,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4292",37263627010690,-9999,"85146.NM",2010,10290,35.762977,-105.585473,0,936.8662318029,0,966.6080169395,936.8662318029,0,22.5635588758258,0,22.5635588758258,22.4032962094008,0,37.46132104513,0,38.1034707701564,37.46132104513,0,0,50.9198670952564,0,0,1,0,1,0,0.401550796135375,0,0.401550796135375,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4294",37263658010690,-9999,"85818.NM",2010,10710,35.875014,-105.726045,0,282.5469587977,0,921.9953392346,282.5469587977,0,28.2780596110911,0,28.2780596110911,24.6750542778107,0,17.7451694196833,0,44.0895088252869,17.7451694196833,0,0,21.8871831921424,0,0,2,0,2,0,0.913642973004582,0,0.913642973004582,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4297",37264348010690,-9999,"84815.NM",2010,10810,36.868789,-105.33544,0,282.5469587977,0,475.8685621856,282.5469587977,0,31.9135823848025,0,31.9135823848025,28.4867044184651,0,22.6012289162013,0,30.3292544558612,22.6012289162013,0,0,25.1888518386572,0,0,1,0,1,0,0.379849420776586,0,0.379849420776586,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4299",37264364010690,-9999,"83951.NM",2010,9640,36.732595,-105.452414,0,178.4507108196,0,892.253554098,178.4507108196,0,17.6418801908036,0,17.6418801908036,20.6455027047862,0,4.36212715111219,0,29.8696072694424,4.36212715111219,6.77926853569289,0,6.55885058919509,0,0,9,0,9,0,2.57522987590966,0,2.57522987590966,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4306",37264380010690,-9999,"92915.NM",2010,9800,36.59565,-105.498248,0,14.8708925683,0,654.3192730052,14.8708925683,0,21.082,0,21.082,31.4475463069422,0,0.51909991266215,0,50.8222098263557,0.51909991266215,7.57385535221522,0,0.74220683216744,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4311",37264427010690,-9999,"85708.NM",2010,10700,36.096773,-105.555547,0,148.708925683,0,1382.9930088519,148.708925683,0,24.6818218533398,0,24.6818218533398,17.9738521418533,0,7.11511238976971,0,35.0907471951734,7.11511238976971,0,0,8.85406458574862,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4314",37264440010690,-9999,"87868.NM",2010,10620,36.534871,-105.359182,0,535.3521324588,0,773.2864135516,535.3521324588,0,28.1819521305549,0,28.1819521305549,26.0986366737952,0,33.3942723172991,0,41.3681714256942,33.3942723172991,2.9840144638313,0,40.8732588113364,0,0,2,0,2,0,2.27118456489329,0,2.27118456489329,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"35","00897535","0400000US35","35","NM","New Mexico","00",314196306401,728776523
"4317",37271545010690,-9999,"80411.AZ",2010,9620,33.975422,-109.644946,0,74.3544628415,0,921.9953392346,74.3544628415,0,28.0082656942553,0,28.0082656942553,27.1512237709107,0,4.58110005664219,0,53.3823693027106,4.58110005664219,1.97753782956967,0,5.51843114997454,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"04","01779777","0400000US04","04","AZ","Arizona","00",294198551143,1027337603
"4318",37271546010690,-9999,"83218.AZ",2010,9020,33.974481,-109.479342,0,356.9014216392,0,594.835702732,356.9014216392,0,30.0662050592799,0,30.0662050592799,28.9330139028066,0,25.3393698112974,0,39.1088171244514,25.3393698112974,0,0,29.9915716983954,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"04","01779777","0400000US04","04","AZ","Arizona","00",294198551143,1027337603
"4319",37271688010690,-9999,"90670.AZ",2010,8410,36.323424,-112.168928,0,74.3544628415,133.8380331147,505.6103473222,208.1924959562,0,17.4052098407345,21.6611025265721,20.2441118635236,28.0841162874508,0,1.76911420372797,4.9320896622715,31.3204346345748,6.70120386599947,21.2915358428988,0,2.70766101737261,6.80533824388946,0,1,0,1,0,0.203751801979744,0,0.203751801979744,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"04","01779777","0400000US04","04","AZ","Arizona","00",294198551143,1027337603
"4320",37271850010690,-9999,"88735.AZ",2010,7050,34.296124,-110.786554,0,0,29.7417851366,282.5469587977,29.7417851366,0,0,34.1651244692596,34.1651244692596,33.4658095469328,0,0,2.72661203943677,24.8532740736601,2.72661203943677,0,0,0,3.21374621124824,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"04","01779777","0400000US04","04","AZ","Arizona","00",294198551143,1027337603
"4321",37272720010690,-9999,"80428.CO",2010,8930,37.257013,-106.74337,0,74.3544628415,89.2253554098,371.7723142075,163.5798182513,0,37.5892539537565,27.51966240103,32.4860123409781,43.260815901691,0,8.25134516419743,5.30719190718835,54.6457962493801,13.5585370713858,34.6650837597504,0,8.73209102750201,6.57123215179562,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4322",37272728010690,-9999,"87416.CO",2010,11260,37.032959,-106.61826,0,163.5798182513,14.8708925683,490.7394547539,178.4507108196,0,27.5889115011481,21.336,27.1229504786383,22.6187093997224,0,9.77888086306331,0.531683696290337,19.7186382413732,10.3105645593537,1.88719078423916,0,12.0622753674371,0.756566065247231,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4323",37272776010690,-9999,"82820.CO",2010,10040,40.154776,-105.52941,356.9014216392,475.8685621856,282.5469587977,1249.1549757372,1115.3169426225,26.5661820616613,20.5450224172426,17.4032198109854,21.9696736786568,22.1235312280838,19.7832149034652,15.7757696058732,6.72109679341169,48.0192662131743,42.28008130275,5.73918491042425,25.2523950221776,22.1335716740665,10.2534852329945,1,0,0,1,1.45587594898322,0,0,1.45587594898322,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4324",37272778010690,-9999,"88708.CO",2010,10460,40.021159,-105.583222,0,386.6432067758,565.0939175954,951.7371243712,951.7371243712,0,29.8125776425372,24.2604118570498,26.6558221243502,26.6558221243502,0,26.989804618532,26.1220510121715,53.1118556307035,53.1118556307035,0,0,32.557447586887,34.0219181950901,0,0,1,1,0,0,0.51909991266215,0.51909991266215,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4325",37272790010690,-9999,"85121.CO",2010,10970,38.566283,-106.307856,0,594.835702732,0,803.0281986882,594.835702732,0,31.1410111685539,0,31.1410111685539,29.4263666110161,0,45.3056900693523,0,54.6127920743553,45.3056900693523,9.30710200500297,0,52.9090223794261,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4326",37272792010690,-9999,"89788.CO",2010,11220,38.437026,-106.200596,0,0,0,44.6126777049,0,0,0,0,0,14.2828425742217,0,0,0,0.714789050880121,0,0.714789050880121,0,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","absent","none",0,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4327",37272793010690,-9999,"90657.CO",2010,10680,38.9817,-106.406283,104.0962479781,74.3544628415,0,237.9342810928,178.4507108196,27.4768165654507,28.6615112651095,0,27.9765367168037,25.5670115529758,6.1724588976223,4.79728493825458,0,12.2153877110718,10.9697438358769,0.78140021691196,7.76201368681241,5.87858791257408,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","absent","PICO+PIEN",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4328",37272817010690,-9999,"84585.CO",2010,11320,39.70263,-105.878406,14.8708925683,193.3216033879,44.6126777049,327.1596365026,252.8051736611,34.544,28.9833238153359,16.7774642899337,27.6087876376984,25.7047041679852,1.39371055082002,12.7546066071395,0.986282298858307,16.9775586183639,15.1345994568178,1.84295916154607,1.63554407993652,15.484300461384,1.53937580723212,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4329",37272820010690,-9999,"81899.CO",2010,11180,39.567172,-105.757213,29.7417851366,0,0,148.708925683,29.7417851366,21.3662166983301,0,0,21.3662166983301,17.8683177943532,1.06638147249162,0,0,3.72901966581862,1.06638147249162,2.662638193327,1.47081855326474,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4330",37272845010690,-9999,"84452.CO",2010,10890,37.046725,-105.169101,0,104.0962479781,0,535.3521324588,104.0962479781,0,26.0315039464547,0,26.0315039464547,22.9933140499581,0,5.54018028430424,0,22.2296682151798,5.54018028430424,15.5573241643276,0,6.87387028929623,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4331",37272846010690,-9999,"87316.CO",2010,10710,37.138209,-105.22915,0,327.1596365026,0,460.9976696173,327.1596365026,0,24.3372321388817,0,24.3372321388817,23.3790408699758,0,15.2192197503176,0,19.7898458792692,15.2192197503176,0,0,19.8593233591159,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4332",37272865010690,-9999,"80080.CO",2010,10060,38.999574,-107.654555,0,208.1924959562,118.9671405464,342.0305290709,327.1596365026,0,45.3501536900845,31.1908483693535,40.7742467362561,40.746533464717,0,33.628918438366,9.09016360341285,44.6001693141984,42.7190820417789,0,0,34.6462901076176,10.5686383743347,0,3,0,3,0,6.58719629336805,0,6.58719629336805,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4333",37272877010690,-9999,"90112.CO",2010,10740,37.822745,-108.228058,0,401.5140993441,267.6760662294,669.1901655735,669.1901655735,0,34.711853355985,26.2991212400719,31.6165331629583,31.6165331629583,0,37.996772341309,14.5405996583688,52.5373719996778,52.5373719996778,0,0,42.4893591601226,18.4647956556718,0,3,1,4,0,3.70874997841753,1.69541994990541,5.40416992832294,"SB","absent","WBBB","SB+WBBB",2,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4334",37272880010690,-9999,"88526.CO",2010,9750,37.735908,-108.04071,0,356.9014216392,89.2253554098,446.126777049,446.126777049,0,44.9732147042363,28.5781042758263,42.2067961525945,42.2067961525945,0,56.6952198848258,5.72328563889402,62.4185055237198,62.4185055237198,0,0,57.4445988465018,7.06946148372918,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4335",37272883010690,-9999,"90121.CO",2010,9410,37.693394,-108.216804,0,0,14.8708925683,237.9342810928,14.8708925683,0,0,17.272,17.272,21.0733913146413,0,0,0.348427637705005,8.29881692279478,0.348427637705005,0.743874922020721,0,0,0.539528337973504,0,0,1,1,0,0,0.348427637705005,0.348427637705005,"absent","absent","WBBB","WBBB",1,"absent","absent","ABLA","ABLA",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4336",37272896010690,-9999,"80797.CO",2010,10490,39.916258,-107.107831,44.6126777049,29.7417851366,14.8708925683,416.3849919124,89.2253554098,32.9110561767116,14.305409885774,12.7,25.2322292581003,20.492025846307,3.79517871986382,0.478033073875552,0.188379994433935,13.7326755382405,4.4615917881733,0,4.40051613981452,0.795277325163388,0.329876977693224,2,0,0,2,3.01121653502756,0,0,3.01121653502756,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4337",37272901010690,-9999,"86637.CO",2010,9090,39.746292,-106.519823,327.1596365026,89.2253554098,89.2253554098,505.6103473222,505.6103473222,26.0883641565284,38.4905692172338,26.5920734555744,28.751078809427,28.751078809427,17.4881437552777,10.3821489572385,4.95544878158131,32.8257414940975,32.8257414940975,0,22.4831766080735,11.3602822073046,6.31051667958016,13,1,0,14,11.8950663685364,2.66324100930919,0,14.5583073778456,"SB","MPB","absent","MPB+SB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4338",37272905010690,-9999,"84298.CO",2010,8990,39.609926,-106.402106,981.4789095078,74.3544628415,44.6126777049,1100.4460500542,1100.4460500542,22.1300695544512,20.8635915412472,19.1709714586055,21.9341349055315,21.9341349055315,37.7517276445493,2.54199964489151,1.28776564195038,41.5814929313912,41.5814929313912,0,52.2475042801091,3.55953759701671,1.899575549527,6,0,0,6,4.62231759942434,0,0,4.62231759942434,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4339",37272906010690,-9999,"90099.CO",2010,11500,39.562474,-106.511645,0,386.6432067758,0,416.3849919124,386.6432067758,0,33.8333045931418,0,33.8333045931418,33.5966869476314,0,34.7607807969229,0,36.9129092053339,34.7607807969229,0,0,38.4901355358105,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4340",37272907010690,-9999,"82678.CO",2010,10870,39.560509,-106.218068,29.7417851366,74.3544628415,208.1924959562,312.2887439343,312.2887439343,19.9426397951726,23.6888194724853,17.4413920479825,19.3465252152618,19.3465252152618,0.929014780550391,3.27705838317272,4.97413607702915,9.18020924075227,9.18020924075227,0,1.3579930766529,4.44574140015721,7.57128886358105,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4341",37272909010690,-9999,"80131.CO",2010,11000,39.466722,-106.685478,0,565.0939175954,460.9976696173,1026.0915872127,1026.0915872127,0,25.2108006094297,21.7636315992322,23.7241194555673,23.7241194555673,0,28.2087738865151,17.1495118772832,45.3582857637983,45.3582857637983,0,0,36.0232767835108,23.6741510866571,0,0,21,21,0,0,10.6379689896798,10.6379689896798,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4342",37272910010690,-9999,"88266.CO",2010,11380,39.42561,-106.857976,0,297.417851366,252.8051736611,550.2230250271,550.2230250271,0,28.8845020798351,22.3615908568031,26.090788414843,26.090788414843,0,19.4888900001616,9.92845457864386,29.4173445788054,29.4173445788054,0,0,23.6502809595023,13.5978471686274,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4343",37272911010690,-9999,"83912.CO",2010,11320,39.427943,-106.568331,0,208.1924959562,312.2887439343,520.4812398905,520.4812398905,0,28.5848760710975,26.4210004424691,27.3071348667078,27.3071348667078,0,13.3606627252324,17.121631638107,30.4822943633394,30.4822943633394,0,0,16.4274966368223,21.5160837159602,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4344",37272912010690,-9999,"83083.CO",2010,9480,39.432354,-106.391878,44.6126777049,104.0962479781,0,788.1573061199,148.708925683,22.2546136040747,27.5978084223057,0,26.1099151434852,24.903611654416,1.73535650872541,6.22693839201259,0,38.3908632896648,7.962294900738,0,2.30546388741886,7.58386353299587,0,1,0,0,1,1.25393259495004,0,0,1.25393259495004,"absent","MPB","absent","MPB",1,"PICO","PIEN","absent","PICO+PIEN",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4345",37272958010690,-9999,"87150.CO",2010,8520,38.580092,-105.859077,0,0,44.6126777049,223.0633885245,44.6126777049,0,0,23.5417489862868,23.5417489862868,24.0058892441001,0,0,1.94189633462277,10.0961127736901,1.94189633462277,0,0,0,2.65028096679603,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4346",37272974010690,-9999,"88849.CO",2010,9640,39.81137,-107.56782,0,14.8708925683,148.708925683,163.5798182513,163.5798182513,0,48.768,21.0288377900444,24.8640631726704,24.8640631726704,0,2.77777604592502,5.16485198339407,7.94262802931909,7.94262802931909,0,0,2.83976214715347,7.23178532987314,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4347",37272975010690,-9999,"81484.CO",2010,10080,39.827636,-107.268046,0,89.2253554098,490.7394547539,639.4483804369,579.9648101637,0,31.6450090746287,32.9859381426619,32.7832115399299,32.8054476800481,0,7.0176069046507,41.9371543608825,54.0490084270134,48.9547612655332,0,0,8.21786657834449,46.4673385100944,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4348",37272982010690,-9999,"83222.CO",2010,9930,39.644253,-107.273698,0,14.8708925683,148.708925683,252.8051736611,163.5798182513,0,39.116,25.9555191664509,27.414248465152,24.5939071794813,0,1.78704797919808,7.86840631151212,12.00967675715,9.6554542907102,0,0,1.99541463588085,10.1005623098654,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4349",37273002010690,-9999,"81882.CO",2010,9710,39.888921,-105.413963,148.708925683,0,29.7417851366,342.0305290709,178.4507108196,24.2484209960154,0,17.9074503489469,23.3116794118313,23.4944179716393,6.86743037308797,0,0.749074209867097,14.8280675298749,7.61650458295507,1.63543975967765,8.99902981233633,0,1.14325489146514,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4350",37273003010690,-9999,"85757.CO",2010,9680,39.844469,-105.586452,104.0962479781,0,0,490.7394547539,104.0962479781,23.7319667717857,0,0,23.7319667717857,20.7331205533269,4.60460987994755,0,0,16.5680205104645,4.60460987994755,0,6.21456816982323,0,0,1,0,0,1,0.557303375533352,0,0,0.557303375533352,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
