"","PLT_CN","PREV_PLT_CN","PLOT.STATEAB","INVYR","ELEV","LAT","LON","TPH.PICO","TPH.PIEN","TPH.ABLA","TPH.total","TPH.Allhosts","QMD.PICO","QMD.PIEN","QMD.ABLA","QMD.Allhosts","QMD.total","BA.PICO","BA.PIEN","BA.ABLA","BA.total","BA.Allhosts","BA.Otherhosts","SDI.PICO","SDI.PIEN","SDI.ABLA","stand.MPB","stand.SB","stand.WBBB","stand.allBBs","BA.MPB","BA.SB","BA.WBBB","BA.allBBs","agentSB","agentMPB","agentWBBB","agents","nagents","hostsPICO","hostsPIEN","hostsABLA","hosts","nhosts","STATEFP","STATENS","AFFGEOID","GEOID","STUSPS","NAME","LSAD","ALAND","AWATER"
"6059",40394962010690,-9999,"90446.MT",2011,7780,45.108925,-111.31699,639.4483804369,59.4835702732,163.5798182513,862.5117689614,862.5117689614,21.8317017841188,24.1015753634488,16.1217711073059,21.040751920483,21.040751920483,23.9370691327312,2.71380219981526,3.33922378133592,29.9900951138824,29.9900951138824,0,33.3367673305331,3.48810771708121,5.28955494885793,5,0,5,10,2.87776814697056,0,1.68961784607685,4.5673859930474,"absent","MPB","WBBB","MPB+WBBB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6060",40394967010690,-9999,"93871.MT",2011,8360,44.92943,-111.312259,133.8380331147,44.6126777049,193.3216033879,431.2558844807,371.7723142075,32.3385660576759,44.9828669458347,18.2098147077972,28.1376517996794,27.1327777166417,10.9928768991934,7.08994482251333,5.03479443523688,24.9352570472377,23.1176161569436,1.81764089029415,13.1218995196572,7.46570286366145,7.48545342413801,0,0,1,1,0,0,0.423854987476353,0.423854987476353,"absent","absent","WBBB","WBBB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6061",40394968010690,-9999,"92025.MT",2011,7970,44.884006,-111.131019,59.4835702732,133.8380331147,282.5469587977,475.8685621856,475.8685621856,33.4844357127308,21.577047094849,24.4235857404488,25.0054179504163,25.0054179504163,5.23809412522998,4.8938861994003,13.237311504877,23.3692918295073,23.3692918295073,0,6.0555374697627,6.65237352525865,17.2088978356115,1,0,0,1,1.45587594898322,0,0,1.45587594898322,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6062",40394969010690,-9999,"83388.MT",2012,7360,44.839891,-111.126781,386.6432067758,59.4835702732,148.708925683,609.7065953003,594.835702732,23.5703662319382,15.892770054336,18.004282557214,21.6197124957757,21.9047501809038,16.870709485521,1.18001228513417,3.78598577613544,22.976707921107,21.8367075467906,0,22.668487775111,1.86813314753462,5.65525698093377,9,0,0,9,3.39769693160822,0,0,3.39769693160822,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6063",40394971010690,-9999,"92386.MT",2011,8570,44.750144,-111.317631,0,431.2558844807,223.0633885245,713.8028432784,654.3192730052,0,30.5873958535775,22.7230885283376,28.154264997429,28.5601088977266,0,31.6891319596809,9.04593198071976,45.7286408328554,40.7350639404007,4.99357689245474,0,36.3540015249688,12.2286643170832,0,0,4,4,0,0,1.79330219501328,1.79330219501328,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6064",40394972010690,-9999,"84263.MT",2012,6620,44.704306,-111.126903,297.417851366,0,0,297.417851366,297.417851366,16.2686950429345,0,0,16.2686950429345,16.2686950429345,6.18248071332618,0,0,6.18248071332618,6.18248071332618,0,9.73079271444211,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6065",40394973010690,-9999,"89258.MT",2011,7600,44.570671,-111.126231,892.253554098,0,14.8708925683,907.1244466663,907.1244466663,18.8438501285344,0,17.018,18.8153467113644,18.8153467113644,24.8838669847561,0,0.338255118005573,25.2221221027617,25.2221221027617,0,36.6316391188562,0,0.526889670338193,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6066",40394974010690,-9999,"88270.MT",2012,7980,44.52464,-111.128132,371.7723142075,0,0,460.9976696173,371.7723142075,19.5706629136573,0,0,19.5706629136573,19.165778066732,11.1835174535605,0,0,13.2997029590335,11.1835174535605,2.11618550547305,16.1375958011054,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6067",40394977010690,-9999,"84085.MT",2011,7010,45.581441,-110.964039,0,0,0,297.417851366,0,0,0,0,0,32.8776485412202,0,0,0,25.2498516379424,0,1.34676625620708,0,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","absent","none",0,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6068",40394978010690,-9999,"84917.MT",2012,8640,45.173566,-111.098745,0,148.708925683,356.9014216392,505.6103473222,505.6103473222,0,64.0811344094344,26.2260893799794,41.1494064755996,41.1494064755996,0,47.9609437668975,19.2799389103355,67.240882677233,67.240882677233,0,0,42.6070186106989,23.8929177671196,0,0,7,7,0,0,5.75169334205466,5.75169334205466,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6069",40394979010690,-9999,"95488.MT",2012,8300,45.140908,-111.284413,74.3544628415,431.2558844807,267.6760662294,788.1573061199,773.2864135516,18.4121094283083,25.5426713775879,15.969376798527,22.0165237579554,21.9290675760443,1.9797230375051,22.0982543310627,5.36136999358755,29.767580664457,29.4393473621553,0.328233302301687,2.97027293494515,28.2896661613652,8.52364156355648,2,0,2,4,0.917485924891035,0,0.560920271426483,1.47840619631752,"absent","MPB","WBBB","MPB+WBBB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6070",40394980010690,-9999,"80892.MT",2011,6560,44.726748,-111.147382,579.9648101637,0,0,579.9648101637,579.9648101637,16.2337495960951,0,0,16.2337495960951,16.2337495960951,12.0041007093147,0,0,12.0041007093147,12.0041007093147,0,18.8311802363913,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6071",40395095010690,-9999,"95197.MT",2012,5210,48.903926,-113.800088,0,133.8380331147,356.9014216392,490.7394547539,490.7394547539,0,35.9731718985753,20.2530161580936,25.5194838173312,25.5194838173312,0,13.6027686940789,11.4978859882719,25.1006546823507,25.1006546823507,0,0,14.8434772562544,16.3202044615443,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6072",40395117010690,-9999,"95220.MT",2011,5110,48.687077,-113.452678,14.8708925683,148.708925683,237.9342810928,401.5140993441,401.5140993441,36.322,44.9969441495753,21.4877845065516,32.7471432963865,32.7471432963865,1.54087300247181,23.647943517274,8.62840656105639,33.8172230808022,33.8172230808022,0,1.77230172401621,23.826452643105,11.9598523940058,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6073",40395133010690,-9999,"95223.MT",2011,6620,48.500243,-113.443081,0,44.6126777049,713.8028432784,773.2864135516,758.4155209833,0,29.4212707407413,18.136782804566,18.9871433591569,18.9300797287931,0,3.03299326238412,18.4411958231178,21.7638421649435,21.4741890855019,0.289653079441618,0,3.51876592637499,27.4305291350477,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6074",40395137010690,-9999,"90315.MT",2012,5060,48.460088,-113.235437,14.8708925683,282.5469587977,0,490.7394547539,297.417851366,27.178,36.4458440775669,0,36.0391003938778,37.677505540542,0.862705022509646,29.4765712490555,0,54.7148940313385,30.3392762715651,0,1.11433056843981,32.9677799392049,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","absent","PICO+PIEN",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6075",40395143010690,-9999,"95276.MT",2011,6120,48.329595,-113.228125,520.4812398905,59.4835702732,29.7417851366,609.7065953003,609.7065953003,19.0285067321938,16.5109768941756,20.5253375124503,18.8744056847155,18.8744056847155,14.8014682746609,1.27359946636894,0.984097090922874,17.0591648319527,17.0591648319527,0,21.7034043318479,1.998139182604,1.40217250194077,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6076",40395146010690,-9999,"92618.MT",2011,5220,48.978644,-113.617502,133.8380331147,0,14.8708925683,148.708925683,148.708925683,23.6698988684879,0,13.716,22.870298791227,22.870298791227,5.88928608998921,0,0.219726425507741,6.10901251549695,6.10901251549695,0,7.99274750988053,0,0.373104095047531,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6077",40395153010690,-9999,"93078.MT",2011,6880,46.719126,-109.293648,0,282.5469587977,0,1264.0258683055,282.5469587977,0,22.4385751588173,0,22.4385751588173,23.963468193457,0,11.17304352587,0,57.009287011546,11.17304352587,12.4815309672081,0,15.3112856777871,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6078",40395179010690,-9999,"92109.MT",2011,5910,46.69582,-109.219821,14.8708925683,0,0,624.5774878686,14.8708925683,13.716,0,0,13.716,21.9823756677935,0.219726425507741,0,0,23.7042314596108,0.219726425507741,14.9966299488944,0.373104095047531,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6079",40395188010690,-9999,"92463.MT",2011,5670,46.561988,-113.741775,0,0,74.3544628415,356.9014216392,74.3544628415,0,0,19.1597505202964,19.1597505202964,19.4069824333065,0,0,2.14376433665817,10.5573423520621,2.14376433665817,0,0,0,3.13466275259714,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6080",40395190010690,-9999,"93053.MT",2011,6480,46.519946,-113.544881,520.4812398905,74.3544628415,178.4507108196,788.1573061199,773.2864135516,20.2061977535889,14.5451320791528,18.8551164939387,19.4215157849385,19.5033706540158,16.6903168028511,1.23547135549552,4.98272620477534,23.5462936722774,22.9085143631219,0,23.9957560910244,2.04774619949952,7.21781370522595,1,0,0,1,0.203751801979744,0,0,0.203751801979744,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6081",40395192010690,-9999,"95201.MT",2012,6600,46.478193,-113.473459,579.9648101637,0,0,788.1573061199,579.9648101637,16.7104798347532,0,0,16.7104798347532,18.5807259073827,12.719492576177,0,0,21.3711829045455,12.719492576177,0,19.40066522878,0,0,1,0,0,1,1.01393648204121,0,0,1.01393648204121,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6082",40395198010690,-9999,"80276.MT",2011,7170,46.351276,-113.206466,1576.3146122398,0,0,1576.3146122398,1576.3146122398,17.9943680916799,0,0,17.9943680916799,17.9943680916799,40.0872628155413,0,0,40.0872628155413,40.0872628155413,0,60.5292197308164,0,0,1,0,0,1,0.358750861399985,0,0,0.358750861399985,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6083",40395201010690,-9999,"92078.MT",2011,8050,46.25196,-113.726363,0,0,104.0962479781,237.9342810928,104.0962479781,0,0,25.0725883671505,25.0725883671505,30.7549845716105,0,0,5.13953371214215,17.6757702297338,5.13953371214215,12.5362365175917,0,0,6.60450367403285,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6084",40395203010690,-9999,"80169.MT",2011,8320,46.264226,-113.082057,0,0,193.3216033879,505.6103473222,193.3216033879,0,0,15.945455653571,15.945455653571,29.3896188414729,0,0,3.86050890193351,34.3000033305375,3.86050890193351,30.439494428604,0,0,6.10684710694946,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6085",40395205010690,-9999,"82932.MT",2012,5660,46.167748,-113.463893,14.8708925683,0,0,520.4812398905,14.8708925683,30.48,0,0,30.48,25.8893167928395,1.08506876793946,0,0,27.399116670438,1.08506876793946,0,1.33872074607579,0,0,1,0,0,1,1.08506876793946,0,0,1.08506876793946,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6086",40395207010690,-9999,"90219.MT",2012,7290,46.121246,-113.331484,773.2864135516,0,0,773.2864135516,773.2864135516,16.4525245128568,0,0,16.4525245128568,16.4525245128568,16.4397714102539,0,0,16.4397714102539,16.4397714102539,0,25.6975403270566,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6087",40395208010690,-9999,"83656.MT",2011,7890,46.068895,-113.715955,29.7417851366,44.6126777049,223.0633885245,356.9014216392,297.417851366,29.9730762518631,32.1869216918922,23.7220226456346,25.8319373644332,26.4645471370032,2.09855313799403,3.63000714074414,9.8587539807033,19.6321341479291,15.5873142594415,4.04481988848767,2.60649069291416,4.3661940920977,12.976753350692,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6088",40395209010690,-9999,"89034.MT",2011,7100,46.077604,-113.331734,639.4483804369,208.1924959562,267.6760662294,1189.671405464,1115.3169426225,20.1068586076932,27.6382714417113,19.1106752250033,21.4949441571733,22.2115883819685,20.3041232640739,12.4904225029454,7.67806716513608,46.0974135099593,40.4726129321553,0.531683696290337,29.1627689638874,15.4177953033041,11.1806603336956,0,0,1,1,0,0,0.41262753980809,0.41262753980809,"absent","absent","WBBB","WBBB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6089",40395210010690,-9999,"83105.MT",2011,6170,46.023302,-113.52354,0,14.8708925683,0,14.8708925683,14.8708925683,0,42.926,0,42.926,42.926,0,2.15212840841104,0,2.15212840841104,2.15212840841104,0,0,2.31536107267974,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6090",40395214010690,-9999,"86998.MT",2011,4550,46.401688,-113.705207,104.0962479781,0,0,267.6760662294,104.0962479781,17.9137540454255,0,0,17.9137540454255,24.8515056105482,2.62360585848029,0,0,12.9839027363645,2.62360585848029,0,3.93221681746221,0,0,1,0,0,1,0.236303865017927,0,0,0.236303865017927,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6091",40395278010690,-9999,"82953.MT",2011,4770,48.13578,-109.684395,104.0962479781,0,0,237.9342810928,104.0962479781,23.4917144420873,0,0,23.4917144420873,29.0709352704725,4.51185157068828,0,0,15.7930252133633,4.51185157068828,0,5.72756601167102,0,0,1,0,0,1,2.44140472786379,0,0,2.44140472786379,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6092",40395281010690,-9999,"94210.MT",2011,7190,46.410236,-112.301682,535.3521324588,193.3216033879,89.2253554098,817.8990912565,817.8990912565,19.7546131124409,22.5161420660481,17.0413620738876,20.1728689247352,20.1728689247352,16.4084249791801,7.69765868455721,2.03510675586868,26.141190419606,26.141190419606,0,23.6535659733001,10.1860028394575,3.1554512727848,12,0,0,12,7.67151154132978,0,0,7.67151154132978,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6093",40395284010690,-9999,"83091.MT",2012,7690,46.316474,-112.495033,535.3521324588,104.0962479781,163.5798182513,803.0281986882,803.0281986882,18.8564470967123,29.1687945389785,17.3299695640503,20.2117026130536,20.2117026130536,14.9502884702637,6.95604432246969,3.85847439799362,25.764807190727,25.764807190727,0,22.0033270301437,8.65709536744307,5.91365369058934,17,0,0,17,9.10576146695198,0,0,9.10576146695198,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6094",40395289010690,-9999,"93639.MT",2011,7260,46.177152,-112.493416,1026.0915872127,14.8708925683,0,1040.962479781,1040.962479781,21.8326753590423,25.146,0,21.8835409566185,21.8835409566185,38.4140717049791,0.738524930178797,0,39.1525966351579,39.1525966351579,0,53.3274882954242,0.984048064225081,0,26,0,0,26,20.1797171157497,0,0,20.1797171157497,"absent","MPB","absent","MPB",1,"PICO","PIEN","absent","PICO+PIEN",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6095",40395292010690,-9999,"81353.MT",2012,7570,46.138831,-112.292676,282.5469587977,0,0,416.3849919124,282.5469587977,20.8586270325784,0,0,20.8586270325784,19.3467435613483,9.65500217872356,0,0,12.2405552783282,9.65500217872356,2.58555309960464,13.3773980138146,0,0,4,0,0,4,2.14760728854463,0,0,2.14760728854463,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6096",40395293010690,-9999,"93776.MT",2011,7260,46.088945,-112.287415,208.1924959562,14.8708925683,14.8708925683,237.9342810928,237.9342810928,20.1763907433557,33.274,12.7,20.8681328285499,20.8681328285499,6.65644477932196,1.2931156337923,0.188379994433935,8.1379404075482,8.1379404075482,0,9.50244217831759,1.54040199725664,0.329876977693224,1,0,0,1,0.680051779906504,0,0,0.680051779906504,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6097",40395307010690,-9999,"82766.MT",2011,6240,46.243649,-112.326307,535.3521324588,0,0,1130.1878351908,535.3521324588,20.019638777405,0,0,20.019638777405,19.6386302756904,16.8516454300843,0,0,34.2344470924745,16.8516454300843,0,24.296934989244,0,0,23,0,0,23,12.8270198769999,0,0,12.8270198769999,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6098",40395308010690,-9999,"86379.MT",2012,6630,46.158044,-112.464731,118.9671405464,0,0,327.1596365026,118.9671405464,22.4278188529335,0,0,22.4278188529335,26.7784168654195,4.69993015713112,0,0,18.4255226075809,4.69993015713112,0,6.41927827366623,0,0,3,0,0,3,1.9640498219682,0,0,1.9640498219682,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6099",40395311010690,-9999,"80637.MT",2012,6780,47.406963,-110.543884,520.4812398905,0,0,520.4812398905,520.4812398905,20.2500295308427,0,0,20.2500295308427,20.2500295308427,16.7628054247092,0,0,16.7628054247092,16.7628054247092,0,24.0175975346222,0,0,31,0,0,31,15.6652282251394,0,0,15.6652282251394,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6100",40395325010690,-9999,"89604.MT",2012,5880,47.085695,-110.538896,14.8708925683,0,0,550.2230250271,14.8708925683,13.208,0,0,13.208,20.8708195309119,0.203751801979744,0,0,18.823833267812,0.203751801979744,0.308641782880558,0.351241117169658,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6101",40395328010690,-9999,"92777.MT",2011,5870,47.04572,-110.609796,0,104.0962479781,44.6126777049,565.0939175954,148.708925683,0,18.7414923936931,13.3907232565434,17.3108034706654,20.4010931208677,0,2.8716646351509,0.628284957436058,18.4721654942027,3.49994959258696,0,0,4.17982007798273,1.07645085415136,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6102",40395333010690,-9999,"87976.MT",2012,6550,46.950875,-110.402484,148.708925683,0,0,505.6103473222,148.708925683,23.9225662921017,0,0,23.9225662921017,27.5181913906377,6.68409896250486,0,0,30.0708724554956,6.68409896250486,1.08175328003743,8.81103629241043,0,0,4,0,0,4,2.27585638875525,0,0,2.27585638875525,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6103",40395338010690,-9999,"92278.MT",2011,7350,46.869773,-110.606486,609.7065953003,0,14.8708925683,669.1901655735,624.5774878686,26.8088517889876,0,20.32,26.6727068921094,26.1304433197925,34.4165728710932,0,0.482252785750872,35.8866903476556,34.8988256568441,0.698211611369935,43.5845381107512,0,0.699751727323698,2,0,0,2,4.07902969547687,0,0,4.07902969547687,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6104",40395340010690,-9999,"83818.MT",2012,6280,46.819314,-110.412477,0,148.708925683,0,862.5117689614,148.708925683,0,20.3832428332687,0,20.3832428332687,21.1245103187481,0,4.85259330462038,0,30.2293377068135,4.85259330462038,13.3943450682372,0,6.84325338432126,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6105",40395342010690,-9999,"92497.MT",2011,7450,46.765003,-110.550119,0,44.6126777049,74.3544628415,163.5798182513,118.9671405464,0,16.5892661280319,24.6212355335795,21.9563130101572,24.3627037684468,0,0.964279515508424,3.54011220740027,7.62554682268789,4.50439172290869,1.66527915079598,0,1.50275163866846,4.69750307559595,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6106",40395345010690,-9999,"85963.MT",2011,6270,46.732749,-110.279781,0,89.2253554098,0,550.2230250271,89.2253554098,0,24.9235140647007,0,24.9235140647007,22.040718551587,0,4.35308491137936,0,20.993292635711,4.35308491137936,0,0,5.22047765571333,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6107",40395346010690,-9999,"94212.MT",2011,6080,46.720921,-109.882027,0,14.8708925683,0,252.8051736611,14.8708925683,0,16.256,0,16.256,15.0897228057026,0,0.308641782880558,0,4.52104451441665,0.308641782880558,3.70000914667579,0,0.489652479892499,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6108",40395358010690,-9999,"83061.MT",2012,5710,47.914312,-113.750287,0,14.8708925683,223.0633885245,550.2230250271,237.9342810928,0,44.704,24.4645648234339,26.1918064430463,39.275994132996,0,2.33410348303422,10.4856072501817,66.6627821503141,12.8197107332159,0,0,2.47070144086552,13.3891542508082,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6109",40395363010690,-9999,"90876.MT",2011,6150,47.822562,-113.93327,29.7417851366,520.4812398905,89.2253554098,669.1901655735,639.4483804369,20.4031735276648,15.5864017546431,16.4852327048584,15.9693846279482,15.9998495909597,0.97241753126797,9.93086584257261,1.9044463917293,13.454626666456,12.8077297655699,0,1.39946453056002,15.9018208642355,2.95597068867283,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6110",40395366010690,-9999,"89197.MT",2012,4020,47.772469,-113.871393,14.8708925683,118.9671405464,29.7417851366,327.1596365026,163.5798182513,23.876,32.6714750891355,22.857177603545,30.3829599192466,32.7261036177544,0.665810252327298,9.973665777308,1.2204009559408,27.5193784588847,11.8598769855761,6.87285571692767,0.905742122960195,11.5991008369092,1.65439061810646,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6111",40395370010690,-9999,"82296.MT",2011,6000,47.678907,-113.933116,14.8708925683,74.3544628415,490.7394547539,594.835702732,579.9648101637,46.736,23.6356519690065,22.5083228539349,23.5862224233795,26.7765578426354,2.55111723662211,3.26236474360688,19.5266413510461,33.4962989222845,25.3401233312751,0,2.65282448183481,4.42994999682041,26.6057626993611,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6112",40395371010690,-9999,"92771.MT",2011,5020,47.682792,-113.734295,624.5774878686,0,14.8708925683,803.0281986882,639.4483804369,20.7164842761002,0,14.478,20.5928790785598,22.1816433182101,21.0527453619543,0,0.244818640766341,31.0319118350998,21.2975640027207,0,29.8930896257728,0,0.406817633438173,7,0,0,7,4.83202220922819,0,0,4.83202220922819,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
"6113",40395376010690,-9999,"94846.MT",2011,8030,47.501676,-113.92913,0,59.4835702732,371.7723142075,446.126777049,431.2558844807,0,17.8826643149168,20.7149419308865,20.3477349514675,20.2385036568089,0,1.49400405985665,12.5295301897899,14.3517675519482,14.0235342496465,0.328233302301687,0,2.25793431122331,17.3099753388796,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"30","00767982","0400000US30","30","MT","Montana","00",376962738765,3869208832
