"ID","PRISM_ppt_stable_4kmM3_1981_bil","PRISM_ppt_stable_4kmM3_1982_bil","PRISM_ppt_stable_4kmM3_1983_bil","PRISM_ppt_stable_4kmM3_1984_bil","PRISM_ppt_stable_4kmM3_1985_bil","PRISM_ppt_stable_4kmM3_1986_bil","PRISM_ppt_stable_4kmM3_1987_bil","PRISM_ppt_stable_4kmM3_1988_bil","PRISM_ppt_stable_4kmM3_1989_bil","PRISM_ppt_stable_4kmM3_1990_bil","PRISM_ppt_stable_4kmM3_1991_bil","PRISM_ppt_stable_4kmM3_1992_bil","PRISM_ppt_stable_4kmM3_1993_bil","PRISM_ppt_stable_4kmM3_1994_bil","PRISM_ppt_stable_4kmM3_1995_bil","PRISM_ppt_stable_4kmM3_1996_bil","PRISM_ppt_stable_4kmM3_1997_bil","PRISM_ppt_stable_4kmM3_1998_bil","PRISM_ppt_stable_4kmM3_1999_bil","PRISM_ppt_stable_4kmM3_2000_bil","PRISM_ppt_stable_4kmM3_2001_bil","PRISM_ppt_stable_4kmM3_2002_bil","PRISM_ppt_stable_4kmM3_2003_bil","PRISM_ppt_stable_4kmM3_2004_bil","PRISM_ppt_stable_4kmM3_2005_bil","PRISM_ppt_stable_4kmM3_2006_bil","PRISM_ppt_stable_4kmM3_2007_bil","PRISM_ppt_stable_4kmM3_2008_bil","PRISM_ppt_stable_4kmM3_2009_bil","PRISM_ppt_stable_4kmM3_2010_bil","PRISM_ppt_stable_4kmM3_2011_bil","PRISM_ppt_stable_4kmM3_2012_bil","PRISM_ppt_stable_4kmM3_2013_bil","PRISM_ppt_stable_4kmM3_2014_bil","PRISM_ppt_stable_4kmM3_2015_bil","PRISM_ppt_stable_4kmM3_2016_bil","PRISM_ppt_stable_4kmM3_2017_bil","PRISM_ppt_stable_4kmM3_2018_bil","PRISM_ppt_stable_4kmM3_2019_bil","PRISM_ppt_stable_4kmM3_2020_bil","PLT_CN"
2393,1356.79211425781,1740.953125,1683.40209960938,1490.96801757812,1218.955078125,1464.17907714844,927.386047363281,1166.041015625,1323.58801269531,1237.16809082031,1362.67309570312,1114.17004394531,1270.03002929688,1359.09204101562,1596.98608398438,1903.80004882812,1487.11608886719,1470.06201171875,1412.65307617188,1160.46203613281,1072.74401855469,1093.625,1245.50708007812,1330.78601074219,1399.90405273438,1470.96008300781,1101.13000488281,1335.01000976562,1216.53503417969,1378.78100585938,1600.61901855469,1514.81103515625,1045.4970703125,1491.59301757812,1087.92407226562,1307.35400390625,1501.68103027344,1266.08605957031,1432.06689453125,1149.30895996094,40422630010690
2394,739.702026367188,908.601013183594,901.631042480469,778.908020019531,727.593017578125,816.092041015625,520.95703125,547.509033203125,736.738037109375,663.628051757812,758.14306640625,670.60205078125,746.774047851562,724.217041015625,908.962036132812,1032.42700195312,848.721069335938,856.297058105469,757.139038085938,670.222045898438,569.138000488281,645.0810546875,681.303039550781,746.950012207031,781.239013671875,732.35205078125,662.378051757812,734.260009765625,755.882019042969,796.496032714844,879.883056640625,779.118041992188,618.148010253906,913.272033691406,638.804016113281,746.392028808594,917.987060546875,713.013061523438,796.247985839844,699.693969726562,40422633010690
2395,727.823059082031,887.693054199219,875.863037109375,750.616027832031,709.799011230469,819.611022949219,518.639038085938,550.546997070312,742.472045898438,656.146057128906,749.450012207031,667.533020019531,716.464050292969,714.071044921875,891.949035644531,1023.83703613281,835.64501953125,833.771057128906,747.51904296875,671.60302734375,568.039001464844,651.974060058594,669.444030761719,742.184020996094,754.014038085938,701.0810546875,658.344055175781,716.786010742188,755.617065429688,780.773010253906,865.2900390625,759.883056640625,619.109008789062,908.220031738281,629.194030761719,733.4580078125,896.918029785156,712.128051757812,776.25,676.598999023438,40422634010690
2396,768.714050292969,959.919067382812,940.778015136719,813.56005859375,767.064025878906,856.930053710938,538.900024414062,571.629028320312,773.094055175781,684.593017578125,774.373046875,681.33203125,778.158020019531,746.293029785156,964.844055175781,1076.44201660156,870.204040527344,895.423034667969,780.604064941406,698.889038085938,588.553039550781,670.717041015625,706.026062011719,795.5830078125,816.551025390625,793.713012695312,703.244018554688,777.872009277344,751.013061523438,827.459045410156,925.901062011719,837.382019042969,630.108032226562,972.386047363281,664.617004394531,801.754028320312,984.091064453125,736.031005859375,846.73095703125,728.502868652344,40422640010690
2397,751.778015136719,929.357055664062,914.152038574219,784.689025878906,737.56103515625,822.505065917969,532.22900390625,562.110046386719,744.8310546875,678.813049316406,754.807006835938,676.139038085938,760.839050292969,744.278015136719,938.722045898438,1048.22204589844,864.68603515625,885.724060058594,775.912048339844,687.053039550781,573.074035644531,653.882019042969,700.606018066406,765.729064941406,802.234008789062,771.287048339844,682.909057617188,760.475036621094,751.169006347656,812.367065429688,899.009033203125,811.119018554688,620.585021972656,948.308044433594,652.000061035156,770.890014648438,947.505065917969,726.362060546875,804.518981933594,720.716857910156,40422641010690
2398,813.672058105469,1010.24505615234,1007.62103271484,868.2890625,780.596008300781,911.219055175781,575.341003417969,620.775024414062,829.963012695312,736.796020507812,831.209045410156,734.012023925781,826.255065917969,801.051025390625,1005.57202148438,1138.14001464844,943.183044433594,948.22705078125,848.095031738281,737.086059570312,632.837036132812,717.021057128906,756.725036621094,822.556030273438,867.363037109375,835.341064453125,728.377014160156,833.433044433594,824.739013671875,896.948059082031,978.041076660156,867.003051757812,683.335021972656,1007.53002929688,704.285034179688,816.711059570312,1005.91802978516,792.367065429688,878.030883789062,776.420959472656,40422642010690
2399,749.970031738281,902.14404296875,880.537048339844,751.780029296875,706.863037109375,848.717041015625,524.667053222656,584.064025878906,764.660034179688,694.693054199219,754.797058105469,663.107055664062,699.542053222656,717.178039550781,927.262023925781,1127.61999511719,887.261047363281,881.110046386719,767.597045898438,696.630004882812,565.202026367188,692.045043945312,692.821044921875,742.503051757812,747.093017578125,678.577026367188,679.364013671875,751.768005371094,798.017028808594,808.576049804688,884.829040527344,773.419006347656,640.653015136719,907.637023925781,626.069030761719,735.327026367188,943.295043945312,707.745056152344,767.439880371094,691.561889648438,40422644010690
2400,659.039001464844,754.97705078125,740.416015625,619.252014160156,653.629028320312,772.279052734375,479.128021240234,494.594024658203,656.47705078125,587.794006347656,643.390014648438,593.692016601562,607.282043457031,639.820007324219,787.721008300781,918.216064453125,763.20703125,757.416015625,674.260009765625,618.975036621094,496.879028320312,614.530029296875,588.01904296875,673.003051757812,668.35302734375,579.608032226562,587.006042480469,649.801025390625,707.619018554688,707.816040039062,766.901062011719,654.051025390625,580.150024414062,800.7080078125,569.843017578125,646.441040039062,856.412048339844,680.510009765625,683.344909667969,592.193908691406,40422645010690
2401,634.530029296875,679.951049804688,691.199035644531,559.038024902344,612.486999511719,743.825012207031,460.718017578125,452.358032226562,590.043029785156,525.818054199219,581.445007324219,558.049011230469,554.033996582031,580.473022460938,719.18603515625,826.616027832031,701.066040039062,711.646057128906,631.666015625,601.683044433594,474.111022949219,579.230041503906,550.902038574219,639.600036621094,632.086059570312,529.996032714844,564.205017089844,614.20703125,681.003051757812,685.596008300781,740.091064453125,609.293029785156,565.671020507812,767.364013671875,564.26904296875,619.002014160156,833.903015136719,675.422058105469,647.4599609375,567.426879882812,40422646010690
2402,953.341064453125,1207.83203125,1184.2900390625,1028.75708007812,906.785034179688,1074.41906738281,664.6650390625,763.496032714844,965.2060546875,872.253051757812,979.900024414062,820.608032226562,957.917053222656,935.115051269531,1167.81909179688,1351.7451171875,1093.14709472656,1098.22302246094,991.584045410156,863.884033203125,780.870056152344,828.823059082031,886.463012695312,958.630065917969,1005.30206298828,1020.48101806641,846.544067382812,963.288024902344,922.684020996094,1032.27404785156,1167.48010253906,1043.84802246094,776.529052734375,1176.08801269531,820.784057617188,971.743041992188,1153.99108886719,930.279052734375,1047.15197753906,886.091979980469,40422648010690
