"value","yhat","var"
0,0.199266233531197,"BA.PICO"
1.12415234214466,0.392284152244093,"BA.PICO"
2.24830468428932,0.469927208952197,"BA.PICO"
3.37245702643398,0.526429310077243,"BA.PICO"
4.49660936857864,0.544269444740768,"BA.PICO"
5.6207617107233,0.541112294437893,"BA.PICO"
6.74491405286796,0.544164097010094,"BA.PICO"
7.86906639501262,0.570203124765021,"BA.PICO"
8.99321873715728,0.574421013107567,"BA.PICO"
10.1173710793019,0.571874901152873,"BA.PICO"
11.2415234214466,0.561825255949806,"BA.PICO"
12.3656757635913,0.574784703973209,"BA.PICO"
13.4898281057359,0.572247668966424,"BA.PICO"
14.6139804478806,0.578026382765259,"BA.PICO"
15.7381327900252,0.57719361133737,"BA.PICO"
16.8622851321699,0.580136130966195,"BA.PICO"
17.9864374743146,0.575219259618886,"BA.PICO"
19.1105898164592,0.570068628415429,"BA.PICO"
20.2347421586039,0.578059700956807,"BA.PICO"
21.3588945007485,0.580090375893696,"BA.PICO"
22.4830468428932,0.575849788930076,"BA.PICO"
23.6071991850379,0.578101322357002,"BA.PICO"
24.7313515271825,0.573788817968794,"BA.PICO"
25.8555038693272,0.578853639086466,"BA.PICO"
26.9796562114718,0.579221466730979,"BA.PICO"
28.1038085536165,0.580029110842481,"BA.PICO"
29.2279608957612,0.582006792733793,"BA.PICO"
30.3521132379058,0.580078225455618,"BA.PICO"
31.4762655800505,0.57948103718544,"BA.PICO"
32.6004179221951,0.579641303196909,"BA.PICO"
33.7245702643398,0.581559491292598,"BA.PICO"
34.8487226064845,0.578412264605717,"BA.PICO"
35.9728749486291,0.578904952795925,"BA.PICO"
37.0970272907738,0.577542932858088,"BA.PICO"
38.2211796329184,0.578357002605878,"BA.PICO"
39.3453319750631,0.58039674842852,"BA.PICO"
40.4694843172078,0.581608785672293,"BA.PICO"
41.5936366593524,0.57948000542986,"BA.PICO"
42.7177890014971,0.577529654167372,"BA.PICO"
43.8419413436417,0.579725857948691,"BA.PICO"
44.9660936857864,0.577067876113863,"BA.PICO"
46.0902460279311,0.570226282339757,"BA.PICO"
47.2143983700757,0.5639112191945,"BA.PICO"
48.3385507122204,0.561719380067726,"BA.PICO"
49.462703054365,0.556496210746287,"BA.PICO"
50.5868553965097,0.556323675012606,"BA.PICO"
51.7110077386544,0.555853587623568,"BA.PICO"
52.835160080799,0.55408986603122,"BA.PICO"
53.9593124229437,0.540483139636232,"BA.PICO"
55.0834647650883,0.540483139636232,"BA.PICO"
56.207617107233,0.540483139636232,"BA.PICO"
0,0.199905111388073,"QMD.PICO"
1.1938,0.199905111388073,"QMD.PICO"
2.3876,0.199905111388073,"QMD.PICO"
3.5814,0.199905111388073,"QMD.PICO"
4.7752,0.199905111388073,"QMD.PICO"
5.969,0.199905111388073,"QMD.PICO"
7.1628,0.200052620966617,"QMD.PICO"
8.3566,0.20028489444027,"QMD.PICO"
9.5504,0.20028489444027,"QMD.PICO"
10.7442,0.20028489444027,"QMD.PICO"
11.938,0.20028489444027,"QMD.PICO"
13.1318,0.218572927086393,"QMD.PICO"
14.3256,0.304949170860079,"QMD.PICO"
15.5194,0.513477925988384,"QMD.PICO"
16.7132,0.535420870905292,"QMD.PICO"
17.907,0.5820792116308,"QMD.PICO"
19.1008,0.578344525199715,"QMD.PICO"
20.2946,0.575807844172594,"QMD.PICO"
21.4884,0.571311883495913,"QMD.PICO"
22.6822,0.573898918035631,"QMD.PICO"
23.876,0.573458346769879,"QMD.PICO"
25.0698,0.567537712748781,"QMD.PICO"
26.2636,0.564841136694854,"QMD.PICO"
27.4574,0.553947217464434,"QMD.PICO"
28.6512,0.559956075642401,"QMD.PICO"
29.845,0.552993516039,"QMD.PICO"
31.0388,0.552749437315262,"QMD.PICO"
32.2326,0.54321498855877,"QMD.PICO"
33.4264,0.547194551488863,"QMD.PICO"
34.6202,0.539846817532806,"QMD.PICO"
35.814,0.54289210091111,"QMD.PICO"
37.0078,0.536718873211535,"QMD.PICO"
38.2016,0.500464295891387,"QMD.PICO"
39.3954,0.494678113699734,"QMD.PICO"
40.5892,0.49165601774943,"QMD.PICO"
41.783,0.489816614140533,"QMD.PICO"
42.9768,0.484238909725302,"QMD.PICO"
44.1706,0.479116724147812,"QMD.PICO"
45.3644,0.468510614140698,"QMD.PICO"
46.5582,0.466902244177551,"QMD.PICO"
47.752,0.466352678973866,"QMD.PICO"
48.9458,0.462058115149539,"QMD.PICO"
50.1396,0.459110359794296,"QMD.PICO"
51.3334,0.459310358467343,"QMD.PICO"
52.5272,0.463021822321651,"QMD.PICO"
53.721,0.463707211531862,"QMD.PICO"
54.9148,0.463707211531862,"QMD.PICO"
56.1086,0.463459582294224,"QMD.PICO"
57.3024,0.458043308153975,"QMD.PICO"
58.4962,0.45201457931743,"QMD.PICO"
59.69,0.44794267831414,"QMD.PICO"
0,0.241133275097246,"propBA.PICO"
2,0.422827590838649,"propBA.PICO"
4,0.4364524192599,"propBA.PICO"
6,0.448131636129508,"propBA.PICO"
8,0.47558970319476,"propBA.PICO"
10,0.477978098479813,"propBA.PICO"
12,0.467974048717847,"propBA.PICO"
14,0.482910214370891,"propBA.PICO"
16,0.488728249257273,"propBA.PICO"
18,0.486459910588263,"propBA.PICO"
20,0.490657263266654,"propBA.PICO"
22,0.482578914154934,"propBA.PICO"
24,0.484973891058762,"propBA.PICO"
26,0.484581280884693,"propBA.PICO"
28,0.491231402397675,"propBA.PICO"
30,0.498720552016309,"propBA.PICO"
32,0.494376437310725,"propBA.PICO"
34,0.493132344142272,"propBA.PICO"
36,0.506978610468679,"propBA.PICO"
38,0.505211081280381,"propBA.PICO"
40,0.507035379353394,"propBA.PICO"
42,0.502012972416605,"propBA.PICO"
44,0.504748011286171,"propBA.PICO"
46,0.501800653916181,"propBA.PICO"
48,0.50089362184387,"propBA.PICO"
50,0.494714743904069,"propBA.PICO"
52,0.489344120077336,"propBA.PICO"
54,0.477700087399437,"propBA.PICO"
56,0.480666791357037,"propBA.PICO"
58,0.483646841109951,"propBA.PICO"
60,0.487186832096515,"propBA.PICO"
62,0.490160671789849,"propBA.PICO"
64,0.494619116194755,"propBA.PICO"
66,0.489941268978387,"propBA.PICO"
68,0.491303874265644,"propBA.PICO"
70,0.491563042741348,"propBA.PICO"
72,0.492664523100422,"propBA.PICO"
74,0.492792634519781,"propBA.PICO"
76,0.484070526264554,"propBA.PICO"
78,0.488367794480195,"propBA.PICO"
80,0.48935599699191,"propBA.PICO"
82,0.487812681709411,"propBA.PICO"
84,0.492471684487276,"propBA.PICO"
86,0.496950693611129,"propBA.PICO"
88,0.495439383538873,"propBA.PICO"
90,0.495389643139277,"propBA.PICO"
92,0.492491418947007,"propBA.PICO"
