".metric",".estimator",".estimate",".config"
"sens","binary",0.992571630703926,"Preprocessor1_Model1"
"spec","binary",0.0427631578947368,"Preprocessor1_Model1"
"roc_auc","binary",0.871676200361179,"Preprocessor1_Model1"
