".metric",".estimator",".estimate",".config"
"accuracy","binary",0.540083040562121,"Preprocessor1_Model1"
"sens","binary",0.505165289256198,"Preprocessor1_Model1"
"spec","binary",0.986784140969163,"Preprocessor1_Model1"
"roc_auc","binary",0.834168426354049,"Preprocessor1_Model1"
