".metric",".estimator",".estimate",".config"
"sens","binary",0.696153846153846,"Preprocessor1_Model1"
"spec","binary",0.720930232558139,"Preprocessor1_Model1"
"roc_auc","binary",0.785837805605247,"Preprocessor1_Model1"
