"value","yhat","var"
0,-7.72108335571793,"BA.PICO"
1.14434818458793,-0.00859551451741639,"BA.PICO"
2.28869636917587,0.0988446694983541,"BA.PICO"
3.4330445537638,0.238045628127979,"BA.PICO"
4.57739273835174,0.257306888058215,"BA.PICO"
5.72174092293967,0.262239742280216,"BA.PICO"
6.8660891075276,0.408183571811407,"BA.PICO"
8.01043729211554,0.418663279091475,"BA.PICO"
9.15478547670347,0.421027338564805,"BA.PICO"
10.2991336612914,0.430486969581099,"BA.PICO"
11.4434818458793,0.403788505954773,"BA.PICO"
12.5878300304673,0.442435018027016,"BA.PICO"
13.7321782150552,0.417913589012319,"BA.PICO"
14.8765263996431,0.502448237049496,"BA.PICO"
16.0208745842311,0.4864387515252,"BA.PICO"
17.165222768819,0.593566596585143,"BA.PICO"
18.3095709534069,0.559626558471817,"BA.PICO"
19.4539191379949,0.553592725060029,"BA.PICO"
20.5982673225828,0.564024393039186,"BA.PICO"
21.7426155071707,0.585759544458837,"BA.PICO"
22.8869636917587,0.50500794792207,"BA.PICO"
24.0313118763466,0.582447038340521,"BA.PICO"
25.1756600609345,0.597564504440025,"BA.PICO"
26.3200082455225,0.581615824988434,"BA.PICO"
27.4643564301104,0.577787218553389,"BA.PICO"
28.6087046146984,0.553972449995944,"BA.PICO"
29.7530527992863,0.593251197833775,"BA.PICO"
30.8974009838742,0.587664449309957,"BA.PICO"
32.0417491684622,0.57196586176404,"BA.PICO"
33.1860973530501,0.588587987064966,"BA.PICO"
34.330445537638,0.605260799415154,"BA.PICO"
35.474793722226,0.572180873509047,"BA.PICO"
36.6191419068139,0.577926447886723,"BA.PICO"
37.7634900914018,0.574138663887977,"BA.PICO"
38.9078382759898,0.641056495898487,"BA.PICO"
40.0521864605777,0.630943234041557,"BA.PICO"
41.1965346451656,0.641915948915025,"BA.PICO"
42.3408828297536,0.591823813220102,"BA.PICO"
43.4852310143415,0.592211331736032,"BA.PICO"
44.6295791989294,0.609423948856831,"BA.PICO"
45.7739273835174,0.595597231149874,"BA.PICO"
46.9182755681053,0.565455597295342,"BA.PICO"
48.0626237526932,0.548388968355799,"BA.PICO"
49.2069719372812,0.522462749974254,"BA.PICO"
50.3513201218691,0.508744483844304,"BA.PICO"
51.495668306457,0.504596364397191,"BA.PICO"
52.640016491045,0.500800134639797,"BA.PICO"
53.7843646756329,0.148604184854148,"BA.PICO"
54.9287128602208,0.148604184854148,"BA.PICO"
56.0730610448088,0.148604184854148,"BA.PICO"
57.2174092293967,0.148604184854148,"BA.PICO"
0,-7.76795297841592,"QMD.PICO"
1.1938,-7.76795297841592,"QMD.PICO"
2.3876,-7.76795297841592,"QMD.PICO"
3.5814,-7.76795297841592,"QMD.PICO"
4.7752,-7.76795297841592,"QMD.PICO"
5.969,-7.76795297841592,"QMD.PICO"
7.1628,-7.76795297841592,"QMD.PICO"
8.3566,-7.76795297841592,"QMD.PICO"
9.5504,-7.76795297841592,"QMD.PICO"
10.7442,-7.76795297841592,"QMD.PICO"
11.938,-7.76795297841592,"QMD.PICO"
13.1318,-1.71237739480003,"QMD.PICO"
14.3256,-0.190912259583919,"QMD.PICO"
15.5194,0.236525157630285,"QMD.PICO"
16.7132,0.374704153891016,"QMD.PICO"
17.907,0.416065588441888,"QMD.PICO"
19.1008,0.400820446334608,"QMD.PICO"
20.2946,0.416566697696132,"QMD.PICO"
21.4884,0.437300768326628,"QMD.PICO"
22.6822,0.377424560973044,"QMD.PICO"
23.876,0.449220998383649,"QMD.PICO"
25.0698,0.445174646819897,"QMD.PICO"
26.2636,0.458430148946048,"QMD.PICO"
27.4574,0.419754590188203,"QMD.PICO"
28.6512,0.429308227041465,"QMD.PICO"
29.845,0.432600138913539,"QMD.PICO"
31.0388,0.423085340815937,"QMD.PICO"
32.2326,0.429170171715743,"QMD.PICO"
33.4264,0.443387281331802,"QMD.PICO"
34.6202,0.353610463283335,"QMD.PICO"
35.814,0.370843154595246,"QMD.PICO"
37.0078,0.320616702203876,"QMD.PICO"
38.2016,0.305332775452589,"QMD.PICO"
39.3954,0.294706600592978,"QMD.PICO"
40.5892,0.282449053336739,"QMD.PICO"
41.783,0.284086685907493,"QMD.PICO"
42.9768,0.196431967197054,"QMD.PICO"
44.1706,0.152166323648988,"QMD.PICO"
45.3644,0.148438150026146,"QMD.PICO"
46.5582,0.142478528891637,"QMD.PICO"
47.752,0.144921016036499,"QMD.PICO"
48.9458,0.144653566069847,"QMD.PICO"
50.1396,0.144653566069847,"QMD.PICO"
51.3334,0.139395658032431,"QMD.PICO"
52.5272,0.142750044661429,"QMD.PICO"
53.721,0.148304683788005,"QMD.PICO"
54.9148,0.148304683788005,"QMD.PICO"
56.1086,0.146297242078766,"QMD.PICO"
57.3024,0.0658032361209293,"QMD.PICO"
58.4962,0.0492443748733551,"QMD.PICO"
59.69,0.0492443748733551,"QMD.PICO"
