"value","yhat","var","method"
0,0.0537800286882964,"BA.ABLA","PD"
0.284159918803924,0.0537800286882964,"BA.ABLA","PD"
0.568319837607848,0.0997440432590036,"BA.ABLA","PD"
0.852479756411772,0.135527285606183,"BA.ABLA","PD"
1.1366396752157,0.180834401440405,"BA.ABLA","PD"
1.42079959401962,0.225386621640194,"BA.ABLA","PD"
1.70495951282354,0.255337273823237,"BA.ABLA","PD"
1.98911943162747,0.304262332619684,"BA.ABLA","PD"
2.27327935043139,0.301099204993586,"BA.ABLA","PD"
2.55743926923532,0.310120890938391,"BA.ABLA","PD"
2.84159918803924,0.319292044490825,"BA.ABLA","PD"
3.12575910684316,0.324561716295585,"BA.ABLA","PD"
3.40991902564709,0.347829904846546,"BA.ABLA","PD"
3.69407894445101,0.348568767862283,"BA.ABLA","PD"
3.97823886325494,0.335887608981027,"BA.ABLA","PD"
4.26239878205886,0.340543273387738,"BA.ABLA","PD"
4.54655870086278,0.334323019928418,"BA.ABLA","PD"
4.83071861966671,0.339659733020325,"BA.ABLA","PD"
5.11487853847063,0.338644720641876,"BA.ABLA","PD"
5.39903845727456,0.329931414755337,"BA.ABLA","PD"
5.68319837607848,0.326948917649439,"BA.ABLA","PD"
5.9673582948824,0.327639187849445,"BA.ABLA","PD"
6.25151821368633,0.327527234677747,"BA.ABLA","PD"
6.53567813249025,0.325945931311902,"BA.ABLA","PD"
6.81983805129418,0.327904441856603,"BA.ABLA","PD"
7.1039979700981,0.328778847123078,"BA.ABLA","PD"
7.38815788890202,0.326410208152422,"BA.ABLA","PD"
7.67231780770595,0.325570569131428,"BA.ABLA","PD"
7.95647772650987,0.344325509531551,"BA.ABLA","PD"
8.2406376453138,0.343837428320337,"BA.ABLA","PD"
8.52479756411772,0.343670364467638,"BA.ABLA","PD"
8.80895748292164,0.343025181420955,"BA.ABLA","PD"
9.09311740172557,0.345581364391366,"BA.ABLA","PD"
9.37727732052949,0.34514819547503,"BA.ABLA","PD"
9.66143723933342,0.344872060080941,"BA.ABLA","PD"
9.94559715813734,0.339081693345799,"BA.ABLA","PD"
10.2297570769413,0.337573346846626,"BA.ABLA","PD"
10.5139169957452,0.334974111132208,"BA.ABLA","PD"
10.7980769145491,0.339339483771782,"BA.ABLA","PD"
11.082236833353,0.341311938038902,"BA.ABLA","PD"
11.366396752157,0.340712544774666,"BA.ABLA","PD"
11.6505566709609,0.346670611805783,"BA.ABLA","PD"
11.9347165897648,0.357663240012016,"BA.ABLA","PD"
12.2188765085687,0.368822805227688,"BA.ABLA","PD"
12.5030364273727,0.364729430060925,"BA.ABLA","PD"
12.7871963461766,0.365352530953284,"BA.ABLA","PD"
13.0713562649805,0.371898678386509,"BA.ABLA","PD"
13.3555161837844,0.3719415776913,"BA.ABLA","PD"
13.6396761025884,0.370623309903912,"BA.ABLA","PD"
13.9238360213923,0.377594261841668,"BA.ABLA","PD"
14.2079959401962,0.37015264721607,"BA.ABLA","PD"
0,-0.226412878811544,"BA.ABLA","ALE"
0.227939793265061,-0.226412878811544,"BA.ABLA","ALE"
0.318362190593349,-0.226412878811544,"BA.ABLA","ALE"
0.470271818104874,-0.148746460598128,"BA.ABLA","ALE"
0.637779309155529,-0.112938172446442,"BA.ABLA","ALE"
0.792175552593581,-0.0739341554699143,"BA.ABLA","ALE"
0.996530170555514,0.0201026051378276,"BA.ABLA","ALE"
1.22446996382057,0.0157823844378778,"BA.ABLA","ALE"
1.47185057251122,0.0588660022649738,"BA.ABLA","ALE"
1.77514236354985,0.12459091558636,"BA.ABLA","ALE"
2.36537456211026,0.254765049065711,"BA.ABLA","ALE"
2.83218018831754,0.278265855997273,"BA.ABLA","ALE"
3.19605498556613,0.308150029289267,"BA.ABLA","ALE"
3.6004691576169,0.32669996835653,"BA.ABLA","ALE"
4.24691394651639,0.286308910787589,"BA.ABLA","ALE"
4.8037652100631,0.278562910789673,"BA.ABLA","ALE"
5.44794943902939,0.254358737451358,"BA.ABLA","ALE"
6.13787233064423,0.253050467387586,"BA.ABLA","ALE"
6.78469387953259,0.25024210653352,"BA.ABLA","ALE"
7.82221553687692,0.255687115385615,"BA.ABLA","ALE"
8.68401633541329,0.274287900769356,"BA.ABLA","ALE"
9.49698903939237,0.280752597135817,"BA.ABLA","ALE"
10.3598447658976,0.262930218868736,"BA.ABLA","ALE"
11.2811736426751,0.270451155006569,"BA.ABLA","ALE"
12.8358360607394,0.307769952256132,"BA.ABLA","ALE"
14.6042720964874,0.321877647763991,"BA.ABLA","ALE"
17.0052881535446,0.343832152317753,"BA.ABLA","ALE"
20.3815851177851,0.336745232112372,"BA.ABLA","ALE"
25.8501810042045,0.320968705027067,"BA.ABLA","ALE"
49.3834387808671,-0.0394239780849278,"BA.ABLA","ALE"
0,0.104552257227456,"QMD.ABLA","PD"
1.10236,0.104552257227456,"QMD.ABLA","PD"
2.20472,0.104552257227456,"QMD.ABLA","PD"
3.30708,0.104552257227456,"QMD.ABLA","PD"
4.40944,0.104552257227456,"QMD.ABLA","PD"
5.5118,0.104552257227456,"QMD.ABLA","PD"
6.61416,0.104552257227456,"QMD.ABLA","PD"
7.71652,0.104552257227456,"QMD.ABLA","PD"
8.81888,0.104552257227456,"QMD.ABLA","PD"
9.92124,0.104552257227456,"QMD.ABLA","PD"
11.0236,0.104552257227456,"QMD.ABLA","PD"
12.12596,0.104552257227456,"QMD.ABLA","PD"
13.22832,0.104552257227456,"QMD.ABLA","PD"
14.33068,0.108561475138957,"QMD.ABLA","PD"
15.43304,0.185681327438736,"QMD.ABLA","PD"
16.5354,0.262867245990748,"QMD.ABLA","PD"
17.63776,0.241363719543603,"QMD.ABLA","PD"
18.74012,0.294439919607743,"QMD.ABLA","PD"
19.84248,0.293955212214351,"QMD.ABLA","PD"
20.94484,0.334674401852458,"QMD.ABLA","PD"
22.0472,0.321013026480639,"QMD.ABLA","PD"
23.14956,0.309649323823073,"QMD.ABLA","PD"
24.25192,0.292031961029243,"QMD.ABLA","PD"
25.35428,0.226225168911518,"QMD.ABLA","PD"
26.45664,0.223152003357843,"QMD.ABLA","PD"
27.559,0.256794913892934,"QMD.ABLA","PD"
28.66136,0.254850369521057,"QMD.ABLA","PD"
29.76372,0.263058521733626,"QMD.ABLA","PD"
30.86608,0.256633965747138,"QMD.ABLA","PD"
31.96844,0.241334747016255,"QMD.ABLA","PD"
33.0708,0.23028864525098,"QMD.ABLA","PD"
34.17316,0.172161733150759,"QMD.ABLA","PD"
35.27552,0.168873498102343,"QMD.ABLA","PD"
36.37788,0.165622929672596,"QMD.ABLA","PD"
37.48024,0.162829459034357,"QMD.ABLA","PD"
38.5826,0.162829459034357,"QMD.ABLA","PD"
39.68496,0.161428964897759,"QMD.ABLA","PD"
40.78732,0.161428964897759,"QMD.ABLA","PD"
41.88968,0.163674407290448,"QMD.ABLA","PD"
42.99204,0.159289436227582,"QMD.ABLA","PD"
44.0944,0.159289436227582,"QMD.ABLA","PD"
45.19676,0.160255833026221,"QMD.ABLA","PD"
46.29912,0.159110940247389,"QMD.ABLA","PD"
47.40148,0.159110940247389,"QMD.ABLA","PD"
48.50384,0.157703091400292,"QMD.ABLA","PD"
49.6062,0.157703091400292,"QMD.ABLA","PD"
50.70856,0.157703091400292,"QMD.ABLA","PD"
51.81092,0.156992999770149,"QMD.ABLA","PD"
52.91328,0.156992999770149,"QMD.ABLA","PD"
54.01564,0.156992999770149,"QMD.ABLA","PD"
55.118,0.156992999770149,"QMD.ABLA","PD"
0,-0.110723764563474,"QMD.ABLA","ALE"
13.716,-0.110723764563474,"QMD.ABLA","ALE"
14.4980387639156,-0.104175125464881,"QMD.ABLA","ALE"
15.494,0.0250613140821062,"QMD.ABLA","ALE"
16.256,0.102387734578259,"QMD.ABLA","ALE"
16.98859399715,0.117202206382237,"QMD.ABLA","ALE"
17.3680103581268,0.106392502845587,"QMD.ABLA","ALE"
17.8385862359255,0.105955557513634,"QMD.ABLA","ALE"
18.4574818306673,0.190074874907786,"QMD.ABLA","ALE"
19.0102096724227,0.134545347219433,"QMD.ABLA","ALE"
19.3567332367835,0.110515061641303,"QMD.ABLA","ALE"
19.812,0.135760547467007,"QMD.ABLA","ALE"
20.3398340701197,0.133184918602279,"QMD.ABLA","ALE"
20.7985523534692,0.179691534646476,"QMD.ABLA","ALE"
21.47839980073,0.188007037956792,"QMD.ABLA","ALE"
21.8781493863496,0.195516273898551,"QMD.ABLA","ALE"
22.5083228539349,0.21319761442983,"QMD.ABLA","ALE"
22.9946550464642,0.18320217910954,"QMD.ABLA","ALE"
23.5027788924345,0.167857070090007,"QMD.ABLA","ALE"
23.9669837165754,0.155843416910126,"QMD.ABLA","ALE"
24.6212355335795,0.0635258660030294,"QMD.ABLA","ALE"
25.213045300664,0.0331359304462874,"QMD.ABLA","ALE"
25.8758948890216,0.0247270528476841,"QMD.ABLA","ALE"
26.5786757852983,0.0348095926030651,"QMD.ABLA","ALE"
27.821291458162,0.0927011319450266,"QMD.ABLA","ALE"
28.9166782450418,0.0858139855738858,"QMD.ABLA","ALE"
30.5859138983945,0.0935545798470031,"QMD.ABLA","ALE"
32.8667936888376,-0.0172555321361701,"QMD.ABLA","ALE"
36.83,-0.16907605626584,"QMD.ABLA","ALE"
62.738,-0.179789035419689,"QMD.ABLA","ALE"
0,0.123487276872907,"propBA.ABLA","PD"
1.30053981234643,0.17561474893316,"propBA.ABLA","PD"
2.60107962469286,0.176182439778567,"propBA.ABLA","PD"
3.90161943703929,0.15259802383902,"propBA.ABLA","PD"
5.20215924938572,0.16376454277583,"propBA.ABLA","PD"
6.50269906173215,0.24176511657489,"propBA.ABLA","PD"
7.80323887407858,0.252970336723145,"propBA.ABLA","PD"
9.10377868642501,0.251754320186231,"propBA.ABLA","PD"
10.4043184987714,0.253884833328563,"propBA.ABLA","PD"
11.7048583111179,0.283752711371301,"propBA.ABLA","PD"
13.0053981234643,0.278267583603914,"propBA.ABLA","PD"
14.3059379358107,0.282210550078715,"propBA.ABLA","PD"
15.6064777481572,0.288315691847333,"propBA.ABLA","PD"
16.9070175605036,0.263792590254385,"propBA.ABLA","PD"
18.20755737285,0.262082291618599,"propBA.ABLA","PD"
