".metric",".estimator",".estimate",".config"
"sens","binary",0.814363143631436,"Preprocessor1_Model1"
"spec","binary",0.717647058823529,"Preprocessor1_Model1"
"roc_auc","binary",0.881508050374621,"Preprocessor1_Model1"
