".metric",".estimator",".estimate",".config"
"sens","binary",0.712962962962963,"Preprocessor1_Model1"
"spec","binary",0.857142857142857,"Preprocessor1_Model1"
"roc_auc","binary",0.852477954144621,"Preprocessor1_Model1"
