"value","yhat","var"
0,0.0356604704250156,"BA.ABLA"
1.08359488286301,0.173992612994132,"BA.ABLA"
2.16718976572602,0.30794674036457,"BA.ABLA"
3.25078464858904,0.388138883192073,"BA.ABLA"
4.33437953145205,0.400436128605291,"BA.ABLA"
5.41797441431506,0.364481298628752,"BA.ABLA"
6.50156929717807,0.393990689024835,"BA.ABLA"
7.58516418004108,0.406025719755038,"BA.ABLA"
8.6687590629041,0.400068835681372,"BA.ABLA"
9.75235394576711,0.401254396480677,"BA.ABLA"
10.8359488286301,0.410019819920982,"BA.ABLA"
11.9195437114931,0.420759971831422,"BA.ABLA"
13.0031385943561,0.41857086096115,"BA.ABLA"
14.0867334772192,0.405120027532319,"BA.ABLA"
15.1703283600822,0.40817532134182,"BA.ABLA"
16.2539232429452,0.396113858208326,"BA.ABLA"
17.3375181258082,0.399942784668182,"BA.ABLA"
18.4211130086712,0.408197635183011,"BA.ABLA"
19.5047078915342,0.408209219620379,"BA.ABLA"
20.5883027743972,0.420347971567899,"BA.ABLA"
21.6718976572602,0.417070503427401,"BA.ABLA"
22.7554925401233,0.417833750433654,"BA.ABLA"
23.8390874229863,0.416848988151857,"BA.ABLA"
24.9226823058493,0.419354923555726,"BA.ABLA"
26.0062771887123,0.416362372727703,"BA.ABLA"
27.0898720715753,0.4240949375636,"BA.ABLA"
28.1734669544383,0.424844132471688,"BA.ABLA"
29.2570618373013,0.423078846448188,"BA.ABLA"
30.3406567201643,0.419360375744105,"BA.ABLA"
31.4242516030273,0.391756865407318,"BA.ABLA"
32.5078464858904,0.387926356759937,"BA.ABLA"
33.5914413687534,0.386417325386174,"BA.ABLA"
34.6750362516164,0.384356165227362,"BA.ABLA"
35.7586311344794,0.413936370299397,"BA.ABLA"
36.8422260173424,0.416374329055433,"BA.ABLA"
37.9258209002054,0.416154907709307,"BA.ABLA"
39.0094157830684,0.416083313999827,"BA.ABLA"
40.0930106659314,0.41614835586,"BA.ABLA"
41.1766055487945,0.413414189536877,"BA.ABLA"
42.2602004316575,0.413344268957808,"BA.ABLA"
43.3437953145205,0.413057428773055,"BA.ABLA"
44.4273901973835,0.40876910720025,"BA.ABLA"
45.5109850802465,0.407743873009156,"BA.ABLA"
46.5945799631095,0.402937658576233,"BA.ABLA"
47.6781748459725,0.402667733856954,"BA.ABLA"
48.7617697288355,0.401833042022661,"BA.ABLA"
49.8453646116985,0.393538227277291,"BA.ABLA"
50.9289594945616,0.393538227277291,"BA.ABLA"
52.0125543774246,0.393293243958293,"BA.ABLA"
53.0961492602876,0.393293243958293,"BA.ABLA"
54.1797441431506,0.393293243958293,"BA.ABLA"
0,0.14323219214877,"QMD.ABLA"
1.48336,0.14323219214877,"QMD.ABLA"
2.96672,0.14323219214877,"QMD.ABLA"
4.45008,0.14323219214877,"QMD.ABLA"
5.93344,0.14323219214877,"QMD.ABLA"
7.4168,0.14323219214877,"QMD.ABLA"
8.90016,0.14323219214877,"QMD.ABLA"
10.38352,0.14323219214877,"QMD.ABLA"
11.86688,0.14323219214877,"QMD.ABLA"
13.35024,0.14379840811454,"QMD.ABLA"
14.8336,0.190171023105152,"QMD.ABLA"
16.31696,0.296321595347455,"QMD.ABLA"
17.80032,0.256549726599409,"QMD.ABLA"
19.28368,0.268702797152739,"QMD.ABLA"
20.76704,0.299999286339873,"QMD.ABLA"
22.2504,0.305577150537715,"QMD.ABLA"
23.73376,0.278504802109315,"QMD.ABLA"
25.21712,0.263231045460597,"QMD.ABLA"
26.70048,0.279352837145486,"QMD.ABLA"
28.18384,0.247403095527384,"QMD.ABLA"
29.6672,0.248247019853203,"QMD.ABLA"
31.15056,0.247941639958567,"QMD.ABLA"
32.63392,0.244812409673013,"QMD.ABLA"
34.11728,0.231446557961437,"QMD.ABLA"
35.60064,0.232287446773797,"QMD.ABLA"
37.084,0.234838713167301,"QMD.ABLA"
38.56736,0.222294183276953,"QMD.ABLA"
40.05072,0.210790376760811,"QMD.ABLA"
41.53408,0.198501083595757,"QMD.ABLA"
43.01744,0.171261270723801,"QMD.ABLA"
44.5008,0.165362309190937,"QMD.ABLA"
45.98416,0.164364543163003,"QMD.ABLA"
47.46752,0.164364543163003,"QMD.ABLA"
48.95088,0.163505188141825,"QMD.ABLA"
50.43424,0.156026274469152,"QMD.ABLA"
51.9176,0.152367485547311,"QMD.ABLA"
53.40096,0.152367485547311,"QMD.ABLA"
54.88432,0.152367485547311,"QMD.ABLA"
56.36768,0.152367485547311,"QMD.ABLA"
57.85104,0.152196923732507,"QMD.ABLA"
59.3344,0.152196923732507,"QMD.ABLA"
60.81776,0.152196923732507,"QMD.ABLA"
62.30112,0.152196923732507,"QMD.ABLA"
63.78448,0.152196923732507,"QMD.ABLA"
65.26784,0.152196923732507,"QMD.ABLA"
66.7512,0.152196923732507,"QMD.ABLA"
68.23456,0.152196923732507,"QMD.ABLA"
69.71792,0.152196923732507,"QMD.ABLA"
71.20128,0.152196923732507,"QMD.ABLA"
72.68464,0.152196923732507,"QMD.ABLA"
74.168,0.152196923732507,"QMD.ABLA"
0,0.153972096536637,"propBA.ABLA"
2,0.201007047995417,"propBA.ABLA"
4,0.207025251082095,"propBA.ABLA"
6,0.233165585985976,"propBA.ABLA"
8,0.227795259785085,"propBA.ABLA"
10,0.198017246672778,"propBA.ABLA"
12,0.262917762551607,"propBA.ABLA"
14,0.245929442816236,"propBA.ABLA"
16,0.298889135199098,"propBA.ABLA"
18,0.272132464098884,"propBA.ABLA"
20,0.270501430466341,"propBA.ABLA"
22,0.271858336059988,"propBA.ABLA"
24,0.277493018588795,"propBA.ABLA"
26,0.278711151353891,"propBA.ABLA"
28,0.293967579865973,"propBA.ABLA"
30,0.297112546422818,"propBA.ABLA"
32,0.280179703863525,"propBA.ABLA"
34,0.290097808239668,"propBA.ABLA"
36,0.291252288581364,"propBA.ABLA"
38,0.286003308875352,"propBA.ABLA"
40,0.290485746575369,"propBA.ABLA"
42,0.268562473452397,"propBA.ABLA"
44,0.265347664784303,"propBA.ABLA"
46,0.278286622494557,"propBA.ABLA"
48,0.268152057347169,"propBA.ABLA"
50,0.24654520055489,"propBA.ABLA"
52,0.25201783358587,"propBA.ABLA"
54,0.240329972337111,"propBA.ABLA"
56,0.24083305335576,"propBA.ABLA"
58,0.242773654883114,"propBA.ABLA"
60,0.243681880587711,"propBA.ABLA"
62,0.245329006078701,"propBA.ABLA"
64,0.240946395688055,"propBA.ABLA"
66,0.243507245446913,"propBA.ABLA"
68,0.238576380916865,"propBA.ABLA"
70,0.246743557854481,"propBA.ABLA"
72,0.242809764439911,"propBA.ABLA"
74,0.247468281225044,"propBA.ABLA"
76,0.248732857529134,"propBA.ABLA"
78,0.246147803465389,"propBA.ABLA"
80,0.246166006665167,"propBA.ABLA"
82,0.247217085729587,"propBA.ABLA"
84,0.243892401706986,"propBA.ABLA"
86,0.233674410825002,"propBA.ABLA"
88,0.24109526731941,"propBA.ABLA"
90,0.244498121733298,"propBA.ABLA"
92,0.245301867226738,"propBA.ABLA"
94,0.249240071991854,"propBA.ABLA"
96,0.249214444785789,"propBA.ABLA"
98,0.254847978001249,"propBA.ABLA"
100,0.243885208648188,"propBA.ABLA"
